Date,AwayTeam,HomeTeam,A_SP_Hand,H_SP_Hand
02-08-2019,Washington Nationals,Arizona Diamondbacks,R,L
03-08-2019,Washington Nationals,Arizona Diamondbacks,R,L
04-08-2019,Washington Nationals,Arizona Diamondbacks,L,R
05-08-2019,Philadelphia Phillies,Arizona Diamondbacks,R,R
06-08-2019,Philadelphia Phillies,Arizona Diamondbacks,R,R
07-08-2019,Philadelphia Phillies,Arizona Diamondbacks,L,R
15-08-2019,San Francisco Giants,Arizona Diamondbacks,R,L
16-08-2019,San Francisco Giants,Arizona Diamondbacks,R,R
17-08-2019,San Francisco Giants,Arizona Diamondbacks,R,R
18-08-2019,San Francisco Giants,Arizona Diamondbacks,L,R
19-08-2019,Colorado Rockies,Arizona Diamondbacks,R,R
20-08-2019,Colorado Rockies,Arizona Diamondbacks,L,L
21-08-2019,Colorado Rockies,Arizona Diamondbacks,R,R
29-08-2019,Los Angeles Dodgers,Arizona Diamondbacks,L,R
30-08-2019,Los Angeles Dodgers,Arizona Diamondbacks,R,R
31-08-2019,Los Angeles Dodgers,Arizona Diamondbacks,L,L
01-09-2019,Los Angeles Dodgers,Arizona Diamondbacks,R,L
02-09-2019,San Diego Padres,Arizona Diamondbacks,R,R
03-09-2019,San Diego Padres,Arizona Diamondbacks,R,R
04-09-2019,San Diego Padres,Arizona Diamondbacks,R,R
13-09-2019,Cincinnati Reds,Arizona Diamondbacks,R,R
14-09-2019,Cincinnati Reds,Arizona Diamondbacks,R,R
15-09-2019,Cincinnati Reds,Arizona Diamondbacks,R,R
16-09-2019,Miami Marlins,Arizona Diamondbacks,R,L
17-09-2019,Miami Marlins,Arizona Diamondbacks,L,L
18-09-2019,Miami Marlins,Arizona Diamondbacks,R,R
23-09-2019,St. Louis Cardinals,Arizona Diamondbacks,R,L
24-09-2019,St. Louis Cardinals,Arizona Diamondbacks,R,R
25-09-2019,St. Louis Cardinals,Arizona Diamondbacks,R,R
27-09-2019,San Diego Padres,Arizona Diamondbacks,L,R
28-09-2019,San Diego Padres,Arizona Diamondbacks,R,L
29-09-2019,San Diego Padres,Arizona Diamondbacks,R,R
01-04-2019,Chicago Cubs,Atlanta Braves,R,L
03-04-2019,Chicago Cubs,Atlanta Braves,L,R
04-04-2019,Chicago Cubs,Atlanta Braves,R,L
05-04-2019,Miami Marlins,Atlanta Braves,R,R
06-04-2019,Miami Marlins,Atlanta Braves,R,R
07-04-2019,Miami Marlins,Atlanta Braves,L,L
11-04-2019,New York Mets,Atlanta Braves,L,R
12-04-2019,New York Mets,Atlanta Braves,R,R
13-04-2019,New York Mets,Atlanta Braves,L,L
14-04-2019,New York Mets,Atlanta Braves,R,R
16-04-2019,Arizona Diamondbacks,Atlanta Braves,L,L
17-04-2019,Arizona Diamondbacks,Atlanta Braves,R,R
18-04-2019,Arizona Diamondbacks,Atlanta Braves,R,R
26-04-2019,Colorado Rockies,Atlanta Braves,R,L
27-04-2019,Colorado Rockies,Atlanta Braves,R,R
28-04-2019,Colorado Rockies,Atlanta Braves,L,R
29-04-2019,San Diego Padres,Atlanta Braves,L,R
30-04-2019,San Diego Padres,Atlanta Braves,R,R
01-05-2019,San Diego Padres,Atlanta Braves,R,L
02-05-2019,San Diego Padres,Atlanta Braves,L,R
14-05-2019,St. Louis Cardinals,Atlanta Braves,R,R
15-05-2019,St. Louis Cardinals,Atlanta Braves,R,R
16-05-2019,St. Louis Cardinals,Atlanta Braves,R,R
17-05-2019,Milwaukee Brewers,Atlanta Braves,R,L
18-05-2019,Milwaukee Brewers,Atlanta Braves,R,R
19-05-2019,Milwaukee Brewers,Atlanta Braves,R,R
28-05-2019,Washington Nationals,Atlanta Braves,R,L
29-05-2019,Washington Nationals,Atlanta Braves,R,R
31-05-2019,Detroit Tigers,Atlanta Braves,R,R
01-06-2019,Detroit Tigers,Atlanta Braves,L,R
02-06-2019,Detroit Tigers,Atlanta Braves,L,R
10-06-2019,Pittsburgh Pirates,Atlanta Braves,R,R
11-06-2019,Pittsburgh Pirates,Atlanta Braves,R,R
12-06-2019,Pittsburgh Pirates,Atlanta Braves,R,R
13-06-2019,Pittsburgh Pirates,Atlanta Braves,R,R
14-06-2019,Philadelphia Phillies,Atlanta Braves,R,L
15-06-2019,Philadelphia Phillies,Atlanta Braves,R,L
16-06-2019,Philadelphia Phillies,Atlanta Braves,R,R
17-06-2019,New York Mets,Atlanta Braves,R,R
18-06-2019,New York Mets,Atlanta Braves,R,R
19-06-2019,New York Mets,Atlanta Braves,L,L
02-07-2019,Philadelphia Phillies,Atlanta Braves,R,L
03-07-2019,Philadelphia Phillies,Atlanta Braves,R,R
04-07-2019,Philadelphia Phillies,Atlanta Braves,R,R
05-07-2019,Miami Marlins,Atlanta Braves,R,R
06-07-2019,Miami Marlins,Atlanta Braves,L,L
07-07-2019,Miami Marlins,Atlanta Braves,R,L
18-07-2019,Washington Nationals,Atlanta Braves,R,R
19-07-2019,Washington Nationals,Atlanta Braves,L,R
20-07-2019,Washington Nationals,Atlanta Braves,R,R
21-07-2019,Washington Nationals,Atlanta Braves,R,R
23-07-2019,Kansas City Royals,Atlanta Braves,L,L
24-07-2019,Kansas City Royals,Atlanta Braves,R,R
01-08-2019,Cincinnati Reds,Atlanta Braves,R,L
02-08-2019,Cincinnati Reds,Atlanta Braves,L,R
03-08-2019,Cincinnati Reds,Atlanta Braves,R,L
04-08-2019,Cincinnati Reds,Atlanta Braves,R,R
13-08-2019,New York Mets,Atlanta Braves,R,L
14-08-2019,New York Mets,Atlanta Braves,L,L
15-08-2019,New York Mets,Atlanta Braves,R,R
16-08-2019,Los Angeles Dodgers,Atlanta Braves,R,R
17-08-2019,Los Angeles Dodgers,Atlanta Braves,L,R
18-08-2019,Los Angeles Dodgers,Atlanta Braves,R,L
20-08-2019,Miami Marlins,Atlanta Braves,R,L
21-08-2019,Miami Marlins,Atlanta Braves,L,R
22-08-2019,Miami Marlins,Atlanta Braves,R,R
30-08-2019,Chicago White Sox,Atlanta Braves,R,L
31-08-2019,Chicago White Sox,Atlanta Braves,R,L
01-09-2019,Chicago White Sox,Atlanta Braves,R,R
02-09-2019,Toronto Blue Jays,Atlanta Braves,R,R
03-09-2019,Toronto Blue Jays,Atlanta Braves,R,R
05-09-2019,Washington Nationals,Atlanta Braves,R,L
06-09-2019,Washington Nationals,Atlanta Braves,L,L
07-09-2019,Washington Nationals,Atlanta Braves,R,R
08-09-2019,Washington Nationals,Atlanta Braves,R,R
17-09-2019,Philadelphia Phillies,Atlanta Braves,R,L
18-09-2019,Philadelphia Phillies,Atlanta Braves,R,R
19-09-2019,Philadelphia Phillies,Atlanta Braves,R,R
20-09-2019,San Francisco Giants,Atlanta Braves,R,R
21-09-2019,San Francisco Giants,Atlanta Braves,R,L
22-09-2019,San Francisco Giants,Atlanta Braves,R,L
03-10-2019,St. Louis Cardinals,Atlanta Braves,R,L
04-10-2019,St. Louis Cardinals,Atlanta Braves,R,R
09-10-2019,St. Louis Cardinals,Atlanta Braves,R,R
04-04-2019,New York Yankees,Baltimore Orioles,L,R
06-04-2019,New York Yankees,Baltimore Orioles,L,R
07-04-2019,New York Yankees,Baltimore Orioles,R,R
08-04-2019,Oakland Athletics,Baltimore Orioles,R,R
09-04-2019,Oakland Athletics,Baltimore Orioles,L,L
10-04-2019,Oakland Athletics,Baltimore Orioles,R,R
11-04-2019,Oakland Athletics,Baltimore Orioles,R,R
21-04-2019,Minnesota Twins,Baltimore Orioles,R,R
22-04-2019,Chicago White Sox,Baltimore Orioles,L,R
23-04-2019,Chicago White Sox,Baltimore Orioles,R,R
24-04-2019,Chicago White Sox,Baltimore Orioles,R,L
03-05-2019,Tampa Bay Rays,Baltimore Orioles,R,R
04-05-2019,Tampa Bay Rays,Baltimore Orioles,R,R
06-05-2019,Boston Red Sox,Baltimore Orioles,R,L
07-05-2019,Boston Red Sox,Baltimore Orioles,R,R
08-05-2019,Boston Red Sox,Baltimore Orioles,L,R
10-05-2019,Los Angeles Angels,Baltimore Orioles,R,R
11-05-2019,Los Angeles Angels,Baltimore Orioles,R,R
12-05-2019,Los Angeles Angels,Baltimore Orioles,R,L
20-05-2019,New York Yankees,Baltimore Orioles,L,R
21-05-2019,New York Yankees,Baltimore Orioles,R,R
22-05-2019,New York Yankees,Baltimore Orioles,nan,R
23-05-2019,New York Yankees,Baltimore Orioles,R,R
27-05-2019,Detroit Tigers,Baltimore Orioles,L,R
28-05-2019,Detroit Tigers,Baltimore Orioles,L,R
29-05-2019,Detroit Tigers,Baltimore Orioles,L,L
31-05-2019,San Francisco Giants,Baltimore Orioles,L,R
01-06-2019,San Francisco Giants,Baltimore Orioles,R,R
02-06-2019,San Francisco Giants,Baltimore Orioles,R,R
11-06-2019,Toronto Blue Jays,Baltimore Orioles,R,L
12-06-2019,Toronto Blue Jays,Baltimore Orioles,R,R
13-06-2019,Toronto Blue Jays,Baltimore Orioles,R,R
14-06-2019,Boston Red Sox,Baltimore Orioles,L,R
15-06-2019,Boston Red Sox,Baltimore Orioles,L,R
16-06-2019,Boston Red Sox,Baltimore Orioles,L,L
25-06-2019,San Diego Padres,Baltimore Orioles,L,R
26-06-2019,San Diego Padres,Baltimore Orioles,L,R
28-06-2019,Cleveland Indians,Baltimore Orioles,R,L
29-06-2019,Cleveland Indians,Baltimore Orioles,R,R
30-06-2019,Cleveland Indians,Baltimore Orioles,R,R
12-07-2019,Tampa Bay Rays,Baltimore Orioles,R,R
14-07-2019,Tampa Bay Rays,Baltimore Orioles,R,R
16-07-2019,Washington Nationals,Baltimore Orioles,R,R
17-07-2019,Washington Nationals,Baltimore Orioles,R,R
19-07-2019,Boston Red Sox,Baltimore Orioles,L,L
20-07-2019,Boston Red Sox,Baltimore Orioles,R,R
21-07-2019,Boston Red Sox,Baltimore Orioles,R,R
01-08-2019,Toronto Blue Jays,Baltimore Orioles,R,R
02-08-2019,Toronto Blue Jays,Baltimore Orioles,R,R
03-08-2019,Toronto Blue Jays,Baltimore Orioles,L,R
04-08-2019,Toronto Blue Jays,Baltimore Orioles,R,R
05-08-2019,New York Yankees,Baltimore Orioles,R,R
06-08-2019,New York Yankees,Baltimore Orioles,R,R
07-08-2019,New York Yankees,Baltimore Orioles,L,L
09-08-2019,Houston Astros,Baltimore Orioles,L,R
10-08-2019,Houston Astros,Baltimore Orioles,R,R
11-08-2019,Houston Astros,Baltimore Orioles,R,R
19-08-2019,Kansas City Royals,Baltimore Orioles,R,L
20-08-2019,Kansas City Royals,Baltimore Orioles,R,R
21-08-2019,Kansas City Royals,Baltimore Orioles,L,R
22-08-2019,Tampa Bay Rays,Baltimore Orioles,L,R
23-08-2019,Tampa Bay Rays,Baltimore Orioles,R,L
24-08-2019,Tampa Bay Rays,Baltimore Orioles,L,L
25-08-2019,Tampa Bay Rays,Baltimore Orioles,R,R
05-09-2019,Texas Rangers,Baltimore Orioles,L,L
06-09-2019,Texas Rangers,Baltimore Orioles,L,R
07-09-2019,Texas Rangers,Baltimore Orioles,R,R
08-09-2019,Texas Rangers,Baltimore Orioles,L,R
10-09-2019,Los Angeles Dodgers,Baltimore Orioles,R,L
11-09-2019,Los Angeles Dodgers,Baltimore Orioles,R,L
12-09-2019,Los Angeles Dodgers,Baltimore Orioles,L,R
17-09-2019,Toronto Blue Jays,Baltimore Orioles,R,R
18-09-2019,Toronto Blue Jays,Baltimore Orioles,R,R
19-09-2019,Toronto Blue Jays,Baltimore Orioles,R,R
20-09-2019,Seattle Mariners,Baltimore Orioles,R,L
21-09-2019,Seattle Mariners,Baltimore Orioles,L,R
22-09-2019,Seattle Mariners,Baltimore Orioles,L,L
09-04-2019,Toronto Blue Jays,Boston Red Sox,R,L
11-04-2019,Toronto Blue Jays,Boston Red Sox,R,R
12-04-2019,Baltimore Orioles,Boston Red Sox,R,L
13-04-2019,Baltimore Orioles,Boston Red Sox,R,R
14-04-2019,Baltimore Orioles,Boston Red Sox,L,L
15-04-2019,Baltimore Orioles,Boston Red Sox,R,R
24-04-2019,Detroit Tigers,Boston Red Sox,R,L
25-04-2019,Detroit Tigers,Boston Red Sox,R,R
27-04-2019,Tampa Bay Rays,Boston Red Sox,R,L
28-04-2019,Tampa Bay Rays,Boston Red Sox,R,L
29-04-2019,Oakland Athletics,Boston Red Sox,R,L
30-04-2019,Oakland Athletics,Boston Red Sox,R,R
01-05-2019,Oakland Athletics,Boston Red Sox,R,R
10-05-2019,Seattle Mariners,Boston Red Sox,R,L
11-05-2019,Seattle Mariners,Boston Red Sox,R,R
12-05-2019,Seattle Mariners,Boston Red Sox,L,R
14-05-2019,Colorado Rockies,Boston Red Sox,L,L
15-05-2019,Colorado Rockies,Boston Red Sox,R,L
17-05-2019,Houston Astros,Boston Red Sox,R,R
18-05-2019,Houston Astros,Boston Red Sox,R,R
19-05-2019,Houston Astros,Boston Red Sox,L,L
27-05-2019,Cleveland Indians,Boston Red Sox,R,R
28-05-2019,Cleveland Indians,Boston Red Sox,R,L
29-05-2019,Cleveland Indians,Boston Red Sox,R,R
07-06-2019,Tampa Bay Rays,Boston Red Sox,R,R
09-06-2019,Tampa Bay Rays,Boston Red Sox,L,L
10-06-2019,Texas Rangers,Boston Red Sox,L,L
11-06-2019,Texas Rangers,Boston Red Sox,R,L
12-06-2019,Texas Rangers,Boston Red Sox,R,R
13-06-2019,Texas Rangers,Boston Red Sox,R,L
21-06-2019,Toronto Blue Jays,Boston Red Sox,R,L
22-06-2019,Toronto Blue Jays,Boston Red Sox,R,L
23-06-2019,Toronto Blue Jays,Boston Red Sox,R,R
24-06-2019,Chicago White Sox,Boston Red Sox,R,L
25-06-2019,Chicago White Sox,Boston Red Sox,R,L
26-06-2019,Chicago White Sox,Boston Red Sox,R,L
29-06-2019,New York Yankees,Boston Red Sox,R,R
30-06-2019,New York Yankees,Boston Red Sox,L,L
12-07-2019,Los Angeles Dodgers,Boston Red Sox,R,L
13-07-2019,Los Angeles Dodgers,Boston Red Sox,R,L
14-07-2019,Los Angeles Dodgers,Boston Red Sox,L,L
15-07-2019,Toronto Blue Jays,Boston Red Sox,R,R
16-07-2019,Toronto Blue Jays,Boston Red Sox,R,R
17-07-2019,Toronto Blue Jays,Boston Red Sox,R,L
18-07-2019,Toronto Blue Jays,Boston Red Sox,L,L
25-07-2019,New York Yankees,Boston Red Sox,R,R
26-07-2019,New York Yankees,Boston Red Sox,L,R
27-07-2019,New York Yankees,Boston Red Sox,nan,L
28-07-2019,New York Yankees,Boston Red Sox,R,L
30-07-2019,Tampa Bay Rays,Boston Red Sox,R,L
31-07-2019,Tampa Bay Rays,Boston Red Sox,R,R
01-08-2019,Tampa Bay Rays,Boston Red Sox,L,R
05-08-2019,Kansas City Royals,Boston Red Sox,L,R
06-08-2019,Kansas City Royals,Boston Red Sox,R,R
07-08-2019,Kansas City Royals,Boston Red Sox,R,L
08-08-2019,Los Angeles Angels,Boston Red Sox,L,L
09-08-2019,Los Angeles Angels,Boston Red Sox,R,L
10-08-2019,Los Angeles Angels,Boston Red Sox,L,R
11-08-2019,Los Angeles Angels,Boston Red Sox,L,R
16-08-2019,Baltimore Orioles,Boston Red Sox,R,R
17-08-2019,Baltimore Orioles,Boston Red Sox,R,L
18-08-2019,Baltimore Orioles,Boston Red Sox,L,R
20-08-2019,Philadelphia Phillies,Boston Red Sox,R,L
21-08-2019,Philadelphia Phillies,Boston Red Sox,L,R
03-09-2019,Minnesota Twins,Boston Red Sox,R,R
04-09-2019,Minnesota Twins,Boston Red Sox,R,L
05-09-2019,Minnesota Twins,Boston Red Sox,L,R
06-09-2019,New York Yankees,Boston Red Sox,R,R
07-09-2019,New York Yankees,Boston Red Sox,L,R
08-09-2019,New York Yankees,Boston Red Sox,R,R
09-09-2019,New York Yankees,Boston Red Sox,L,L
17-09-2019,San Francisco Giants,Boston Red Sox,R,R
18-09-2019,San Francisco Giants,Boston Red Sox,R,R
19-09-2019,San Francisco Giants,Boston Red Sox,L,L
27-09-2019,Baltimore Orioles,Boston Red Sox,R,R
28-09-2019,Baltimore Orioles,Boston Red Sox,L,R
29-09-2019,Baltimore Orioles,Boston Red Sox,R,L
05-04-2019,Seattle Mariners,Chicago White Sox,L,R
06-04-2019,Seattle Mariners,Chicago White Sox,R,R
07-04-2019,Seattle Mariners,Chicago White Sox,L,R
08-04-2019,Tampa Bay Rays,Chicago White Sox,L,L
09-04-2019,Tampa Bay Rays,Chicago White Sox,R,R
10-04-2019,Tampa Bay Rays,Chicago White Sox,R,R
15-04-2019,Kansas City Royals,Chicago White Sox,R,R
16-04-2019,Kansas City Royals,Chicago White Sox,R,R
17-04-2019,Kansas City Royals,Chicago White Sox,R,R
26-04-2019,Detroit Tigers,Chicago White Sox,L,L
28-04-2019,Detroit Tigers,Chicago White Sox,L,R
29-04-2019,Baltimore Orioles,Chicago White Sox,L,L
02-05-2019,Boston Red Sox,Chicago White Sox,L,R
03-05-2019,Boston Red Sox,Chicago White Sox,L,R
04-05-2019,Boston Red Sox,Chicago White Sox,L,L
05-05-2019,Boston Red Sox,Chicago White Sox,R,R
13-05-2019,Cleveland Indians,Chicago White Sox,R,R
14-05-2019,Cleveland Indians,Chicago White Sox,R,L
16-05-2019,Toronto Blue Jays,Chicago White Sox,R,R
17-05-2019,Toronto Blue Jays,Chicago White Sox,R,R
18-05-2019,Toronto Blue Jays,Chicago White Sox,L,R
19-05-2019,Toronto Blue Jays,Chicago White Sox,R,R
27-05-2019,Kansas City Royals,Chicago White Sox,R,R
28-05-2019,Kansas City Royals,Chicago White Sox,R,R
29-05-2019,Kansas City Royals,Chicago White Sox,R,R
30-05-2019,Cleveland Indians,Chicago White Sox,R,L
31-05-2019,Cleveland Indians,Chicago White Sox,R,R
01-06-2019,Cleveland Indians,Chicago White Sox,R,R
02-06-2019,Cleveland Indians,Chicago White Sox,R,R
10-06-2019,Washington Nationals,Chicago White Sox,R,R
11-06-2019,Washington Nationals,Chicago White Sox,L,L
13-06-2019,New York Yankees,Chicago White Sox,L,R
14-06-2019,New York Yankees,Chicago White Sox,nan,R
15-06-2019,New York Yankees,Chicago White Sox,R,R
16-06-2019,New York Yankees,Chicago White Sox,L,R
28-06-2019,Minnesota Twins,Chicago White Sox,R,L
29-06-2019,Minnesota Twins,Chicago White Sox,R,R
30-06-2019,Minnesota Twins,Chicago White Sox,L,R
04-07-2019,Detroit Tigers,Chicago White Sox,L,R
06-07-2019,Chicago Cubs,Chicago White Sox,L,R
07-07-2019,Chicago Cubs,Chicago White Sox,R,R
22-07-2019,Miami Marlins,Chicago White Sox,R,R
23-07-2019,Miami Marlins,Chicago White Sox,L,R
24-07-2019,Miami Marlins,Chicago White Sox,R,R
25-07-2019,Minnesota Twins,Chicago White Sox,R,R
26-07-2019,Minnesota Twins,Chicago White Sox,R,R
27-07-2019,Minnesota Twins,Chicago White Sox,L,R
28-07-2019,Minnesota Twins,Chicago White Sox,R,R
30-07-2019,New York Mets,Chicago White Sox,R,R
31-07-2019,New York Mets,Chicago White Sox,R,R
01-08-2019,New York Mets,Chicago White Sox,R,R
09-08-2019,Oakland Athletics,Chicago White Sox,R,L
10-08-2019,Oakland Athletics,Chicago White Sox,R,R
11-08-2019,Oakland Athletics,Chicago White Sox,R,R
14-08-2019,Houston Astros,Chicago White Sox,L,L
22-08-2019,Texas Rangers,Chicago White Sox,R,L
23-08-2019,Texas Rangers,Chicago White Sox,R,R
24-08-2019,Texas Rangers,Chicago White Sox,L,R
25-08-2019,Texas Rangers,Chicago White Sox,L,R
27-08-2019,Minnesota Twins,Chicago White Sox,R,R
28-08-2019,Minnesota Twins,Chicago White Sox,R,L
29-08-2019,Minnesota Twins,Chicago White Sox,R,R
06-09-2019,Los Angeles Angels,Chicago White Sox,L,R
