Date,AwayTeam,HomeTeam,A_SP_Hand,H_SP_Hand
11-09-2019,Oakland Athletics,Houston Astros,L,R
12-09-2019,Oakland Athletics,Houston Astros,R,R
17-09-2019,Texas Rangers,Houston Astros,R,R
18-09-2019,Texas Rangers,Houston Astros,L,R
20-09-2019,Los Angeles Angels,Houston Astros,R,R
21-09-2019,Los Angeles Angels,Houston Astros,L,L
22-09-2019,Los Angeles Angels,Houston Astros,R,R
04-10-2019,Tampa Bay Rays,Houston Astros,R,R
05-10-2019,Tampa Bay Rays,Houston Astros,L,R
10-10-2019,Tampa Bay Rays,Houston Astros,R,R
12-10-2019,New York Yankees,Houston Astros,R,R
13-10-2019,New York Yankees,Houston Astros,L,R
19-10-2019,New York Yankees,Houston Astros,R,R
22-10-2019,Washington Nationals,Houston Astros,R,R
23-10-2019,Washington Nationals,Houston Astros,R,R
29-10-2019,Washington Nationals,Houston Astros,R,R
30-10-2019,Washington Nationals,Houston Astros,R,R
28-03-2019,Chicago White Sox,Kansas City Royals,L,R
30-03-2019,Chicago White Sox,Kansas City Royals,R,R
31-03-2019,Chicago White Sox,Kansas City Royals,R,R
02-04-2019,Minnesota Twins,Kansas City Royals,R,R
03-04-2019,Minnesota Twins,Kansas City Royals,R,R
08-04-2019,Seattle Mariners,Kansas City Royals,R,R
09-04-2019,Seattle Mariners,Kansas City Royals,L,R
10-04-2019,Seattle Mariners,Kansas City Royals,L,R
11-04-2019,Seattle Mariners,Kansas City Royals,R,R
12-04-2019,Cleveland Indians,Kansas City Royals,R,R
13-04-2019,Cleveland Indians,Kansas City Royals,R,R
14-04-2019,Cleveland Indians,Kansas City Royals,R,R
26-04-2019,Los Angeles Angels,Kansas City Royals,L,L
27-04-2019,Los Angeles Angels,Kansas City Royals,R,R
28-04-2019,Los Angeles Angels,Kansas City Royals,R,R
29-04-2019,Tampa Bay Rays,Kansas City Royals,R,R
02-05-2019,Tampa Bay Rays,Kansas City Royals,R,L
10-05-2019,Philadelphia Phillies,Kansas City Royals,R,R
11-05-2019,Philadelphia Phillies,Kansas City Royals,R,R
12-05-2019,Philadelphia Phillies,Kansas City Royals,L,R
14-05-2019,Texas Rangers,Kansas City Royals,R,L
15-05-2019,Texas Rangers,Kansas City Royals,L,R
16-05-2019,Texas Rangers,Kansas City Royals,R,R
26-05-2019,New York Yankees,Kansas City Royals,R,L
04-06-2019,Boston Red Sox,Kansas City Royals,L,R
05-06-2019,Boston Red Sox,Kansas City Royals,L,R
06-06-2019,Boston Red Sox,Kansas City Royals,R,L
07-06-2019,Chicago White Sox,Kansas City Royals,R,R
08-06-2019,Chicago White Sox,Kansas City Royals,R,R
09-06-2019,Chicago White Sox,Kansas City Royals,R,R
11-06-2019,Detroit Tigers,Kansas City Royals,R,R
12-06-2019,Detroit Tigers,Kansas City Royals,L,L
13-06-2019,Detroit Tigers,Kansas City Royals,L,R
20-06-2019,Minnesota Twins,Kansas City Royals,R,R
21-06-2019,Minnesota Twins,Kansas City Royals,L,R
22-06-2019,Minnesota Twins,Kansas City Royals,R,L
23-06-2019,Minnesota Twins,Kansas City Royals,R,R
02-07-2019,Cleveland Indians,Kansas City Royals,R,R
03-07-2019,Cleveland Indians,Kansas City Royals,R,L
04-07-2019,Cleveland Indians,Kansas City Royals,R,R
12-07-2019,Detroit Tigers,Kansas City Royals,R,L
13-07-2019,Detroit Tigers,Kansas City Royals,L,R
14-07-2019,Detroit Tigers,Kansas City Royals,R,L
15-07-2019,Chicago White Sox,Kansas City Royals,R,R
16-07-2019,Chicago White Sox,Kansas City Royals,R,R
17-07-2019,Chicago White Sox,Kansas City Royals,R,L
18-07-2019,Chicago White Sox,Kansas City Royals,L,R
25-07-2019,Cleveland Indians,Kansas City Royals,R,L
26-07-2019,Cleveland Indians,Kansas City Royals,R,R
27-07-2019,Cleveland Indians,Kansas City Royals,R,R
28-07-2019,Cleveland Indians,Kansas City Royals,R,L
29-07-2019,Toronto Blue Jays,Kansas City Royals,L,R
30-07-2019,Toronto Blue Jays,Kansas City Royals,R,L
31-07-2019,Toronto Blue Jays,Kansas City Royals,R,R
13-08-2019,St. Louis Cardinals,Kansas City Royals,R,R
14-08-2019,St. Louis Cardinals,Kansas City Royals,R,R
16-08-2019,New York Mets,Kansas City Royals,R,L
17-08-2019,New York Mets,Kansas City Royals,R,R
18-08-2019,New York Mets,Kansas City Royals,R,R
26-08-2019,Oakland Athletics,Kansas City Royals,R,R
27-08-2019,Oakland Athletics,Kansas City Royals,R,L
28-08-2019,Oakland Athletics,Kansas City Royals,R,R
29-08-2019,Oakland Athletics,Kansas City Royals,R,R
30-08-2019,Baltimore Orioles,Kansas City Royals,L,L
31-08-2019,Baltimore Orioles,Kansas City Royals,R,R
01-09-2019,Baltimore Orioles,Kansas City Royals,R,L
03-09-2019,Detroit Tigers,Kansas City Royals,L,L
04-09-2019,Detroit Tigers,Kansas City Royals,R,R
05-09-2019,Detroit Tigers,Kansas City Royals,L,R
13-09-2019,Houston Astros,Kansas City Royals,R,L
14-09-2019,Houston Astros,Kansas City Royals,R,L
15-09-2019,Houston Astros,Kansas City Royals,L,R
24-09-2019,Atlanta Braves,Kansas City Royals,R,L
25-09-2019,Atlanta Braves,Kansas City Royals,R,L
27-09-2019,Minnesota Twins,Kansas City Royals,R,L
28-09-2019,Minnesota Twins,Kansas City Royals,R,R
29-09-2019,Minnesota Twins,Kansas City Royals,L,R
28-03-2019,Arizona Diamondbacks,Los Angeles Dodgers,R,L
29-03-2019,Arizona Diamondbacks,Los Angeles Dodgers,L,R
30-03-2019,Arizona Diamondbacks,Los Angeles Dodgers,R,R
31-03-2019,Arizona Diamondbacks,Los Angeles Dodgers,R,R
01-04-2019,San Francisco Giants,Los Angeles Dodgers,L,L
02-04-2019,San Francisco Giants,Los Angeles Dodgers,L,L
03-04-2019,San Francisco Giants,Los Angeles Dodgers,L,R
12-04-2019,Milwaukee Brewers,Los Angeles Dodgers,R,L
13-04-2019,Milwaukee Brewers,Los Angeles Dodgers,R,L
14-04-2019,Milwaukee Brewers,Los Angeles Dodgers,R,R
15-04-2019,Cincinnati Reds,Los Angeles Dodgers,R,L
16-04-2019,Cincinnati Reds,Los Angeles Dodgers,R,R
17-04-2019,Cincinnati Reds,Los Angeles Dodgers,R,R
26-04-2019,Pittsburgh Pirates,Los Angeles Dodgers,R,L
27-04-2019,Pittsburgh Pirates,Los Angeles Dodgers,R,L
28-04-2019,Pittsburgh Pirates,Los Angeles Dodgers,R,L
06-05-2019,Atlanta Braves,Los Angeles Dodgers,R,R
07-05-2019,Atlanta Braves,Los Angeles Dodgers,L,L
08-05-2019,Atlanta Braves,Los Angeles Dodgers,R,L
09-05-2019,Washington Nationals,Los Angeles Dodgers,L,L
10-05-2019,Washington Nationals,Los Angeles Dodgers,R,R
11-05-2019,Washington Nationals,Los Angeles Dodgers,R,R
12-05-2019,Washington Nationals,Los Angeles Dodgers,R,L
14-05-2019,San Diego Padres,Los Angeles Dodgers,R,L
15-05-2019,San Diego Padres,Los Angeles Dodgers,L,R
27-05-2019,New York Mets,Los Angeles Dodgers,R,L
28-05-2019,New York Mets,Los Angeles Dodgers,L,L
29-05-2019,New York Mets,Los Angeles Dodgers,R,R
30-05-2019,New York Mets,Los Angeles Dodgers,L,L
31-05-2019,Philadelphia Phillies,Los Angeles Dodgers,R,R
01-06-2019,Philadelphia Phillies,Los Angeles Dodgers,L,L
02-06-2019,Philadelphia Phillies,Los Angeles Dodgers,R,L
13-06-2019,Chicago Cubs,Los Angeles Dodgers,L,L
14-06-2019,Chicago Cubs,Los Angeles Dodgers,R,L
15-06-2019,Chicago Cubs,Los Angeles Dodgers,R,R
16-06-2019,Chicago Cubs,Los Angeles Dodgers,L,L
17-06-2019,San Francisco Giants,Los Angeles Dodgers,R,R
18-06-2019,San Francisco Giants,Los Angeles Dodgers,R,L
19-06-2019,San Francisco Giants,Los Angeles Dodgers,L,L
20-06-2019,San Francisco Giants,Los Angeles Dodgers,L,L
21-06-2019,Colorado Rockies,Los Angeles Dodgers,R,R
22-06-2019,Colorado Rockies,Los Angeles Dodgers,R,L
23-06-2019,Colorado Rockies,Los Angeles Dodgers,R,R
02-07-2019,Arizona Diamondbacks,Los Angeles Dodgers,R,R
03-07-2019,Arizona Diamondbacks,Los Angeles Dodgers,R,R
04-07-2019,San Diego Padres,Los Angeles Dodgers,R,L
05-07-2019,San Diego Padres,Los Angeles Dodgers,L,L
06-07-2019,San Diego Padres,Los Angeles Dodgers,R,R
07-07-2019,San Diego Padres,Los Angeles Dodgers,L,R
19-07-2019,Miami Marlins,Los Angeles Dodgers,R,L
20-07-2019,Miami Marlins,Los Angeles Dodgers,R,L
21-07-2019,Miami Marlins,Los Angeles Dodgers,R,R
23-07-2019,Los Angeles Angels,Los Angeles Dodgers,R,R
24-07-2019,Los Angeles Angels,Los Angeles Dodgers,R,R
01-08-2019,San Diego Padres,Los Angeles Dodgers,L,L
02-08-2019,San Diego Padres,Los Angeles Dodgers,L,R
03-08-2019,San Diego Padres,Los Angeles Dodgers,R,R
04-08-2019,San Diego Padres,Los Angeles Dodgers,R,R
05-08-2019,St. Louis Cardinals,Los Angeles Dodgers,R,R
06-08-2019,St. Louis Cardinals,Los Angeles Dodgers,R,L
07-08-2019,St. Louis Cardinals,Los Angeles Dodgers,R,R
09-08-2019,Arizona Diamondbacks,Los Angeles Dodgers,L,R
10-08-2019,Arizona Diamondbacks,Los Angeles Dodgers,L,R
11-08-2019,Arizona Diamondbacks,Los Angeles Dodgers,R,L
20-08-2019,Toronto Blue Jays,Los Angeles Dodgers,L,L
21-08-2019,Toronto Blue Jays,Los Angeles Dodgers,R,R
22-08-2019,Toronto Blue Jays,Los Angeles Dodgers,R,R
23-08-2019,New York Yankees,Los Angeles Dodgers,L,L
24-08-2019,New York Yankees,Los Angeles Dodgers,nan,R
25-08-2019,New York Yankees,Los Angeles Dodgers,R,L
02-09-2019,Colorado Rockies,Los Angeles Dodgers,R,R
03-09-2019,Colorado Rockies,Los Angeles Dodgers,R,L
04-09-2019,Colorado Rockies,Los Angeles Dodgers,R,L
06-09-2019,San Francisco Giants,Los Angeles Dodgers,R,L
07-09-2019,San Francisco Giants,Los Angeles Dodgers,R,R
08-09-2019,San Francisco Giants,Los Angeles Dodgers,R,L
17-09-2019,Tampa Bay Rays,Los Angeles Dodgers,L,L
18-09-2019,Tampa Bay Rays,Los Angeles Dodgers,L,R
20-09-2019,Colorado Rockies,Los Angeles Dodgers,R,L
21-09-2019,Colorado Rockies,Los Angeles Dodgers,L,R
22-09-2019,Colorado Rockies,Los Angeles Dodgers,R,L
03-10-2019,Washington Nationals,Los Angeles Dodgers,L,R
04-10-2019,Washington Nationals,Los Angeles Dodgers,R,L
09-10-2019,Washington Nationals,Los Angeles Dodgers,R,R
28-03-2019,Colorado Rockies,Miami Marlins,L,R
29-03-2019,Colorado Rockies,Miami Marlins,R,R
30-03-2019,Colorado Rockies,Miami Marlins,L,R
31-03-2019,Colorado Rockies,Miami Marlins,R,R
01-04-2019,New York Mets,Miami Marlins,L,L
02-04-2019,New York Mets,Miami Marlins,L,R
03-04-2019,New York Mets,Miami Marlins,R,R
12-04-2019,Philadelphia Phillies,Miami Marlins,R,R
13-04-2019,Philadelphia Phillies,Miami Marlins,R,L
14-04-2019,Philadelphia Phillies,Miami Marlins,R,R
15-04-2019,Chicago Cubs,Miami Marlins,R,R
16-04-2019,Chicago Cubs,Miami Marlins,L,R
17-04-2019,Chicago Cubs,Miami Marlins,L,R
19-04-2019,Washington Nationals,Miami Marlins,R,L
20-04-2019,Washington Nationals,Miami Marlins,R,R
21-04-2019,Washington Nationals,Miami Marlins,R,R
30-04-2019,Cleveland Indians,Miami Marlins,R,R
01-05-2019,Cleveland Indians,Miami Marlins,R,L
03-05-2019,Atlanta Braves,Miami Marlins,R,R
04-05-2019,Atlanta Braves,Miami Marlins,R,R
05-05-2019,Atlanta Braves,Miami Marlins,R,R
14-05-2019,Tampa Bay Rays,Miami Marlins,R,L
15-05-2019,Tampa Bay Rays,Miami Marlins,R,R
17-05-2019,New York Mets,Miami Marlins,R,R
18-05-2019,New York Mets,Miami Marlins,L,R
19-05-2019,New York Mets,Miami Marlins,R,R
28-05-2019,San Francisco Giants,Miami Marlins,R,R
29-05-2019,San Francisco Giants,Miami Marlins,L,R
30-05-2019,San Francisco Giants,Miami Marlins,R,R
07-06-2019,Atlanta Braves,Miami Marlins,R,R
08-06-2019,Atlanta Braves,Miami Marlins,R,R
09-06-2019,Atlanta Braves,Miami Marlins,L,R
10-06-2019,St. Louis Cardinals,Miami Marlins,R,R
11-06-2019,St. Louis Cardinals,Miami Marlins,R,R
12-06-2019,St. Louis Cardinals,Miami Marlins,R,R
14-06-2019,Pittsburgh Pirates,Miami Marlins,L,R
15-06-2019,Pittsburgh Pirates,Miami Marlins,R,R
16-06-2019,Pittsburgh Pirates,Miami Marlins,R,R
25-06-2019,Washington Nationals,Miami Marlins,R,R
26-06-2019,Washington Nationals,Miami Marlins,L,R
27-06-2019,Washington Nationals,Miami Marlins,R,R
28-06-2019,Philadelphia Phillies,Miami Marlins,R,R
29-06-2019,Philadelphia Phillies,Miami Marlins,R,R
30-06-2019,Philadelphia Phillies,Miami Marlins,R,R
12-07-2019,New York Mets,Miami Marlins,L,L
13-07-2019,New York Mets,Miami Marlins,R,R
14-07-2019,New York Mets,Miami Marlins,R,R
16-07-2019,San Diego Padres,Miami Marlins,L,R
17-07-2019,San Diego Padres,Miami Marlins,R,R
18-07-2019,San Diego Padres,Miami Marlins,R,L
26-07-2019,Arizona Diamondbacks,Miami Marlins,R,R
27-07-2019,Arizona Diamondbacks,Miami Marlins,L,R
28-07-2019,Arizona Diamondbacks,Miami Marlins,L,R
29-07-2019,Arizona Diamondbacks,Miami Marlins,R,L
30-07-2019,Minnesota Twins,Miami Marlins,R,R
31-07-2019,Minnesota Twins,Miami Marlins,R,R
01-08-2019,Minnesota Twins,Miami Marlins,R,R
08-08-2019,Atlanta Braves,Miami Marlins,L,R
09-08-2019,Atlanta Braves,Miami Marlins,R,L
10-08-2019,Atlanta Braves,Miami Marlins,R,R
11-08-2019,Atlanta Braves,Miami Marlins,R,R
13-08-2019,Los Angeles Dodgers,Miami Marlins,R,R
14-08-2019,Los Angeles Dodgers,Miami Marlins,L,R
15-08-2019,Los Angeles Dodgers,Miami Marlins,R,L
23-08-2019,Philadelphia Phillies,Miami Marlins,R,R
24-08-2019,Philadelphia Phillies,Miami Marlins,R,R
25-08-2019,Philadelphia Phillies,Miami Marlins,R,R
26-08-2019,Cincinnati Reds,Miami Marlins,R,R
27-08-2019,Cincinnati Reds,Miami Marlins,R,L
28-08-2019,Cincinnati Reds,Miami Marlins,R,R
29-08-2019,Cincinnati Reds,Miami Marlins,L,R
06-09-2019,Kansas City Royals,Miami Marlins,R,R
07-09-2019,Kansas City Royals,Miami Marlins,L,L
08-09-2019,Kansas City Royals,Miami Marlins,L,R
09-09-2019,Milwaukee Brewers,Miami Marlins,R,R
10-09-2019,Milwaukee Brewers,Miami Marlins,R,R
11-09-2019,Milwaukee Brewers,Miami Marlins,R,R
12-09-2019,Milwaukee Brewers,Miami Marlins,L,L
20-09-2019,Washington Nationals,Miami Marlins,R,R
21-09-2019,Washington Nationals,Miami Marlins,R,R
22-09-2019,Washington Nationals,Miami Marlins,R,R
28-03-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
29-03-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
30-03-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
31-03-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
05-04-2019,Chicago Cubs,Milwaukee Brewers,L,R
06-04-2019,Chicago Cubs,Milwaukee Brewers,L,R
07-04-2019,Chicago Cubs,Milwaukee Brewers,R,R
15-04-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
16-04-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
17-04-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
18-04-2019,Los Angeles Dodgers,Milwaukee Brewers,L,R
19-04-2019,Los Angeles Dodgers,Milwaukee Brewers,R,R
20-04-2019,Los Angeles Dodgers,Milwaukee Brewers,L,R
21-04-2019,Los Angeles Dodgers,Milwaukee Brewers,L,R
29-04-2019,Colorado Rockies,Milwaukee Brewers,L,R
30-04-2019,Colorado Rockies,Milwaukee Brewers,R,R
01-05-2019,Colorado Rockies,Milwaukee Brewers,R,R
02-05-2019,Colorado Rockies,Milwaukee Brewers,R,R
03-05-2019,New York Mets,Milwaukee Brewers,L,R
04-05-2019,New York Mets,Milwaukee Brewers,R,L
05-05-2019,New York Mets,Milwaukee Brewers,L,R
06-05-2019,Washington Nationals,Milwaukee Brewers,R,R
07-05-2019,Washington Nationals,Milwaukee Brewers,R,R
08-05-2019,Washington Nationals,Milwaukee Brewers,R,R
21-05-2019,Cincinnati Reds,Milwaukee Brewers,R,L
22-05-2019,Cincinnati Reds,Milwaukee Brewers,R,R
24-05-2019,Philadelphia Phillies,Milwaukee Brewers,R,R
25-05-2019,Philadelphia Phillies,Milwaukee Brewers,R,R
26-05-2019,Philadelphia Phillies,Milwaukee Brewers,R,R
04-06-2019,Miami Marlins,Milwaukee Brewers,R,R
05-06-2019,Miami Marlins,Milwaukee Brewers,R,R
06-06-2019,Miami Marlins,Milwaukee Brewers,L,R
07-06-2019,Pittsburgh Pirates,Milwaukee Brewers,R,R
08-06-2019,Pittsburgh Pirates,Milwaukee Brewers,R,R
09-06-2019,Pittsburgh Pirates,Milwaukee Brewers,L,R
20-06-2019,Cincinnati Reds,Milwaukee Brewers,R,R
21-06-2019,Cincinnati Reds,Milwaukee Brewers,R,R
22-06-2019,Cincinnati Reds,Milwaukee Brewers,R,R
23-06-2019,Cincinnati Reds,Milwaukee Brewers,R,R
25-06-2019,Seattle Mariners,Milwaukee Brewers,L,R
26-06-2019,Seattle Mariners,Milwaukee Brewers,R,R
27-06-2019,Seattle Mariners,Milwaukee Brewers,R,R
28-06-2019,Pittsburgh Pirates,Milwaukee Brewers,R,R
29-06-2019,Pittsburgh Pirates,Milwaukee Brewers,R,R
30-06-2019,Pittsburgh Pirates,Milwaukee Brewers,L,R
12-07-2019,San Francisco Giants,Milwaukee Brewers,R,R
13-07-2019,San Francisco Giants,Milwaukee Brewers,L,R
14-07-2019,San Francisco Giants,Milwaukee Brewers,R,R
15-07-2019,Atlanta Braves,Milwaukee Brewers,L,R
16-07-2019,Atlanta Braves,Milwaukee Brewers,R,R
17-07-2019,Atlanta Braves,Milwaukee Brewers,L,R
22-07-2019,Cincinnati Reds,Milwaukee Brewers,R,R
23-07-2019,Cincinnati Reds,Milwaukee Brewers,R,R
24-07-2019,Cincinnati Reds,Milwaukee Brewers,R,R
26-07-2019,Chicago Cubs,Milwaukee Brewers,R,L
27-07-2019,Chicago Cubs,Milwaukee Brewers,L,R
28-07-2019,Chicago Cubs,Milwaukee Brewers,L,R
09-08-2019,Texas Rangers,Milwaukee Brewers,L,L
10-08-2019,Texas Rangers,Milwaukee Brewers,R,R
11-08-2019,Texas Rangers,Milwaukee Brewers,L,R
13-08-2019,Minnesota Twins,Milwaukee Brewers,L,R
14-08-2019,Minnesota Twins,Milwaukee Brewers,R,L
23-08-2019,Arizona Diamondbacks,Milwaukee Brewers,R,R
24-08-2019,Arizona Diamondbacks,Milwaukee Brewers,R,R
25-08-2019,Arizona Diamondbacks,Milwaukee Brewers,L,R
26-08-2019,St. Louis Cardinals,Milwaukee Brewers,R,L
27-08-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
28-08-2019,St. Louis Cardinals,Milwaukee Brewers,R,R
02-09-2019,Houston Astros,Milwaukee Brewers,R,R
03-09-2019,Houston Astros,Milwaukee Brewers,R,R
05-09-2019,Chicago Cubs,Milwaukee Brewers,L,R
06-09-2019,Chicago Cubs,Milwaukee Brewers,L,R
07-09-2019,Chicago Cubs,Milwaukee Brewers,R,L
08-09-2019,Chicago Cubs,Milwaukee Brewers,L,R
16-09-2019,San Diego Padres,Milwaukee Brewers,R,R
17-09-2019,San Diego Padres,Milwaukee Brewers,R,R
18-09-2019,San Diego Padres,Milwaukee Brewers,R,R
19-09-2019,San Diego Padres,Milwaukee Brewers,L,R
20-09-2019,Pittsburgh Pirates,Milwaukee Brewers,L,R
21-09-2019,Pittsburgh Pirates,Milwaukee Brewers,R,R
22-09-2019,Pittsburgh Pirates,Milwaukee Brewers,R,R
28-03-2019,Cleveland Indians,Minnesota Twins,R,R
30-03-2019,Cleveland Indians,Minnesota Twins,R,R
31-03-2019,Cleveland Indians,Minnesota Twins,R,R
13-04-2019,Detroit Tigers,Minnesota Twins,R,R
14-04-2019,Detroit Tigers,Minnesota Twins,R,R
15-04-2019,Toronto Blue Jays,Minnesota Twins,R,L
16-04-2019,Toronto Blue Jays,Minnesota Twins,R,R
17-04-2019,Toronto Blue Jays,Minnesota Twins,R,R
18-04-2019,Toronto Blue Jays,Minnesota Twins,R,R
26-04-2019,Baltimore Orioles,Minnesota Twins,R,L
27-04-2019,Baltimore Orioles,Minnesota Twins,R,R
28-04-2019,Baltimore Orioles,Minnesota Twins,R,R
29-04-2019,Houston Astros,Minnesota Twins,R,R
30-04-2019,Houston Astros,Minnesota Twins,R,R
01-05-2019,Houston Astros,Minnesota Twins,R,L
02-05-2019,Houston Astros,Minnesota Twins,R,R
10-05-2019,Detroit Tigers,Minnesota Twins,R,R
12-05-2019,Detroit Tigers,Minnesota Twins,L,L
13-05-2019,Los Angeles Angels,Minnesota Twins,L,R
14-05-2019,Los Angeles Angels,Minnesota Twins,R,R
15-05-2019,Los Angeles Angels,Minnesota Twins,R,R
24-05-2019,Chicago White Sox,Minnesota Twins,R,R
25-05-2019,Chicago White Sox,Minnesota Twins,L,R
26-05-2019,Chicago White Sox,Minnesota Twins,R,R
27-05-2019,Milwaukee Brewers,Minnesota Twins,L,R
28-05-2019,Milwaukee Brewers,Minnesota Twins,R,L
11-06-2019,Seattle Mariners,Minnesota Twins,R,L
12-06-2019,Seattle Mariners,Minnesota Twins,R,R
13-06-2019,Seattle Mariners,Minnesota Twins,L,R
14-06-2019,Kansas City Royals,Minnesota Twins,R,R
15-06-2019,Kansas City Royals,Minnesota Twins,R,R
16-06-2019,Kansas City Royals,Minnesota Twins,R,L
17-06-2019,Boston Red Sox,Minnesota Twins,R,R
18-06-2019,Boston Red Sox,Minnesota Twins,L,R
19-06-2019,Boston Red Sox,Minnesota Twins,L,R
25-06-2019,Tampa Bay Rays,Minnesota Twins,L,R
26-06-2019,Tampa Bay Rays,Minnesota Twins,R,R
27-06-2019,Tampa Bay Rays,Minnesota Twins,R,L
05-07-2019,Texas Rangers,Minnesota Twins,R,L
06-07-2019,Texas Rangers,Minnesota Twins,R,R
07-07-2019,Texas Rangers,Minnesota Twins,R,R
16-07-2019,New York Mets,Minnesota Twins,L,R
17-07-2019,New York Mets,Minnesota Twins,L,L
18-07-2019,Oakland Athletics,Minnesota Twins,R,R
19-07-2019,Oakland Athletics,Minnesota Twins,R,R
20-07-2019,Oakland Athletics,Minnesota Twins,L,R
21-07-2019,Oakland Athletics,Minnesota Twins,R,R
22-07-2019,New York Yankees,Minnesota Twins,nan,L
23-07-2019,New York Yankees,Minnesota Twins,R,R
24-07-2019,New York Yankees,Minnesota Twins,L,R
02-08-2019,Kansas City Royals,Minnesota Twins,R,L
03-08-2019,Kansas City Royals,Minnesota Twins,L,R
04-08-2019,Kansas City Royals,Minnesota Twins,R,L
05-08-2019,Atlanta Braves,Minnesota Twins,R,R
06-08-2019,Atlanta Braves,Minnesota Twins,R,R
07-08-2019,Atlanta Braves,Minnesota Twins,L,L
08-08-2019,Cleveland Indians,Minnesota Twins,R,R
09-08-2019,Cleveland Indians,Minnesota Twins,R,L
10-08-2019,Cleveland Indians,Minnesota Twins,R,R
11-08-2019,Cleveland Indians,Minnesota Twins,R,R
19-08-2019,Chicago White Sox,Minnesota Twins,R,R
20-08-2019,Chicago White Sox,Minnesota Twins,R,R
21-08-2019,Chicago White Sox,Minnesota Twins,R,R
23-08-2019,Detroit Tigers,Minnesota Twins,R,R
24-08-2019,Detroit Tigers,Minnesota Twins,R,R
25-08-2019,Detroit Tigers,Minnesota Twins,L,L
06-09-2019,Cleveland Indians,Minnesota Twins,R,R
07-09-2019,Cleveland Indians,Minnesota Twins,R,R
08-09-2019,Cleveland Indians,Minnesota Twins,R,R
10-09-2019,Washington Nationals,Minnesota Twins,R,R
11-09-2019,Washington Nationals,Minnesota Twins,R,L
12-09-2019,Washington Nationals,Minnesota Twins,L,R
16-09-2019,Chicago White Sox,Minnesota Twins,R,R
17-09-2019,Chicago White Sox,Minnesota Twins,L,L
18-09-2019,Chicago White Sox,Minnesota Twins,R,R
19-09-2019,Kansas City Royals,Minnesota Twins,L,R
20-09-2019,Kansas City Royals,Minnesota Twins,L,R
21-09-2019,Kansas City Royals,Minnesota Twins,R,R
22-09-2019,Kansas City Royals,Minnesota Twins,R,L
07-10-2019,New York Yankees,Minnesota Twins,R,R
28-03-2019,Baltimore Orioles,New York Yankees,R,R
30-03-2019,Baltimore Orioles,New York Yankees,R,L
31-03-2019,Baltimore Orioles,New York Yankees,R,L
01-04-2019,Detroit Tigers,New York Yankees,R,R
02-04-2019,Detroit Tigers,New York Yankees,R,R
03-04-2019,Detroit Tigers,New York Yankees,L,R
12-04-2019,Chicago White Sox,New York Yankees,R,L
13-04-2019,Chicago White Sox,New York Yankees,R,nan
14-04-2019,Chicago White Sox,New York Yankees,L,R
16-04-2019,Boston Red Sox,New York Yankees,L,L
17-04-2019,Boston Red Sox,New York Yankees,R,L
18-04-2019,Kansas City Royals,New York Yankees,R,R
19-04-2019,Kansas City Royals,New York Yankees,R,nan
20-04-2019,Kansas City Royals,New York Yankees,R,R
21-04-2019,Kansas City Royals,New York Yankees,R,L
03-05-2019,Minnesota Twins,New York Yankees,R,L
04-05-2019,Minnesota Twins,New York Yankees,R,L
05-05-2019,Minnesota Twins,New York Yankees,R,R
06-05-2019,Seattle Mariners,New York Yankees,R,nan
07-05-2019,Seattle Mariners,New York Yankees,L,R
08-05-2019,Seattle Mariners,New York Yankees,L,R
09-05-2019,Seattle Mariners,New York Yankees,R,L
17-05-2019,Tampa Bay Rays,New York Yankees,R,nan
18-05-2019,Tampa Bay Rays,New York Yankees,L,R
19-05-2019,Tampa Bay Rays,New York Yankees,R,R
27-05-2019,San Diego Padres,New York Yankees,L,R
28-05-2019,San Diego Padres,New York Yankees,L,R
29-05-2019,San Diego Padres,New York Yankees,R,L
31-05-2019,Boston Red Sox,New York Yankees,L,L
01-06-2019,Boston Red Sox,New York Yankees,R,R
02-06-2019,Boston Red Sox,New York Yankees,L,nan
17-06-2019,Tampa Bay Rays,New York Yankees,R,R
18-06-2019,Tampa Bay Rays,New York Yankees,R,L
19-06-2019,Tampa Bay Rays,New York Yankees,L,nan
20-06-2019,Houston Astros,New York Yankees,L,R
21-06-2019,Houston Astros,New York Yankees,R,L
22-06-2019,Houston Astros,New York Yankees,L,R
23-06-2019,Houston Astros,New York Yankees,R,L
24-06-2019,Toronto Blue Jays,New York Yankees,R,nan
25-06-2019,Toronto Blue Jays,New York Yankees,L,R
26-06-2019,Toronto Blue Jays,New York Yankees,R,L
12-07-2019,Toronto Blue Jays,New York Yankees,R,R
13-07-2019,Toronto Blue Jays,New York Yankees,L,L
14-07-2019,Toronto Blue Jays,New York Yankees,R,R
15-07-2019,Tampa Bay Rays,New York Yankees,L,L
16-07-2019,Tampa Bay Rays,New York Yankees,R,nan
19-07-2019,Colorado Rockies,New York Yankees,L,L
20-07-2019,Colorado Rockies,New York Yankees,R,R
21-07-2019,Colorado Rockies,New York Yankees,R,L
