Date,AwayTeam,HomeTeam,A_1_recwOBA,A_2_recwOBA,A_3_recwOBA,A_4_recwOBA,A_5_recwOBA,A_6_recwOBA,A_7_recwOBA,A_8_recwOBA,A_9_recwOBA,H_1_recwOBA,H_2_recwOBA,H_3_recwOBA,H_4_recwOBA,H_5_recwOBA,H_6_recwOBA,H_7_recwOBA,H_8_recwOBA,H_9_recwOBA
13-06-2018,Cleveland Indians,Chicago White Sox,0.486,0.201,0.258,0.13,0.413,0.31,0.149,0.08,0.067,0.283,0.311,0.216,0.293,0.427,0.125,0.33,0.228,0
14-06-2018,Cleveland Indians,Chicago White Sox,0.399,0.486,0.294,0.145,0.311,0.427,0.463,0.39,0,0.394,0.347,0.101,0.125,0.348,0.296,0.483,0.159,0
15-06-2018,Detroit Tigers,Chicago White Sox,0.223,0.228,0.049,0.201,0.475,0.524,0.072,0.435,0.19,0.216,0.334,0.336,0.138,0.26,0.538,0.086,0.57,0.079
16-06-2018,Detroit Tigers,Chicago White Sox,0.298,0.231,0.111,0.227,0.579,0.403,0.315,0.351,0,0.069,0.173,0.377,0.478,0.348,0.424,0.501,0.079,0.145
17-06-2018,Detroit Tigers,Chicago White Sox,0.174,0.274,0.451,0.428,0.44,0.172,0.29,0.307,0.307,0.437,0.291,0.395,0.29,0.218,0.145,0.138,0.124,0.316
23-06-2018,Oakland Athletics,Chicago White Sox,0.237,0.266,0.414,0.285,0.564,0.381,0.188,0.332,0.515,0.072,0.29,0.101,0.159,0.277,0.101,0.366,0.174,0.584
24-06-2018,Oakland Athletics,Chicago White Sox,0.111,0.316,0.269,0.236,0.485,0.601,0.337,0.346,0.396,0.176,0.193,0.067,0.097,0.57,0.203,0.379,0.347,0.334
26-06-2018,Minnesota Twins,Chicago White Sox,0.227,0.377,0.191,0.281,0.293,0.278,0.696,0.447,0,0.401,0.336,0.134,0.193,0.2,0.326,0.234,0.57,0.4
27-06-2018,Minnesota Twins,Chicago White Sox,0.134,0.214,0.377,0.375,0.142,0.209,0.109,0.312,0.195,0.448,0.444,0.225,0.312,0.263,0.387,0.509,0.6,0.409
28-06-2018,Minnesota Twins,Chicago White Sox,0.347,0.202,0.231,0.307,0.097,0.664,0.142,0,0.195,0.427,0.365,0.391,0.161,0.364,0.403,0.42,0.442,0.397
10-07-2018,St. Louis Cardinals,Chicago White Sox,0.194,0.275,0.348,0.134,0.436,0.46,0,0.575,0.561,0.268,0.404,0.072,0.292,0.19,0.281,0.544,0.065,0
11-07-2018,St. Louis Cardinals,Chicago White Sox,0.364,0.172,0.521,0.22,0.236,0.457,0.278,0.281,0.664,0.254,0.375,0.072,0.077,0.19,0.158,0.577,0.111,0.39
13-07-2018,Kansas City Royals,Chicago White Sox,0.384,0.273,0.453,0.35,0.295,0.185,0.483,0.379,0.364,0.315,0.361,0.072,0,0.221,0.47,0.243,0.463,0.405
14-07-2018,Kansas City Royals,Chicago White Sox,0.462,0.263,0.423,0.303,0.336,0.238,0.416,0.174,0.277,0.3,0.466,0.216,0.128,0.246,0.383,0.478,0.347,0.406
15-07-2018,Kansas City Royals,Chicago White Sox,0.347,0.448,0.391,0.464,0.228,0.145,0.159,0.403,0.29,0.532,0.254,0.336,0.269,0.466,0.079,0.246,0.286,0
27-07-2018,Toronto Blue Jays,Chicago White Sox,0.124,0.488,0.417,0.447,0.161,0.245,0.162,0.307,0.326,0.349,0.197,0.587,0.283,0.323,0.145,0.304,0.429,0.19
28-07-2018,Toronto Blue Jays,Chicago White Sox,0.312,0.595,0.359,0.511,0.094,0.115,0.173,0.497,0.18,0.161,0.148,0.579,0.417,0.596,0.351,0.207,0.218,0.101
29-07-2018,Toronto Blue Jays,Chicago White Sox,0.581,0.558,0.413,0.172,0.48,0.158,0.227,0.235,0.362,0.174,0.345,0.579,0.484,0.242,0.196,0.571,0.188,0.072
31-07-2018,Kansas City Royals,Chicago White Sox,0.208,0.329,0.626,0.239,0.61,0.198,nan,0.282,0.329,0.161,0.345,0.246,0.348,0.261,0.174,0.521,0.162,0.362
01-08-2018,Kansas City Royals,Chicago White Sox,0.174,0.329,0.485,0.288,0.484,0.332,nan,0.086,0.097,0.161,0.397,0.374,1.167,0.254,0.251,0.635,0.134,0.337
02-08-2018,Kansas City Royals,Chicago White Sox,0.079,0.523,0.31,0.261,0.186,0.396,0.393,nan,0.086,0.411,0.304,0.36,0.12,0.419,0.539,0.201,0.295,0.227
06-08-2018,New York Yankees,Chicago White Sox,0.256,0.348,0.161,0.172,0.172,0,0.335,0,0.156,0.2,0.216,0.619,0.194,0.405,0.347,0.332,0.35,0
07-08-2018,New York Yankees,Chicago White Sox,0.272,0.397,0.337,0.349,0,0.202,0.351,0.221,0.138,0.269,0.352,0.403,0.454,0.115,0.218,0.318,0,0.238
08-08-2018,New York Yankees,Chicago White Sox,0.254,0.371,0.228,0.069,0.305,0.397,0.255,0.142,0.138,0.092,0.136,0.291,0.234,0.432,0.347,0.134,0.365,0.109
10-08-2018,Cleveland Indians,Chicago White Sox,0.537,0.309,0.363,0.13,0.249,0.219,0.485,0.245,0,0.278,0.214,0.337,0.237,0.136,0.548,0.149,0.111,0.261
11-08-2018,Cleveland Indians,Chicago White Sox,0.511,0.13,0.485,0.307,0.225,0.245,0.218,0.26,0.544,0.191,0.067,0.399,0.335,0.147,0.503,0.243,0.267,0.422
12-08-2018,Cleveland Indians,Chicago White Sox,0.285,0.466,0.346,0.326,0.307,0.191,0.262,0.326,0.174,0.19,0.145,0.304,0.364,0.063,0.472,0.316,0.156,0.097
17-08-2018,Kansas City Royals,Chicago White Sox,0.374,0.226,0.62,0.292,0.376,0.454,0.174,0.19,0.174,0.202,0.422,0.461,0.414,0.12,0.381,0.319,0.187,0.263
18-08-2018,Kansas City Royals,Chicago White Sox,0.521,0.115,0.541,0.162,0.309,0.68,0.417,0.36,0.442,0.24,0.436,0.538,0.311,0.087,0.401,0.533,0.079,0
19-08-2018,Kansas City Royals,Chicago White Sox,0.434,0.334,0.218,0.423,0.351,0.329,0.174,0.257,0.069,0.187,0.461,0.55,0.201,0,0.512,0.533,0.25,0.158
21-08-2018,Minnesota Twins,Chicago White Sox,0.288,0.216,0.24,0.322,0.566,0.053,0.584,0.463,0.35,0.336,0.281,0.526,0.347,0.269,0.44,0.187,0.466,0.387
22-08-2018,Minnesota Twins,Chicago White Sox,0.173,0.283,0.214,0.057,0.603,0.456,0.508,0.546,0.557,0.293,0.318,0.269,0.281,0.364,0.419,0.325,0.546,0.387
30-08-2018,Boston Red Sox,Chicago White Sox,0.656,0.2,0.535,0.211,0.566,0.581,0.348,0.086,0.521,0.307,0.134,0.149,0.351,0.323,0.231,0.214,0.338,0.29
31-08-2018,Boston Red Sox,Chicago White Sox,0.744,0.198,0.456,0.243,0.513,0.456,0.536,0.201,0.449,0.441,0.26,0.243,0.242,0.26,0.304,0.254,0.234,0.145
01-09-2018,Boston Red Sox,Chicago White Sox,0.7,0.322,0.086,0.269,0.174,0.403,0.55,0.097,0.269,0.145,0.147,0.456,0.509,0.422,0.875,0.441,0.456,0.145
02-09-2018,Boston Red Sox,Chicago White Sox,0.513,0.173,0.115,0.283,0.269,0.538,0.441,0.456,0.394,0.633,0.145,0.582,0.246,0.444,0.304,0.437,0.417,0.158
03-09-2018,Detroit Tigers,Chicago White Sox,0.142,0.412,0.523,0.432,0.389,0.26,0.237,0.402,0.583,0.215,0.35,0.269,0.321,0.319,0.633,0.417,0.403,0.218
04-09-2018,Detroit Tigers,Chicago White Sox,0.156,0.363,0.497,0.307,0.336,0.284,0.299,0.467,0.218,0.466,0.309,0.361,0.552,0.44,0.275,0.195,0.158,nan
05-09-2018,Detroit Tigers,Chicago White Sox,0.161,0.345,0.288,0.283,0.389,0.214,0.261,0.389,0.391,0.443,0.275,0.134,0.388,0.538,0.275,0.611,0.549,nan
07-09-2018,Los Angeles Angels,Chicago White Sox,0.288,0.455,0.377,0.158,0.755,0.283,0.296,0.283,0.057,0.142,0.187,0.292,0.494,0.418,0.407,0.115,0.329,0.145
08-09-2018,Los Angeles Angels,Chicago White Sox,0.242,0.497,0.594,0.777,0.145,0.464,0.348,0.201,0.087,0.145,0.13,0.684,0.364,0.158,0.26,0.174,0.373,0.087
09-09-2018,Los Angeles Angels,Chicago White Sox,0.321,0.428,0.848,0.802,0.134,0.296,0.323,0.87,0.072,0.173,0.249,0.463,0.142,0.079,0.278,0.174,0.087,0
21-09-2018,Chicago Cubs,Chicago White Sox,0.562,0.363,0.221,0.495,0.332,0.387,0,0.52,0.158,0.058,0.332,0.188,0.298,0.304,0.115,0.44,0.312,0.335
22-09-2018,Chicago Cubs,Chicago White Sox,0.718,0.205,0.318,0.33,0.149,0.487,0.072,0.26,0.486,0.058,0.298,0.26,0.336,0.435,0.481,0.475,0.505,0.262
23-09-2018,Chicago Cubs,Chicago White Sox,0.49,0.26,0.349,0.312,0.097,0.304,0.072,0.347,0.243,0.496,0.294,0.242,0.336,0.583,0.348,0.218,0.233,0.335
24-09-2018,Cleveland Indians,Chicago White Sox,0.29,0.562,0.434,0.368,0.275,0.619,0,0,0.312,0.227,0.242,0.405,0.381,0.503,0.315,0.466,0.174,0.145
25-09-2018,Cleveland Indians,Chicago White Sox,0.361,0.371,0.23,0.443,0.325,0.311,0.365,0.573,0.252,0.072,0.124,0.077,0.29,0.318,0.097,0.275,0.275,0.174
26-09-2018,Cleveland Indians,Chicago White Sox,0.21,0.385,0.309,0.438,0.281,0.508,0.365,0.252,0.109,0.134,0.284,0.379,0.202,0.135,0.464,0.472,0.115,0.174
10-04-2018,Pittsburgh Pirates,Chicago Cubs,0.321,0.476,0.345,0.293,0.552,0.253,0.548,0.482,nan,0.218,0.534,0.437,0.442,0.106,0.195,0.245,0.247,nan
11-04-2018,Pittsburgh Pirates,Chicago Cubs,0.254,0.319,0.363,0.294,0.442,0.145,0.337,0.347,nan,0.318,0.562,0.547,0.368,0.086,0.319,0.508,0.317,nan
12-04-2018,Pittsburgh Pirates,Chicago Cubs,0.145,0.269,0.443,0.281,0.47,0.476,0.405,0.174,nan,0.318,0.35,0.325,0.202,0.147,0.47,0.939,0.254,nan
13-04-2018,Atlanta Braves,Chicago Cubs,0.111,0.47,0.346,0.173,0.562,0.08,0.307,0.086,nan,0.472,0,0.45,0.641,0.481,0.159,0.704,0.201,nan
14-04-2018,Atlanta Braves,Chicago Cubs,0.57,0.393,0.359,0.497,0.254,0.23,0.197,0.261,nan,0.679,0.486,0.485,0.374,0.174,0.415,0.111,0.202,nan
17-04-2018,St. Louis Cardinals,Chicago Cubs,0.407,0.534,0.235,0.273,0.427,0.414,0.72,0.077,nan,0.348,0.5,0.178,0.198,0.492,0.101,0.225,0.247,nan
19-04-2018,St. Louis Cardinals,Chicago Cubs,0.299,0.546,0.335,0.208,0.322,0.275,0.624,0.263,0,0.698,0.437,0.413,0.152,0.176,0.23,0.346,0.247,0
26-04-2018,Milwaukee Brewers,Chicago Cubs,0.411,0.361,0.434,0.412,0.27,0.395,0.263,0.09,0,0.206,0.5,0.489,0.351,0.237,0.223,0.111,0.347,0.145
27-04-2018,Milwaukee Brewers,Chicago Cubs,0.361,0.223,0.174,0.263,0.379,0.218,0.063,0.286,0.172,0.285,0.42,0.277,0.472,nan,0.546,0.174,0.19,0
28-04-2018,Milwaukee Brewers,Chicago Cubs,0.24,0.173,0.459,0.394,0.097,0.316,0.145,0.246,nan,0.334,0.316,0.381,0.224,0.232,0.501,0.465,0.077,0
29-04-2018,Milwaukee Brewers,Chicago Cubs,0.419,0,0.209,0.094,0.097,0.087,0.122,0,0,0.332,0.269,0.233,0.079,0.177,0.292,0.29,0.325,nan
30-04-2018,Colorado Rockies,Chicago Cubs,0.383,0.216,0.205,0.145,0.225,0.405,0.115,0.135,0,0.19,0.174,0.157,0.132,0.234,0.69,0.545,0.174,0.218
01-05-2018,Colorado Rockies,Chicago Cubs,0.391,0.144,0.267,0.347,0.13,0.324,nan,0.158,0.348,0.06,0.242,0.348,0.69,0.223,0.522,0.411,0.218,0
02-05-2018,Colorado Rockies,Chicago Cubs,0.498,0.242,0.363,0.057,0.145,0.225,nan,0.191,0.345,0.158,0.101,0.257,0.222,0.318,0.371,0.414,0.289,0.304
07-05-2018,Miami Marlins,Chicago Cubs,0.361,0.111,0.43,0.381,0.307,0.273,0.368,0.218,0.138,0.29,0.29,0.273,0.433,0.058,0.29,0.246,0.325,0
08-05-2018,Miami Marlins,Chicago Cubs,0.389,0.505,0.408,0.318,0.289,0.261,0.326,0.194,0.203,0.449,0.285,0.492,0.245,0.347,0.52,0.41,0.438,nan
09-05-2018,Miami Marlins,Chicago Cubs,0.218,0.062,0.218,0.39,0.407,0.379,0.079,0.086,nan,0.223,0.538,0.511,0.303,0.109,0.174,0.438,0.307,0
11-05-2018,Chicago White Sox,Chicago Cubs,0.225,0.145,0.333,0.383,0.476,0.57,0.245,0.255,nan,0.332,0.714,0.408,0.368,0.372,0.376,0.585,0.418,0.218
12-05-2018,Chicago White Sox,Chicago Cubs,0.238,0.349,0.535,0.302,0.497,0.422,0.067,0,nan,0.158,0.729,0.597,0.764,0.359,0.485,0.412,0.209,0.29
13-05-2018,Chicago White Sox,Chicago Cubs,0.405,0.174,0.494,0.223,0.392,0.807,0.308,0,nan,0.296,0.675,0.617,0.951,0.218,0.267,0.596,0.187,0
14-05-2018,Atlanta Braves,Chicago Cubs,0.175,0.267,0.592,0.361,0.374,0.538,0.388,0.491,0.29,0.87,0.449,0.449,0.332,0.234,0.33,0.279,0.363,0
22-05-2018,Cleveland Indians,Chicago Cubs,0.067,0.336,0.304,0.156,nan,0.315,0.315,0.249,nan,0.479,0.449,0.378,0.266,0.282,0.623,0.325,0.401,0.218
23-05-2018,Cleveland Indians,Chicago Cubs,0.335,0.35,0.566,0.451,nan,0.335,0.361,0.099,nan,0.814,0.594,0.39,0.211,0.198,0.468,0.15,0.24,0.145
25-05-2018,San Francisco Giants,Chicago Cubs,0.468,0.254,0.331,0.552,0.173,0.539,0.511,0.327,0.145,0.457,0.316,0.235,0.281,0.281,0.507,0.522,0.13,0.135
26-05-2018,San Francisco Giants,Chicago Cubs,0.507,0.057,0.13,0.376,0.396,0.523,0.176,0.097,0,0.448,0.437,0.281,0.419,0.202,0.446,0.26,0.086,0
27-05-2018,San Francisco Giants,Chicago Cubs,0.655,0.267,0.348,0.227,0.566,0.077,0.364,0.176,0,0.348,0.222,0.145,0.476,0.202,0.466,0.174,0.281,0.218
05-06-2018,Philadelphia Phillies,Chicago Cubs,0.202,0.174,0.145,0.346,0,0.158,0.158,0.362,0.702,0.547,0.273,0.409,0.376,0.332,0.494,0.351,0.359,0.174
06-06-2018,Philadelphia Phillies,Chicago Cubs,0.187,0.187,0.067,0.582,0.13,0.234,0.3,0.218,0,0.361,0.361,0.348,0.49,0.334,0.454,0.312,0.185,0
07-06-2018,Philadelphia Phillies,Chicago Cubs,0.272,0.298,0.12,0.534,0.336,nan,0.124,0.277,0,0.221,0,0.282,0.59,0.072,0.378,0.345,nan,0.218
08-06-2018,Pittsburgh Pirates,Chicago Cubs,0.488,0.243,0.349,0.35,0.457,0.347,0.267,0.237,0.174,0.376,0.216,0.087,0.555,0.434,0.332,0,0.138,0.29
09-06-2018,Pittsburgh Pirates,Chicago Cubs,0.413,0.33,0.261,0.332,0.394,0.174,0.203,0.225,0.18,0.449,0.377,0.156,0.381,0.506,0.26,0.099,0.347,0.249
10-06-2018,Pittsburgh Pirates,Chicago Cubs,0.513,0.363,0.39,0.397,0.242,0.212,0,0.234,0,0,0.403,0.444,0.162,0.25,0.138,0.348,0.145,0
20-06-2018,Los Angeles Dodgers,Chicago Cubs,0.399,0.193,0.312,0,0.444,0.309,0.209,0.216,0.145,0.345,0.322,0.25,0.26,0.383,0.381,0.253,0.525,0
29-06-2018,Minnesota Twins,Chicago Cubs,0,0.12,0.136,0.25,0.32,0.202,0.596,0.683,nan,0.409,0.463,0.298,0.442,0.449,0.286,0.31,0,0
30-06-2018,Minnesota Twins,Chicago Cubs,0.403,0.099,0.312,0.254,0.254,0.449,0.205,0.156,nan,0.444,0.68,0.504,0.538,0.366,0.397,0.451,0.124,0
01-07-2018,Minnesota Twins,Chicago Cubs,0.236,0.486,0.138,0.27,0.481,nan,0.607,0.243,nan,0.463,0.626,0.462,0.556,0.42,0.786,0.202,0.479,0
03-07-2018,Detroit Tigers,Chicago Cubs,0.232,0.499,0.347,0.446,nan,0.35,0.109,0.218,nan,0.557,0.419,0.511,0.451,0.449,0.677,0.402,0.456,0.26
04-07-2018,Detroit Tigers,Chicago Cubs,0.387,0.35,0.201,0.349,0.548,0.451,0.145,0.145,nan,0.452,0.36,0.359,0.376,0.518,0.794,0.519,0,0
06-07-2018,Cincinnati Reds,Chicago Cubs,0.411,0.374,0.208,0.498,0.294,0.412,0.33,0.145,0.159,0.381,0.209,0.321,0.315,0.275,0.621,0.734,0.315,0
07-07-2018,Cincinnati Reds,Chicago Cubs,0.142,0.115,0.314,0.233,0.475,0.555,0.456,0,0.489,0.275,0.209,0.145,0.261,0.321,0.538,0.276,0.159,0
08-07-2018,Cincinnati Reds,Chicago Cubs,0.36,0.072,0.436,0.578,0.236,0.177,0.521,0.124,0.737,0.252,0,0.484,0.224,0.697,0.476,0.205,0.289,0.323
19-07-2018,St. Louis Cardinals,Chicago Cubs,0.589,0.237,0.174,0.158,0.188,0.176,0.409,0.218,0.472,0.546,0.349,0.296,0.156,0.437,0.583,0.208,0.334,0
20-07-2018,St. Louis Cardinals,Chicago Cubs,0.704,0.428,0.187,0.218,0.24,0.283,0.283,0.602,0.174,0.574,0.384,0.371,0.366,0.315,0.389,0.249,0.211,0.277
22-07-2018,St. Louis Cardinals,Chicago Cubs,1.351,0.348,0.281,0.317,0.348,0.483,0.19,0.546,0.174,0.707,0.367,0.293,0.319,0.368,0.375,0.524,0.161,0
23-07-2018,Arizona Diamondbacks,Chicago Cubs,0.194,0.161,0.539,0.521,0.267,0.642,0.49,0.329,0,0.787,0.221,0.405,0.319,0.473,0.254,0.42,0.329,nan
24-07-2018,Arizona Diamondbacks,Chicago Cubs,0.128,0.312,0.209,0.421,0.173,0.523,0.483,0.299,0,0.577,0.412,0.26,0.218,0.477,0.365,0.3,0,0
25-07-2018,Arizona Diamondbacks,Chicago Cubs,0.273,0.27,0.361,0.31,0.684,0.483,0.29,0,0,0.392,0.218,0.124,0.193,0.379,0.219,0.426,0,0.23
26-07-2018,Arizona Diamondbacks,Chicago Cubs,0.249,0.511,0.377,0.483,0.13,0.49,0.193,0.205,0,0.13,0.33,0.401,0.109,0.347,0.263,0.174,0,0.437
02-08-2018,San Diego Padres,Chicago Cubs,0.109,0.197,0.329,0.564,0.267,0.289,0.214,0.318,0,0.209,0.174,0.324,0.67,0.523,0.305,0.267,0.145,0.456
03-08-2018,San Diego Padres,Chicago Cubs,0.218,0.666,0.349,0.454,0.372,0.285,0.238,0.29,0.422,0.2,0.696,0.36,0.576,0.232,0.254,0.223,0.218,0.53
04-08-2018,San Diego Padres,Chicago Cubs,0.47,0.232,0.346,0.243,0.437,0.307,0.456,0.696,nan,0.426,0.416,0.298,0.636,0.348,0.117,0.51,0,0.367
05-08-2018,San Diego Padres,Chicago Cubs,0.273,0.24,0.281,0.499,0.631,0.254,0.138,0.172,0,0,0.457,0.12,0.326,0.603,0.508,0.145,0,0.156
10-08-2018,Washington Nationals,Chicago Cubs,0.19,0.307,0.335,0.391,0.263,0.579,0.246,0.334,0,0.236,0.336,0.712,0.284,0.495,0.225,0.237,0,0.284
11-08-2018,Washington Nationals,Chicago Cubs,0.255,0.298,0.325,0.195,0.312,0.29,0.493,0.332,0.209,0.36,0.13,0.221,0.387,0.087,0.243,0.225,0,0
12-08-2018,Washington Nationals,Chicago Cubs,0.409,0.24,0.511,0.453,0.727,0.249,0.351,0.564,0.555,0.412,0.069,0.477,0.173,0.145,0.243,0.087,nan,0.348
14-08-2018,Milwaukee Brewers,Chicago Cubs,0.373,0.15,0.697,0.35,0.422,0.422,0.476,0.145,0.304,0.412,0.063,0.212,0.174,0.312,0.33,0.144,0.218,0.435
15-08-2018,Milwaukee Brewers,Chicago Cubs,0.195,0.502,0.361,0.648,0,0.223,0.194,0.379,0,0.111,0.156,0.389,0.224,0.312,0.243,0.144,0,0.326
23-08-2018,Cincinnati Reds,Chicago Cubs,0.201,0.304,0.216,0.512,0.307,0.202,0.261,0.427,0.174,0.218,0.474,0.592,0.248,0.364,0.109,0.115,0.218,0.277
24-08-2018,Cincinnati Reds,Chicago Cubs,0.361,0.435,0.336,0.292,0.431,0.268,0.24,0.304,0.124,0.268,0.613,0.745,0.347,0.292,0.315,0.226,nan,0.502
25-08-2018,Cincinnati Reds,Chicago Cubs,0.27,0.29,0.304,0.322,0.246,0.13,0.145,0.195,0,0.449,0.6,0.511,0.281,0.147,0.26,0.072,0.174,0.289
26-08-2018,Cincinnati Reds,Chicago Cubs,0.246,0.201,0.347,0.336,0.193,0.434,0.188,0.575,0,0.464,0.649,0.581,0.389,0.046,0.323,0.202,0,0.312
27-08-2018,New York Mets,Chicago Cubs,0.307,0.193,0.173,0.318,0.173,0.072,0.406,0.37,0.145,0.538,0.424,0.454,0.388,0.345,0.216,0.352,0,0.792
29-08-2018,New York Mets,Chicago Cubs,0.336,0.343,0.334,0.243,0.308,0.188,0.628,0.364,0.218,0.46,0.174,0.495,0.735,0.307,0.097,0,nan,0.218
10-09-2018,Milwaukee Brewers,Chicago Cubs,0.202,0.422,0.333,0.949,0.234,0.122,0.12,0.172,0.124,0.193,0.419,0.419,0.19,0.29,0.294,0.199,0.145,0.109
11-09-2018,Milwaukee Brewers,Chicago Cubs,0.388,0.456,0.214,0.814,0.219,0.415,0.298,0.281,0.145,0.195,0.347,0.157,0.326,0.212,0.348,0.526,0.249,0.157
12-09-2018,Milwaukee Brewers,Chicago Cubs,0.345,0.293,0.455,0.376,0.399,0.218,0.23,0,0,0.077,0.26,0.128,0.218,0.315,0.218,0.437,0,0.172
14-09-2018,Cincinnati Reds,Chicago Cubs,0.336,0.499,0.386,0.364,0.522,0.322,0.158,0.174,0.517,0.134,0.441,0.109,0.067,0.633,0.46,0.138,0.138,0.138
15-09-2018,Cincinnati Reds,Chicago Cubs,0.624,0.497,0.43,0.275,0.161,0.124,0.24,0.292,0,0,0.549,0.523,0.238,0.109,0.329,0.273,0.145,0.369
16-09-2018,Cincinnati Reds,Chicago Cubs,0.156,0.468,0.437,0.13,0.193,0,0,0,0.569,0.193,0.369,0.493,0.12,0.318,0.173,0.109,0.29,0.069
24-09-2018,Pittsburgh Pirates,Chicago Cubs,0.717,0.079,0.307,0.174,0.695,0.174,0.142,0,0,0.442,0.382,0.337,0.473,0.61,0.124,0.152,0.115,0.115
25-09-2018,Pittsburgh Pirates,Chicago Cubs,0.368,0.263,0.187,0.524,0.492,0.472,0.216,0.077,0.203,0.273,0.336,0.419,0.399,0.667,0.236,0.097,0.072,0
26-09-2018,Pittsburgh Pirates,Chicago Cubs,0.287,0.475,0.428,0.321,0.414,0.5,0.188,0.156,0,0.249,0.294,0.52,0.173,0.272,0.436,0.173,0,0.246
27-09-2018,Pittsburgh Pirates,Chicago Cubs,0.467,0.318,0.302,0.593,0.665,0.221,0.172,0.111,0.348,0.268,0.249,0.401,0.268,0.188,0.419,0.072,0,0.246
28-09-2018,St. Louis Cardinals,Chicago Cubs,0.308,0.461,0.291,0.494,0.069,0.176,0,0.111,0.174,0.268,0.174,0.281,0.347,0.35,0.286,0.174,0.145,0.386
29-09-2018,St. Louis Cardinals,Chicago Cubs,0.215,0.347,0.243,0.478,0.176,0.138,0.079,0.347,0.145,0.361,0.281,0.201,0.214,0.368,0.494,0.505,0.13,0.323
30-09-2018,St. Louis Cardinals,Chicago Cubs,0.247,0.214,0.309,0.435,0.39,0.144,0.26,0.435,0.174,0.391,0.281,0.159,0.145,0.375,0.218,0.202,0.111,0
01-10-2018,Milwaukee Brewers,Chicago Cubs,0.227,0.843,0.656,0.389,0.365,0.348,0.072,0.37,0,0.478,0.283,0.214,0.508,0.415,0.243,0.3,0,0.321
30-03-2018,Washington Nationals,Cincinnati Reds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31-03-2018,Washington Nationals,Cincinnati Reds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
01-04-2018,Washington Nationals,Cincinnati Reds,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
02-04-2018,Chicago Cubs,Cincinnati Reds,nan,0.543,0.175,nan,0.437,0.384,0.218,0.101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12-04-2018,St. Louis Cardinals,Cincinnati Reds,0.32,0.419,0.349,0.273,0.347,0.145,0.269,0.284,nan,0.26,0.319,0.221,0.156,0.41,0.187,0.389,nan,nan
13-04-2018,St. Louis Cardinals,Cincinnati Reds,0.415,0.602,0.398,0.245,0.823,0.263,0.269,0.188,0.435,0.226,0.522,0.388,0.294,0.145,0.086,0.254,0.223,nan
14-04-2018,St. Louis Cardinals,Cincinnati Reds,0.597,0.239,0.709,0.303,0.401,0.253,0.371,0.456,nan,0.272,0.49,0.268,0.294,0.195,0.375,0.24,0,nan
15-04-2018,St. Louis Cardinals,Cincinnati Reds,0.509,0.613,0.235,0.685,0.432,0.7,0.307,0.297,nan,0.293,0.3,0.268,0.362,0.284,0.369,0.124,0.317,nan
23-04-2018,Atlanta Braves,Cincinnati Reds,0.278,0.435,0.321,0.31,0.619,0.254,0.281,0.485,0.243,0.199,0.294,0.332,0.254,0.079,0.072,0,0,0.145
24-04-2018,Atlanta Braves,Cincinnati Reds,0.311,0.255,0.254,0.483,0.174,0.161,0.24,0.347,0.174,0.521,0.364,0.42,0.236,0.289,0.134,0.316,0,0.223
25-04-2018,Atlanta Braves,Cincinnati Reds,0.348,0.053,0.513,0.56,0.416,nan,0.293,0.249,nan,0.367,0.336,0.383,0.451,0.274,0.368,0.174,0.348,nan
26-04-2018,Atlanta Braves,Cincinnati Reds,0.406,0.252,0.513,0.58,0.439,nan,0.223,0.069,0.086,0.243,0.369,0.524,0.359,0.526,0.103,0.49,0.458,0
30-04-2018,Milwaukee Brewers,Cincinnati Reds,0.404,0.072,0.087,0,0.238,0.124,0.077,0.212,0,0.266,0.607,0.604,0.395,0.44,0.13,0.316,nan,0.323
01-05-2018,Milwaukee Brewers,Cincinnati Reds,0.402,0.201,0.24,0.053,0.195,0.277,0.225,0.077,0,0.249,0.385,0.388,0.43,0.374,0.363,nan,0,0.174
02-05-2018,Milwaukee Brewers,Cincinnati Reds,0.378,0.321,0.334,0.202,0.438,0.152,0.329,0.33,nan,0.459,0.336,0.422,0.535,0.263,0.405,0.281,0.29,0.37
04-05-2018,Miami Marlins,Cincinnati Reds,0.135,0.294,0.608,0.323,0.445,0.145,0.365,0.27,nan,0.236,0.466,0.281,0.469,0.077,0.296,0.42,0,0.348
05-05-2018,Miami Marlins,Cincinnati Reds,0.218,0.13,0.195,0.292,0.237,0.177,0.438,0.309,0,0.405,0.385,0.214,0.564,0.219,0,0.156,0.444,0
06-05-2018,Miami Marlins,Cincinnati Reds,0.205,0.202,0.481,0.237,0.263,0.267,0.35,0,nan,0.294,0.25,0.275,0,0.392,0.195,0.385,0,0.442
07-05-2018,New York Mets,Cincinnati Reds,0.069,0.243,0.281,0.468,0.269,0.193,0.218,nan,0.261,0.225,0.298,0.631,0.255,0.212,0.242,0.36,0,0.52
08-05-2018,New York Mets,Cincinnati Reds,0.255,0.201,0.33,0.483,0.624,0.33,0,nan,nan,0.161,0.173,0.59,0.243,0.422,0.109,0.376,0.29,0.566
