Date,AwayTeam,HomeTeam,A_SP_Hand,H_SP_Hand
02-09-2018,Los Angeles Angels,Houston Astros,R,R
03-09-2018,Minnesota Twins,Houston Astros,R,L
04-09-2018,Minnesota Twins,Houston Astros,R,R
05-09-2018,Minnesota Twins,Houston Astros,R,L
14-09-2018,Arizona Diamondbacks,Houston Astros,L,L
15-09-2018,Arizona Diamondbacks,Houston Astros,R,R
16-09-2018,Arizona Diamondbacks,Houston Astros,R,R
17-09-2018,Seattle Mariners,Houston Astros,L,L
18-09-2018,Seattle Mariners,Houston Astros,R,R
19-09-2018,Seattle Mariners,Houston Astros,R,L
21-09-2018,Los Angeles Angels,Houston Astros,L,R
22-09-2018,Los Angeles Angels,Houston Astros,R,R
23-09-2018,Los Angeles Angels,Houston Astros,L,R
05-10-2018,Cleveland Indians,Houston Astros,R,R
06-10-2018,Cleveland Indians,Houston Astros,R,R
16-10-2018,Boston Red Sox,Houston Astros,R,L
17-10-2018,Boston Red Sox,Houston Astros,R,R
18-10-2018,Boston Red Sox,Houston Astros,L,R
29-03-2018,Chicago White Sox,Kansas City Royals,R,L
31-03-2018,Chicago White Sox,Kansas City Royals,R,R
09-04-2018,Seattle Mariners,Kansas City Royals,L,R
10-04-2018,Seattle Mariners,Kansas City Royals,R,L
11-04-2018,Seattle Mariners,Kansas City Royals,L,L
12-04-2018,Los Angeles Angels,Kansas City Royals,R,R
13-04-2018,Los Angeles Angels,Kansas City Royals,L,R
14-04-2018,Los Angeles Angels,Kansas City Royals,R,R
24-04-2018,Milwaukee Brewers,Kansas City Royals,R,R
25-04-2018,Milwaukee Brewers,Kansas City Royals,R,R
26-04-2018,Chicago White Sox,Kansas City Royals,R,R
27-04-2018,Chicago White Sox,Kansas City Royals,R,L
29-04-2018,Chicago White Sox,Kansas City Royals,L,R
03-05-2018,Detroit Tigers,Kansas City Royals,R,L
04-05-2018,Detroit Tigers,Kansas City Royals,L,R
05-05-2018,Detroit Tigers,Kansas City Royals,R,R
06-05-2018,Detroit Tigers,Kansas City Royals,L,R
14-05-2018,Tampa Bay Rays,Kansas City Royals,L,L
15-05-2018,Tampa Bay Rays,Kansas City Royals,L,R
16-05-2018,Tampa Bay Rays,Kansas City Royals,R,R
18-05-2018,New York Yankees,Kansas City Royals,nan,R
19-05-2018,New York Yankees,Kansas City Royals,R,L
20-05-2018,New York Yankees,Kansas City Royals,R,L
28-05-2018,Minnesota Twins,Kansas City Royals,R,R
29-05-2018,Minnesota Twins,Kansas City Royals,R,L
30-05-2018,Minnesota Twins,Kansas City Royals,R,R
01-06-2018,Oakland Athletics,Kansas City Royals,R,R
02-06-2018,Oakland Athletics,Kansas City Royals,R,R
03-06-2018,Oakland Athletics,Kansas City Royals,R,R
12-06-2018,Cincinnati Reds,Kansas City Royals,R,R
13-06-2018,Cincinnati Reds,Kansas City Royals,R,R
15-06-2018,Houston Astros,Kansas City Royals,R,R
16-06-2018,Houston Astros,Kansas City Royals,L,L
17-06-2018,Houston Astros,Kansas City Royals,R,R
18-06-2018,Texas Rangers,Kansas City Royals,R,R
19-06-2018,Texas Rangers,Kansas City Royals,L,R
20-06-2018,Texas Rangers,Kansas City Royals,R,R
25-06-2018,Los Angeles Angels,Kansas City Royals,L,R
02-07-2018,Cleveland Indians,Kansas City Royals,R,R
03-07-2018,Cleveland Indians,Kansas City Royals,R,L
04-07-2018,Cleveland Indians,Kansas City Royals,R,R
06-07-2018,Boston Red Sox,Kansas City Royals,L,R
07-07-2018,Boston Red Sox,Kansas City Royals,L,R
08-07-2018,Boston Red Sox,Kansas City Royals,R,R
20-07-2018,Minnesota Twins,Kansas City Royals,R,L
21-07-2018,Minnesota Twins,Kansas City Royals,R,R
22-07-2018,Minnesota Twins,Kansas City Royals,R,R
23-07-2018,Detroit Tigers,Kansas City Royals,L,R
24-07-2018,Detroit Tigers,Kansas City Royals,R,R
25-07-2018,Detroit Tigers,Kansas City Royals,L,L
06-08-2018,Chicago Cubs,Kansas City Royals,L,R
07-08-2018,Chicago Cubs,Kansas City Royals,L,R
08-08-2018,Chicago Cubs,Kansas City Royals,L,R
10-08-2018,St. Louis Cardinals,Kansas City Royals,L,R
11-08-2018,St. Louis Cardinals,Kansas City Royals,R,L
12-08-2018,St. Louis Cardinals,Kansas City Royals,R,R
13-08-2018,Toronto Blue Jays,Kansas City Royals,R,R
14-08-2018,Toronto Blue Jays,Kansas City Royals,L,R
15-08-2018,Toronto Blue Jays,Kansas City Royals,R,R
16-08-2018,Toronto Blue Jays,Kansas City Royals,R,R
24-08-2018,Cleveland Indians,Kansas City Royals,R,R
25-08-2018,Cleveland Indians,Kansas City Royals,R,R
26-08-2018,Cleveland Indians,Kansas City Royals,R,R
28-08-2018,Detroit Tigers,Kansas City Royals,L,R
29-08-2018,Detroit Tigers,Kansas City Royals,R,L
31-08-2018,Baltimore Orioles,Kansas City Royals,R,R
01-09-2018,Baltimore Orioles,Kansas City Royals,R,R
02-09-2018,Baltimore Orioles,Kansas City Royals,R,R
10-09-2018,Chicago White Sox,Kansas City Royals,R,R
11-09-2018,Chicago White Sox,Kansas City Royals,R,R
12-09-2018,Chicago White Sox,Kansas City Royals,L,L
13-09-2018,Minnesota Twins,Kansas City Royals,L,R
14-09-2018,Minnesota Twins,Kansas City Royals,R,R
15-09-2018,Minnesota Twins,Kansas City Royals,R,R
16-09-2018,Minnesota Twins,Kansas City Royals,R,R
27-09-2018,Cleveland Indians,Kansas City Royals,R,R
28-09-2018,Cleveland Indians,Kansas City Royals,R,R
29-09-2018,Cleveland Indians,Kansas City Royals,R,R
30-09-2018,Cleveland Indians,Kansas City Royals,R,L
29-03-2018,San Francisco Giants,Los Angeles Dodgers,L,L
30-03-2018,San Francisco Giants,Los Angeles Dodgers,R,L
31-03-2018,San Francisco Giants,Los Angeles Dodgers,L,R
01-04-2018,San Francisco Giants,Los Angeles Dodgers,R,L
10-04-2018,Oakland Athletics,Los Angeles Dodgers,L,L
11-04-2018,Oakland Athletics,Los Angeles Dodgers,R,L
13-04-2018,Arizona Diamondbacks,Los Angeles Dodgers,R,R
14-04-2018,Arizona Diamondbacks,Los Angeles Dodgers,R,L
15-04-2018,Arizona Diamondbacks,Los Angeles Dodgers,R,L
20-04-2018,Washington Nationals,Los Angeles Dodgers,R,L
21-04-2018,Washington Nationals,Los Angeles Dodgers,R,L
22-04-2018,Washington Nationals,Los Angeles Dodgers,R,L
23-04-2018,Miami Marlins,Los Angeles Dodgers,L,R
24-04-2018,Miami Marlins,Los Angeles Dodgers,L,R
25-04-2018,Miami Marlins,Los Angeles Dodgers,R,L
08-05-2018,Arizona Diamondbacks,Los Angeles Dodgers,R,L
09-05-2018,Arizona Diamondbacks,Los Angeles Dodgers,L,L
10-05-2018,Cincinnati Reds,Los Angeles Dodgers,R,R
11-05-2018,Cincinnati Reds,Los Angeles Dodgers,R,R
12-05-2018,Cincinnati Reds,Los Angeles Dodgers,R,R
13-05-2018,Cincinnati Reds,Los Angeles Dodgers,R,L
21-05-2018,Colorado Rockies,Los Angeles Dodgers,R,R
22-05-2018,Colorado Rockies,Los Angeles Dodgers,R,R
23-05-2018,Colorado Rockies,Los Angeles Dodgers,L,R
25-05-2018,San Diego Padres,Los Angeles Dodgers,L,R
26-05-2018,San Diego Padres,Los Angeles Dodgers,R,L
27-05-2018,San Diego Padres,Los Angeles Dodgers,L,R
28-05-2018,Philadelphia Phillies,Los Angeles Dodgers,R,R
29-05-2018,Philadelphia Phillies,Los Angeles Dodgers,R,R
30-05-2018,Philadelphia Phillies,Los Angeles Dodgers,R,R
31-05-2018,Philadelphia Phillies,Los Angeles Dodgers,R,L
08-06-2018,Atlanta Braves,Los Angeles Dodgers,R,R
09-06-2018,Atlanta Braves,Los Angeles Dodgers,R,L
10-06-2018,Atlanta Braves,Los Angeles Dodgers,L,R
12-06-2018,Texas Rangers,Los Angeles Dodgers,R,L
13-06-2018,Texas Rangers,Los Angeles Dodgers,L,R
15-06-2018,San Francisco Giants,Los Angeles Dodgers,L,R
16-06-2018,San Francisco Giants,Los Angeles Dodgers,L,L
17-06-2018,San Francisco Giants,Los Angeles Dodgers,R,L
25-06-2018,Chicago Cubs,Los Angeles Dodgers,R,R
26-06-2018,Chicago Cubs,Los Angeles Dodgers,L,R
27-06-2018,Chicago Cubs,Los Angeles Dodgers,R,L
28-06-2018,Chicago Cubs,Los Angeles Dodgers,L,L
29-06-2018,Colorado Rockies,Los Angeles Dodgers,L,L
30-06-2018,Colorado Rockies,Los Angeles Dodgers,R,R
01-07-2018,Colorado Rockies,Los Angeles Dodgers,R,R
02-07-2018,Pittsburgh Pirates,Los Angeles Dodgers,R,L
03-07-2018,Pittsburgh Pirates,Los Angeles Dodgers,R,L
04-07-2018,Pittsburgh Pirates,Los Angeles Dodgers,R,L
13-07-2018,Los Angeles Angels,Los Angeles Dodgers,R,R
14-07-2018,Los Angeles Angels,Los Angeles Dodgers,L,L
15-07-2018,Los Angeles Angels,Los Angeles Dodgers,R,L
30-07-2018,Milwaukee Brewers,Los Angeles Dodgers,R,R
31-07-2018,Milwaukee Brewers,Los Angeles Dodgers,L,R
01-08-2018,Milwaukee Brewers,Los Angeles Dodgers,R,L
02-08-2018,Milwaukee Brewers,Los Angeles Dodgers,R,L
03-08-2018,Houston Astros,Los Angeles Dodgers,R,L
04-08-2018,Houston Astros,Los Angeles Dodgers,R,R
05-08-2018,Houston Astros,Los Angeles Dodgers,R,R
13-08-2018,San Francisco Giants,Los Angeles Dodgers,L,L
14-08-2018,San Francisco Giants,Los Angeles Dodgers,L,L
15-08-2018,San Francisco Giants,Los Angeles Dodgers,L,L
20-08-2018,St. Louis Cardinals,Los Angeles Dodgers,L,L
21-08-2018,St. Louis Cardinals,Los Angeles Dodgers,R,L
22-08-2018,St. Louis Cardinals,Los Angeles Dodgers,R,R
24-08-2018,San Diego Padres,Los Angeles Dodgers,L,L
25-08-2018,San Diego Padres,Los Angeles Dodgers,R,L
26-08-2018,San Diego Padres,Los Angeles Dodgers,L,L
30-08-2018,Arizona Diamondbacks,Los Angeles Dodgers,L,L
31-08-2018,Arizona Diamondbacks,Los Angeles Dodgers,R,L
01-09-2018,Arizona Diamondbacks,Los Angeles Dodgers,L,L
02-09-2018,Arizona Diamondbacks,Los Angeles Dodgers,R,R
03-09-2018,New York Mets,Los Angeles Dodgers,R,L
04-09-2018,New York Mets,Los Angeles Dodgers,L,L
05-09-2018,New York Mets,Los Angeles Dodgers,R,L
17-09-2018,Colorado Rockies,Los Angeles Dodgers,R,L
18-09-2018,Colorado Rockies,Los Angeles Dodgers,L,L
19-09-2018,Colorado Rockies,Los Angeles Dodgers,L,R
21-09-2018,San Diego Padres,Los Angeles Dodgers,L,R
22-09-2018,San Diego Padres,Los Angeles Dodgers,R,L
23-09-2018,San Diego Padres,Los Angeles Dodgers,L,L
01-10-2018,Colorado Rockies,Los Angeles Dodgers,R,R
04-10-2018,Atlanta Braves,Los Angeles Dodgers,R,L
05-10-2018,Atlanta Braves,Los Angeles Dodgers,R,L
15-10-2018,Milwaukee Brewers,Los Angeles Dodgers,R,R
16-10-2018,Milwaukee Brewers,Los Angeles Dodgers,L,L
17-10-2018,Milwaukee Brewers,Los Angeles Dodgers,L,L
26-10-2018,Boston Red Sox,Los Angeles Dodgers,R,R
27-10-2018,Boston Red Sox,Los Angeles Dodgers,L,L
28-10-2018,Boston Red Sox,Los Angeles Dodgers,L,L
29-03-2018,Chicago Cubs,Miami Marlins,L,R
30-03-2018,Chicago Cubs,Miami Marlins,R,L
31-03-2018,Chicago Cubs,Miami Marlins,R,R
01-04-2018,Chicago Cubs,Miami Marlins,L,L
02-04-2018,Boston Red Sox,Miami Marlins,L,R
03-04-2018,Boston Red Sox,Miami Marlins,L,R
09-04-2018,New York Mets,Miami Marlins,R,R
10-04-2018,New York Mets,Miami Marlins,R,L
11-04-2018,New York Mets,Miami Marlins,R,L
13-04-2018,Pittsburgh Pirates,Miami Marlins,R,L
14-04-2018,Pittsburgh Pirates,Miami Marlins,R,R
15-04-2018,Pittsburgh Pirates,Miami Marlins,R,R
27-04-2018,Colorado Rockies,Miami Marlins,L,R
28-04-2018,Colorado Rockies,Miami Marlins,R,L
29-04-2018,Colorado Rockies,Miami Marlins,R,L
30-04-2018,Philadelphia Phillies,Miami Marlins,R,R
01-05-2018,Philadelphia Phillies,Miami Marlins,R,L
02-05-2018,Philadelphia Phillies,Miami Marlins,R,R
10-05-2018,Atlanta Braves,Miami Marlins,R,L
11-05-2018,Atlanta Braves,Miami Marlins,R,R
12-05-2018,Atlanta Braves,Miami Marlins,R,L
13-05-2018,Atlanta Braves,Miami Marlins,L,R
15-05-2018,Los Angeles Dodgers,Miami Marlins,L,L
16-05-2018,Los Angeles Dodgers,Miami Marlins,R,R
17-05-2018,Los Angeles Dodgers,Miami Marlins,R,L
25-05-2018,Washington Nationals,Miami Marlins,R,R
26-05-2018,Washington Nationals,Miami Marlins,R,L
27-05-2018,Washington Nationals,Miami Marlins,R,R
08-06-2018,San Diego Padres,Miami Marlins,L,L
09-06-2018,San Diego Padres,Miami Marlins,R,R
10-06-2018,San Diego Padres,Miami Marlins,L,R
11-06-2018,San Francisco Giants,Miami Marlins,L,L
12-06-2018,San Francisco Giants,Miami Marlins,R,R
13-06-2018,San Francisco Giants,Miami Marlins,L,L
14-06-2018,San Francisco Giants,Miami Marlins,R,R
25-06-2018,Arizona Diamondbacks,Miami Marlins,R,R
26-06-2018,Arizona Diamondbacks,Miami Marlins,R,R
27-06-2018,Arizona Diamondbacks,Miami Marlins,L,L
28-06-2018,Arizona Diamondbacks,Miami Marlins,R,R
29-06-2018,New York Mets,Miami Marlins,R,R
30-06-2018,New York Mets,Miami Marlins,R,R
01-07-2018,New York Mets,Miami Marlins,L,R
02-07-2018,Tampa Bay Rays,Miami Marlins,R,L
03-07-2018,Tampa Bay Rays,Miami Marlins,L,R
04-07-2018,Tampa Bay Rays,Miami Marlins,R,R
09-07-2018,Milwaukee Brewers,Miami Marlins,R,R
10-07-2018,Milwaukee Brewers,Miami Marlins,R,R
11-07-2018,Milwaukee Brewers,Miami Marlins,R,R
13-07-2018,Philadelphia Phillies,Miami Marlins,R,L
14-07-2018,Philadelphia Phillies,Miami Marlins,R,R
15-07-2018,Philadelphia Phillies,Miami Marlins,R,R
23-07-2018,Atlanta Braves,Miami Marlins,L,R
24-07-2018,Atlanta Braves,Miami Marlins,R,L
26-07-2018,Washington Nationals,Miami Marlins,L,R
27-07-2018,Washington Nationals,Miami Marlins,R,R
28-07-2018,Washington Nationals,Miami Marlins,L,R
29-07-2018,Washington Nationals,Miami Marlins,R,R
06-08-2018,St. Louis Cardinals,Miami Marlins,R,L
07-08-2018,St. Louis Cardinals,Miami Marlins,R,R
08-08-2018,St. Louis Cardinals,Miami Marlins,R,R
10-08-2018,New York Mets,Miami Marlins,R,R
11-08-2018,New York Mets,Miami Marlins,R,R
12-08-2018,New York Mets,Miami Marlins,R,L
21-08-2018,New York Yankees,Miami Marlins,R,R
22-08-2018,New York Yankees,Miami Marlins,R,R
23-08-2018,Atlanta Braves,Miami Marlins,L,R
24-08-2018,Atlanta Braves,Miami Marlins,R,R
25-08-2018,Atlanta Braves,Miami Marlins,R,L
26-08-2018,Atlanta Braves,Miami Marlins,R,R
31-08-2018,Toronto Blue Jays,Miami Marlins,R,R
01-09-2018,Toronto Blue Jays,Miami Marlins,R,L
02-09-2018,Toronto Blue Jays,Miami Marlins,R,R
03-09-2018,Philadelphia Phillies,Miami Marlins,R,R
04-09-2018,Philadelphia Phillies,Miami Marlins,R,R
05-09-2018,Philadelphia Phillies,Miami Marlins,R,R
17-09-2018,Washington Nationals,Miami Marlins,R,R
18-09-2018,Washington Nationals,Miami Marlins,R,R
20-09-2018,Cincinnati Reds,Miami Marlins,L,R
21-09-2018,Cincinnati Reds,Miami Marlins,R,L
22-09-2018,Cincinnati Reds,Miami Marlins,R,R
23-09-2018,Cincinnati Reds,Miami Marlins,R,R
02-04-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
03-04-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
04-04-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
05-04-2018,Chicago Cubs,Milwaukee Brewers,L,L
06-04-2018,Chicago Cubs,Milwaukee Brewers,R,R
07-04-2018,Chicago Cubs,Milwaukee Brewers,R,R
08-04-2018,Chicago Cubs,Milwaukee Brewers,L,R
16-04-2018,Cincinnati Reds,Milwaukee Brewers,R,L
17-04-2018,Cincinnati Reds,Milwaukee Brewers,R,R
18-04-2018,Cincinnati Reds,Milwaukee Brewers,R,R
19-04-2018,Miami Marlins,Milwaukee Brewers,L,R
20-04-2018,Miami Marlins,Milwaukee Brewers,R,R
21-04-2018,Miami Marlins,Milwaukee Brewers,R,L
22-04-2018,Miami Marlins,Milwaukee Brewers,L,R
04-05-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
05-05-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
06-05-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
08-05-2018,Cleveland Indians,Milwaukee Brewers,R,L
09-05-2018,Cleveland Indians,Milwaukee Brewers,R,R
21-05-2018,Arizona Diamondbacks,Milwaukee Brewers,R,R
22-05-2018,Arizona Diamondbacks,Milwaukee Brewers,R,R
23-05-2018,Arizona Diamondbacks,Milwaukee Brewers,R,L
24-05-2018,New York Mets,Milwaukee Brewers,L,R
25-05-2018,New York Mets,Milwaukee Brewers,R,R
26-05-2018,New York Mets,Milwaukee Brewers,L,R
27-05-2018,New York Mets,Milwaukee Brewers,R,R
28-05-2018,St. Louis Cardinals,Milwaukee Brewers,R,L
29-05-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
30-05-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
11-06-2018,Chicago Cubs,Milwaukee Brewers,L,R
12-06-2018,Chicago Cubs,Milwaukee Brewers,R,R
13-06-2018,Chicago Cubs,Milwaukee Brewers,L,R
15-06-2018,Philadelphia Phillies,Milwaukee Brewers,R,L
16-06-2018,Philadelphia Phillies,Milwaukee Brewers,R,R
17-06-2018,Philadelphia Phillies,Milwaukee Brewers,R,R
21-06-2018,St. Louis Cardinals,Milwaukee Brewers,R,L
22-06-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
23-06-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
24-06-2018,St. Louis Cardinals,Milwaukee Brewers,R,R
26-06-2018,Kansas City Royals,Milwaukee Brewers,R,R
27-06-2018,Kansas City Royals,Milwaukee Brewers,L,L
02-07-2018,Minnesota Twins,Milwaukee Brewers,R,L
03-07-2018,Minnesota Twins,Milwaukee Brewers,R,R
04-07-2018,Minnesota Twins,Milwaukee Brewers,R,R
05-07-2018,Atlanta Braves,Milwaukee Brewers,L,R
06-07-2018,Atlanta Braves,Milwaukee Brewers,R,R
07-07-2018,Atlanta Braves,Milwaukee Brewers,R,R
08-07-2018,Atlanta Braves,Milwaukee Brewers,L,R
20-07-2018,Los Angeles Dodgers,Milwaukee Brewers,L,L
21-07-2018,Los Angeles Dodgers,Milwaukee Brewers,L,R
22-07-2018,Los Angeles Dodgers,Milwaukee Brewers,L,L
23-07-2018,Washington Nationals,Milwaukee Brewers,L,R
24-07-2018,Washington Nationals,Milwaukee Brewers,R,R
25-07-2018,Washington Nationals,Milwaukee Brewers,R,R
03-08-2018,Colorado Rockies,Milwaukee Brewers,R,R
04-08-2018,Colorado Rockies,Milwaukee Brewers,L,R
05-08-2018,Colorado Rockies,Milwaukee Brewers,R,L
07-08-2018,San Diego Padres,Milwaukee Brewers,L,R
08-08-2018,San Diego Padres,Milwaukee Brewers,R,R
09-08-2018,San Diego Padres,Milwaukee Brewers,L,R
20-08-2018,Cincinnati Reds,Milwaukee Brewers,R,R
21-08-2018,Cincinnati Reds,Milwaukee Brewers,R,R
22-08-2018,Cincinnati Reds,Milwaukee Brewers,R,R
24-08-2018,Pittsburgh Pirates,Milwaukee Brewers,R,L
25-08-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
26-08-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
03-09-2018,Chicago Cubs,Milwaukee Brewers,L,R
04-09-2018,Chicago Cubs,Milwaukee Brewers,L,L
05-09-2018,Chicago Cubs,Milwaukee Brewers,L,R
07-09-2018,San Francisco Giants,Milwaukee Brewers,L,R
08-09-2018,San Francisco Giants,Milwaukee Brewers,R,L
09-09-2018,San Francisco Giants,Milwaukee Brewers,L,R
14-09-2018,Pittsburgh Pirates,Milwaukee Brewers,R,L
15-09-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
16-09-2018,Pittsburgh Pirates,Milwaukee Brewers,R,R
17-09-2018,Cincinnati Reds,Milwaukee Brewers,R,L
18-09-2018,Cincinnati Reds,Milwaukee Brewers,R,R
19-09-2018,Cincinnati Reds,Milwaukee Brewers,R,L
28-09-2018,Detroit Tigers,Milwaukee Brewers,R,R
29-09-2018,Detroit Tigers,Milwaukee Brewers,L,L
30-09-2018,Detroit Tigers,Milwaukee Brewers,R,L
04-10-2018,Colorado Rockies,Milwaukee Brewers,R,R
05-10-2018,Colorado Rockies,Milwaukee Brewers,L,R
12-10-2018,Los Angeles Dodgers,Milwaukee Brewers,L,L
13-10-2018,Los Angeles Dodgers,Milwaukee Brewers,L,L
19-10-2018,Los Angeles Dodgers,Milwaukee Brewers,L,L
20-10-2018,Los Angeles Dodgers,Milwaukee Brewers,R,R
05-04-2018,Seattle Mariners,Minnesota Twins,L,R
07-04-2018,Seattle Mariners,Minnesota Twins,R,R
09-04-2018,Houston Astros,Minnesota Twins,R,R
10-04-2018,Houston Astros,Minnesota Twins,L,R
11-04-2018,Houston Astros,Minnesota Twins,R,R
12-04-2018,Chicago White Sox,Minnesota Twins,R,R
17-04-2018,Cleveland Indians,Minnesota Twins,R,R
18-04-2018,Cleveland Indians,Minnesota Twins,R,R
27-04-2018,Cincinnati Reds,Minnesota Twins,R,R
28-04-2018,Cincinnati Reds,Minnesota Twins,R,R
29-04-2018,Cincinnati Reds,Minnesota Twins,R,R
30-04-2018,Toronto Blue Jays,Minnesota Twins,R,R
01-05-2018,Toronto Blue Jays,Minnesota Twins,R,R
02-05-2018,Toronto Blue Jays,Minnesota Twins,R,R
14-05-2018,Seattle Mariners,Minnesota Twins,L,R
15-05-2018,St. Louis Cardinals,Minnesota Twins,R,R
16-05-2018,St. Louis Cardinals,Minnesota Twins,R,R
18-05-2018,Milwaukee Brewers,Minnesota Twins,L,R
19-05-2018,Milwaukee Brewers,Minnesota Twins,R,R
20-05-2018,Milwaukee Brewers,Minnesota Twins,R,R
21-05-2018,Detroit Tigers,Minnesota Twins,L,R
22-05-2018,Detroit Tigers,Minnesota Twins,L,R
23-05-2018,Detroit Tigers,Minnesota Twins,R,R
31-05-2018,Cleveland Indians,Minnesota Twins,R,R
01-06-2018,Cleveland Indians,Minnesota Twins,R,R
02-06-2018,Cleveland Indians,Minnesota Twins,R,R
03-06-2018,Cleveland Indians,Minnesota Twins,R,R
06-06-2018,Chicago White Sox,Minnesota Twins,L,R
07-06-2018,Chicago White Sox,Minnesota Twins,R,R
08-06-2018,Los Angeles Angels,Minnesota Twins,R,R
09-06-2018,Los Angeles Angels,Minnesota Twins,L,R
10-06-2018,Los Angeles Angels,Minnesota Twins,R,R
19-06-2018,Boston Red Sox,Minnesota Twins,L,R
20-06-2018,Boston Red Sox,Minnesota Twins,L,R
21-06-2018,Boston Red Sox,Minnesota Twins,R,R
22-06-2018,Texas Rangers,Minnesota Twins,L,R
23-06-2018,Texas Rangers,Minnesota Twins,R,R
24-06-2018,Texas Rangers,Minnesota Twins,R,R
05-07-2018,Baltimore Orioles,Minnesota Twins,R,R
06-07-2018,Baltimore Orioles,Minnesota Twins,R,R
07-07-2018,Baltimore Orioles,Minnesota Twins,R,R
08-07-2018,Baltimore Orioles,Minnesota Twins,R,R
09-07-2018,Kansas City Royals,Minnesota Twins,L,R
10-07-2018,Kansas City Royals,Minnesota Twins,R,R
11-07-2018,Kansas City Royals,Minnesota Twins,R,R
12-07-2018,Tampa Bay Rays,Minnesota Twins,L,R
13-07-2018,Tampa Bay Rays,Minnesota Twins,R,R
14-07-2018,Tampa Bay Rays,Minnesota Twins,R,R
15-07-2018,Tampa Bay Rays,Minnesota Twins,R,R
30-07-2018,Cleveland Indians,Minnesota Twins,R,R
31-07-2018,Cleveland Indians,Minnesota Twins,R,R
01-08-2018,Cleveland Indians,Minnesota Twins,R,L
03-08-2018,Kansas City Royals,Minnesota Twins,R,R
04-08-2018,Kansas City Royals,Minnesota Twins,R,R
05-08-2018,Kansas City Royals,Minnesota Twins,L,R
14-08-2018,Pittsburgh Pirates,Minnesota Twins,R,R
15-08-2018,Pittsburgh Pirates,Minnesota Twins,R,R
16-08-2018,Detroit Tigers,Minnesota Twins,L,R
17-08-2018,Detroit Tigers,Minnesota Twins,L,R
18-08-2018,Detroit Tigers,Minnesota Twins,L,R
19-08-2018,Detroit Tigers,Minnesota Twins,R,R
20-08-2018,Chicago White Sox,Minnesota Twins,R,L
23-08-2018,Oakland Athletics,Minnesota Twins,R,R
24-08-2018,Oakland Athletics,Minnesota Twins,L,R
25-08-2018,Oakland Athletics,Minnesota Twins,R,L
26-08-2018,Oakland Athletics,Minnesota Twins,R,R
07-09-2018,Kansas City Royals,Minnesota Twins,R,L
08-09-2018,Kansas City Royals,Minnesota Twins,R,R
09-09-2018,Kansas City Royals,Minnesota Twins,R,R
10-09-2018,New York Yankees,Minnesota Twins,L,R
11-09-2018,New York Yankees,Minnesota Twins,R,R
12-09-2018,New York Yankees,Minnesota Twins,R,R
25-09-2018,Detroit Tigers,Minnesota Twins,R,L
26-09-2018,Detroit Tigers,Minnesota Twins,L,R
27-09-2018,Detroit Tigers,Minnesota Twins,L,L
29-09-2018,Chicago White Sox,Minnesota Twins,L,R
30-09-2018,Chicago White Sox,Minnesota Twins,R,R
03-04-2018,Tampa Bay Rays,New York Yankees,R,L
04-04-2018,Tampa Bay Rays,New York Yankees,L,R
05-04-2018,Baltimore Orioles,New York Yankees,R,R
06-04-2018,Baltimore Orioles,New York Yankees,R,nan
07-04-2018,Baltimore Orioles,New York Yankees,R,R
08-04-2018,Baltimore Orioles,New York Yankees,R,L
16-04-2018,Miami Marlins,New York Yankees,L,R
17-04-2018,Miami Marlins,New York Yankees,L,R
19-04-2018,Toronto Blue Jays,New York Yankees,R,nan
20-04-2018,Toronto Blue Jays,New York Yankees,R,R
21-04-2018,Toronto Blue Jays,New York Yankees,R,L
22-04-2018,Toronto Blue Jays,New York Yankees,L,R
23-04-2018,Minnesota Twins,New York Yankees,R,R
24-04-2018,Minnesota Twins,New York Yankees,R,nan
25-04-2018,Minnesota Twins,New York Yankees,R,R
26-04-2018,Minnesota Twins,New York Yankees,R,L
04-05-2018,Cleveland Indians,New York Yankees,R,nan
05-05-2018,Cleveland Indians,New York Yankees,R,R
06-05-2018,Cleveland Indians,New York Yankees,R,R
08-05-2018,Boston Red Sox,New York Yankees,L,R
09-05-2018,Boston Red Sox,New York Yankees,R,R
10-05-2018,Boston Red Sox,New York Yankees,L,nan
11-05-2018,Oakland Athletics,New York Yankees,R,R
12-05-2018,Oakland Athletics,New York Yankees,R,R
13-05-2018,Oakland Athletics,New York Yankees,L,R
25-05-2018,Los Angeles Angels,New York Yankees,L,R
26-05-2018,Los Angeles Angels,New York Yankees,R,R
27-05-2018,Los Angeles Angels,New York Yankees,R,R
28-05-2018,Houston Astros,New York Yankees,R,R
29-05-2018,Houston Astros,New York Yankees,R,nan
30-05-2018,Houston Astros,New York Yankees,L,R
12-06-2018,Washington Nationals,New York Yankees,R,nan
13-06-2018,Washington Nationals,New York Yankees,R,R
