Date,HomeOdds,OverUnder,AwayTeam,HomeTeam
10-04-2018,-102,7.5,Arizona Diamondbacks,San Francisco Giants
10-04-2018,100,8.5,Tampa Bay Rays,Chicago White Sox
10-04-2018,-212,8.5,Detroit Tigers,Cleveland Indians
10-04-2018,120,9,Toronto Blue Jays,Baltimore Orioles
10-04-2018,-132,7,New York Yankees,Boston Red Sox
10-04-2018,128,10,Los Angeles Angels,Texas Rangers
10-04-2018,143,8,Houston Astros,Minnesota Twins
10-04-2018,-105,8.5,Seattle Mariners,Kansas City Royals
10-04-2018,-123,8.5,Oakland Athletics,Los Angeles Dodgers
10-04-2018,-147,9,Pittsburgh Pirates,Chicago Cubs
11-04-2018,-123,9,Atlanta Braves,Washington Nationals
11-04-2018,-141,9.5,Milwaukee Brewers,St. Louis Cardinals
11-04-2018,-150,11.5,San Diego Padres,Colorado Rockies
11-04-2018,100,7.5,Arizona Diamondbacks,San Francisco Giants
11-04-2018,-107,8,Cincinnati Reds,Philadelphia Phillies
11-04-2018,119,8.5,New York Mets,Miami Marlins
11-04-2018,-160,8,Pittsburgh Pirates,Chicago Cubs
11-04-2018,145,8,Houston Astros,Minnesota Twins
11-04-2018,115,9,Tampa Bay Rays,Chicago White Sox
11-04-2018,125,8.5,Seattle Mariners,Kansas City Royals
11-04-2018,-300,8,Detroit Tigers,Cleveland Indians
11-04-2018,-137,8.5,Toronto Blue Jays,Baltimore Orioles
11-04-2018,-104,8,New York Yankees,Boston Red Sox
11-04-2018,105,11,Los Angeles Angels,Texas Rangers
11-04-2018,-178,7.5,Oakland Athletics,Los Angeles Dodgers
12-04-2018,-175,8.5,Pittsburgh Pirates,Chicago Cubs
12-04-2018,131,9.5,St. Louis Cardinals,Cincinnati Reds
12-04-2018,-185,9,Colorado Rockies,Washington Nationals
12-04-2018,124,8.5,San Francisco Giants,San Diego Padres
12-04-2018,-225,8.5,Detroit Tigers,Cleveland Indians
12-04-2018,104,9,New York Yankees,Boston Red Sox
12-04-2018,-245,8.5,Chicago White Sox,Minnesota Twins
12-04-2018,137,10,Los Angeles Angels,Kansas City Royals
13-04-2018,-196,7.5,Atlanta Braves,Chicago Cubs
13-04-2018,150,9.5,St. Louis Cardinals,Cincinnati Reds
13-04-2018,-177,8.5,Colorado Rockies,Washington Nationals
13-04-2018,-106,8.5,Milwaukee Brewers,New York Mets
13-04-2018,119,8,Pittsburgh Pirates,Miami Marlins
13-04-2018,116,8.5,San Francisco Giants,San Diego Padres
13-04-2018,-142,6.5,Arizona Diamondbacks,Los Angeles Dodgers
13-04-2018,162,9,New York Yankees,Detroit Tigers
13-04-2018,-146,8.5,Toronto Blue Jays,Cleveland Indians
13-04-2018,-251,9.5,Baltimore Orioles,Boston Red Sox
13-04-2018,-260,8.5,Texas Rangers,Houston Astros
13-04-2018,150,10,Los Angeles Angels,Kansas City Royals
13-04-2018,119,8,Oakland Athletics,Seattle Mariners
13-04-2018,-114,8,Philadelphia Phillies,Tampa Bay Rays
14-04-2018,-184,7.5,Colorado Rockies,Washington Nationals
14-04-2018,111,9.5,St. Louis Cardinals,Cincinnati Reds
14-04-2018,-178,6.5,Atlanta Braves,Chicago Cubs
14-04-2018,175,7.5,Pittsburgh Pirates,Miami Marlins
14-04-2018,-105,8,Milwaukee Brewers,New York Mets
14-04-2018,-108,8.5,San Francisco Giants,San Diego Padres
14-04-2018,-180,7.5,Arizona Diamondbacks,Los Angeles Dodgers
14-04-2018,-155,9,Baltimore Orioles,Boston Red Sox
14-04-2018,-240,8.5,Texas Rangers,Houston Astros
14-04-2018,148,7.5,Los Angeles Angels,Kansas City Royals
14-04-2018,-109,9,Oakland Athletics,Seattle Mariners
14-04-2018,-142,7,Philadelphia Phillies,Tampa Bay Rays
15-04-2018,165,8.5,St. Louis Cardinals,Cincinnati Reds
15-04-2018,124,8.5,Pittsburgh Pirates,Miami Marlins
15-04-2018,-207,7,Milwaukee Brewers,New York Mets
15-04-2018,-205,7,Colorado Rockies,Washington Nationals
15-04-2018,-210,6.5,Arizona Diamondbacks,Los Angeles Dodgers
15-04-2018,-135,8,San Francisco Giants,San Diego Padres
15-04-2018,-225,6.5,Baltimore Orioles,Boston Red Sox
15-04-2018,104,8.5,Oakland Athletics,Seattle Mariners
15-04-2018,-338,8,Texas Rangers,Houston Astros
15-04-2018,-138,8,Philadelphia Phillies,Tampa Bay Rays
16-04-2018,-127,8,Colorado Rockies,Pittsburgh Pirates
16-04-2018,-171,7.5,Washington Nationals,New York Mets
16-04-2018,107,8.5,Philadelphia Phillies,Atlanta Braves
16-04-2018,-117,8,Cincinnati Reds,Milwaukee Brewers
16-04-2018,128,7.5,Los Angeles Dodgers,San Diego Padres
16-04-2018,-168,7.5,Texas Rangers,Tampa Bay Rays
16-04-2018,-155,8.5,Chicago White Sox,Oakland Athletics
16-04-2018,-102,7,Houston Astros,Seattle Mariners
16-04-2018,-342,8.5,Miami Marlins,New York Yankees
17-04-2018,-131,8,Colorado Rockies,Pittsburgh Pirates
17-04-2018,103,7.5,Washington Nationals,New York Mets
17-04-2018,-109,8.5,Philadelphia Phillies,Atlanta Braves
17-04-2018,-149,9,Cincinnati Reds,Milwaukee Brewers
17-04-2018,-128,8,St. Louis Cardinals,Chicago Cubs
17-04-2018,-150,8,San Francisco Giants,Arizona Diamondbacks
17-04-2018,196,7.5,Los Angeles Dodgers,San Diego Padres
17-04-2018,100,9,Baltimore Orioles,Detroit Tigers
17-04-2018,-153,9,Kansas City Royals,Toronto Blue Jays
17-04-2018,170,8,Cleveland Indians,Minnesota Twins
17-04-2018,-146,8.5,Texas Rangers,Tampa Bay Rays
17-04-2018,-187,8.5,Chicago White Sox,Oakland Athletics
17-04-2018,-166,8,Boston Red Sox,Los Angeles Angels
17-04-2018,172,8,Houston Astros,Seattle Mariners
17-04-2018,-345,9,Miami Marlins,New York Yankees
17-04-2018,-215,9,Kansas City Royals,Toronto Blue Jays
18-04-2018,-123,7.5,Colorado Rockies,Pittsburgh Pirates
18-04-2018,-139,9,Cincinnati Reds,Milwaukee Brewers
18-04-2018,-109,8,Washington Nationals,New York Mets
18-04-2018,-123,9,Philadelphia Phillies,Atlanta Braves
18-04-2018,-167,8,San Francisco Giants,Arizona Diamondbacks
18-04-2018,150,7,Los Angeles Dodgers,San Diego Padres
18-04-2018,117,8,Texas Rangers,Tampa Bay Rays
18-04-2018,-205,9,Chicago White Sox,Oakland Athletics
18-04-2018,-197,8,Kansas City Royals,Toronto Blue Jays
18-04-2018,111,8.5,Baltimore Orioles,Detroit Tigers
18-04-2018,106,8,Cleveland Indians,Minnesota Twins
18-04-2018,-101,8,Boston Red Sox,Los Angeles Angels
18-04-2018,160,7.5,Houston Astros,Seattle Mariners
19-04-2018,107,7,Pittsburgh Pirates,Philadelphia Phillies
19-04-2018,-105,9.5,New York Mets,Atlanta Braves
19-04-2018,-187,9,Miami Marlins,Milwaukee Brewers
19-04-2018,-173,8.5,San Francisco Giants,Arizona Diamondbacks
19-04-2018,101,9,Baltimore Orioles,Detroit Tigers
19-04-2018,165,8.5,Houston Astros,Seattle Mariners
19-04-2018,-160,9,Toronto Blue Jays,New York Yankees
19-04-2018,101,8.5,Boston Red Sox,Los Angeles Angels
19-04-2018,-123,7,St. Louis Cardinals,Chicago Cubs
20-04-2018,-106,8,Pittsburgh Pirates,Philadelphia Phillies
20-04-2018,125,7.5,New York Mets,Atlanta Braves
20-04-2018,-163,9,Miami Marlins,Milwaukee Brewers
20-04-2018,-215,8.5,Cincinnati Reds,St. Louis Cardinals
20-04-2018,-102,9.5,Chicago Cubs,Colorado Rockies
20-04-2018,-111,8.5,San Diego Padres,Arizona Diamondbacks
20-04-2018,-151,5.5,Washington Nationals,Los Angeles Dodgers
20-04-2018,-193,8.5,Toronto Blue Jays,New York Yankees
20-04-2018,113,7.5,Cleveland Indians,Baltimore Orioles
20-04-2018,-106,8,Kansas City Royals,Detroit Tigers
20-04-2018,-135,8,Minnesota Twins,Tampa Bay Rays
20-04-2018,-130,9.5,Seattle Mariners,Texas Rangers
20-04-2018,226,8.5,Houston Astros,Chicago White Sox
20-04-2018,119,8.5,Boston Red Sox,Oakland Athletics
20-04-2018,-155,8.5,San Francisco Giants,Los Angeles Angels
20-04-2018,-129,9,Kansas City Royals,Detroit Tigers
21-04-2018,-223,8.5,Cincinnati Reds,St. Louis Cardinals
21-04-2018,-176,8,Pittsburgh Pirates,Philadelphia Phillies
21-04-2018,-195,9,Miami Marlins,Milwaukee Brewers
21-04-2018,148,8.5,New York Mets,Atlanta Braves
21-04-2018,119,9.5,Chicago Cubs,Colorado Rockies
21-04-2018,-170,8,San Diego Padres,Arizona Diamondbacks
21-04-2018,-101,7.5,Washington Nationals,Los Angeles Dodgers
21-04-2018,-161,8.5,Toronto Blue Jays,New York Yankees
21-04-2018,-109,8.5,Kansas City Royals,Detroit Tigers
21-04-2018,175,9.5,Cleveland Indians,Baltimore Orioles
21-04-2018,-121,7.5,Minnesota Twins,Tampa Bay Rays
21-04-2018,189,9,Houston Astros,Chicago White Sox
21-04-2018,156,8.5,Seattle Mariners,Texas Rangers
21-04-2018,155,7.5,Boston Red Sox,Oakland Athletics
21-04-2018,-232,9.5,San Francisco Giants,Los Angeles Angels
22-04-2018,-166,8.5,Pittsburgh Pirates,Philadelphia Phillies
22-04-2018,-190,9,Miami Marlins,Milwaukee Brewers
22-04-2018,-150,7.5,Cincinnati Reds,St. Louis Cardinals
22-04-2018,104,10.5,Chicago Cubs,Colorado Rockies
22-04-2018,-149,7,San Diego Padres,Arizona Diamondbacks
22-04-2018,-210,8,Washington Nationals,Los Angeles Dodgers
22-04-2018,-256,8.5,Toronto Blue Jays,New York Yankees
22-04-2018,230,7.5,Cleveland Indians,Baltimore Orioles
22-04-2018,-183,9,Kansas City Royals,Detroit Tigers
22-04-2018,-119,9,Minnesota Twins,Tampa Bay Rays
22-04-2018,170,8,Houston Astros,Chicago White Sox
22-04-2018,105,10,Seattle Mariners,Texas Rangers
22-04-2018,119,8.5,Boston Red Sox,Oakland Athletics
22-04-2018,-113,9,San Francisco Giants,Los Angeles Angels
23-04-2018,108,8.5,Atlanta Braves,Cincinnati Reds
23-04-2018,-199,12,San Diego Padres,Colorado Rockies
23-04-2018,-245,8,Miami Marlins,Los Angeles Dodgers
23-04-2018,101,8,Washington Nationals,San Francisco Giants
23-04-2018,-200,8.5,Minnesota Twins,New York Yankees
23-04-2018,165,8,Cleveland Indians,Baltimore Orioles
23-04-2018,109,10,Oakland Athletics,Texas Rangers
23-04-2018,-203,8.5,Los Angeles Angels,Houston Astros
23-04-2018,135,9.5,Seattle Mariners,Chicago White Sox
24-04-2018,-101,8.5,Atlanta Braves,Cincinnati Reds
24-04-2018,-107,7.5,Arizona Diamondbacks,Philadelphia Phillies
24-04-2018,-195,8,New York Mets,St. Louis Cardinals
24-04-2018,-155,10,San Diego Padres,Colorado Rockies
24-04-2018,-260,7.5,Miami Marlins,Los Angeles Dodgers
24-04-2018,-101,8,Washington Nationals,San Francisco Giants
24-04-2018,114,9.5,Seattle Mariners,Chicago White Sox
24-04-2018,-154,8.5,Minnesota Twins,New York Yankees
24-04-2018,-115,8.5,Boston Red Sox,Toronto Blue Jays
24-04-2018,-114,10,Oakland Athletics,Texas Rangers
24-04-2018,-140,8,Los Angeles Angels,Houston Astros
24-04-2018,-137,9,Chicago Cubs,Cleveland Indians
24-04-2018,116,9.5,Milwaukee Brewers,Kansas City Royals
25-04-2018,-170,9.5,San Diego Padres,Colorado Rockies
25-04-2018,150,7,Washington Nationals,San Francisco Giants
25-04-2018,-103,9.5,Atlanta Braves,Cincinnati Reds
25-04-2018,-105,7,Arizona Diamondbacks,Philadelphia Phillies
25-04-2018,-390,7,Miami Marlins,Los Angeles Dodgers
25-04-2018,-138,8.5,New York Mets,St. Louis Cardinals
25-04-2018,123,9.5,Seattle Mariners,Chicago White Sox
25-04-2018,-216,8.5,Los Angeles Angels,Houston Astros
25-04-2018,-175,9,Minnesota Twins,New York Yankees
25-04-2018,-113,9,Tampa Bay Rays,Baltimore Orioles
25-04-2018,133,9,Boston Red Sox,Toronto Blue Jays
25-04-2018,-107,9.5,Oakland Athletics,Texas Rangers
25-04-2018,-160,8,Detroit Tigers,Pittsburgh Pirates
25-04-2018,-138,7.5,Chicago Cubs,Cleveland Indians
25-04-2018,-105,8.5,Milwaukee Brewers,Kansas City Royals
25-04-2018,-207,7.5,Detroit Tigers,Pittsburgh Pirates
26-04-2018,119,9,Atlanta Braves,Cincinnati Reds
26-04-2018,-128,9,Arizona Diamondbacks,Philadelphia Phillies
26-04-2018,-105,7.5,New York Mets,St. Louis Cardinals
26-04-2018,-165,8.5,Milwaukee Brewers,Chicago Cubs
26-04-2018,-215,10,Minnesota Twins,New York Yankees
26-04-2018,-111,7.5,Seattle Mariners,Cleveland Indians
26-04-2018,-138,7.5,Tampa Bay Rays,Baltimore Orioles
26-04-2018,192,8,Boston Red Sox,Toronto Blue Jays
26-04-2018,-173,9,Chicago White Sox,Kansas City Royals
26-04-2018,-158,7.5,Detroit Tigers,Pittsburgh Pirates
27-04-2018,-165,7.5,Milwaukee Brewers,Chicago Cubs
27-04-2018,-144,7,Arizona Diamondbacks,Washington Nationals
27-04-2018,-166,8,Atlanta Braves,Philadelphia Phillies
27-04-2018,114,8.5,St. Louis Cardinals,Pittsburgh Pirates
27-04-2018,117,8,Colorado Rockies,Miami Marlins
27-04-2018,152,7,New York Mets,San Diego Padres
27-04-2018,111,8,Los Angeles Dodgers,San Francisco Giants
27-04-2018,-126,9.5,Detroit Tigers,Baltimore Orioles
27-04-2018,-147,9,Texas Rangers,Toronto Blue Jays
27-04-2018,-260,8,Seattle Mariners,Cleveland Indians
27-04-2018,-155,8.5,Tampa Bay Rays,Boston Red Sox
27-04-2018,-181,8.5,Oakland Athletics,Houston Astros
27-04-2018,-109,9,Chicago White Sox,Kansas City Royals
27-04-2018,123,8,New York Yankees,Los Angeles Angels
27-04-2018,-111,9.5,Cincinnati Reds,Minnesota Twins
28-04-2018,-168,7,Milwaukee Brewers,Chicago Cubs
28-04-2018,116,8,Arizona Diamondbacks,Washington Nationals
28-04-2018,-119,8.5,Atlanta Braves,Philadelphia Phillies
28-04-2018,118,8.5,St. Louis Cardinals,Pittsburgh Pirates
28-04-2018,105,8,Colorado Rockies,Miami Marlins
28-04-2018,-143,7,New York Mets,San Diego Padres
28-04-2018,100,6.5,Los Angeles Dodgers,San Francisco Giants
28-04-2018,-215,9,Tampa Bay Rays,Boston Red Sox
28-04-2018,-153,9,Texas Rangers,Toronto Blue Jays
28-04-2018,-230,7.5,Seattle Mariners,Cleveland Indians
28-04-2018,-140,9,Detroit Tigers,Baltimore Orioles
28-04-2018,-223,9,Oakland Athletics,Houston Astros
28-04-2018,-148,10,Chicago White Sox,Kansas City Royals
28-04-2018,-102,7.5,New York Yankees,Los Angeles Angels
28-04-2018,-148,10.5,Cincinnati Reds,Minnesota Twins
28-04-2018,-132,9.5,Chicago White Sox,Kansas City Royals
28-04-2018,150,8,Los Angeles Dodgers,San Francisco Giants
29-04-2018,101,7.5,Colorado Rockies,Miami Marlins
29-04-2018,-118,7,Arizona Diamondbacks,Washington Nationals
29-04-2018,111,8,St. Louis Cardinals,Pittsburgh Pirates
29-04-2018,-111,8.5,Atlanta Braves,Philadelphia Phillies
29-04-2018,-152,8.5,Milwaukee Brewers,Chicago Cubs
29-04-2018,127,8,Los Angeles Dodgers,San Francisco Giants
29-04-2018,125,8.5,New York Mets,San Diego Padres
29-04-2018,-215,8.5,Tampa Bay Rays,Boston Red Sox
29-04-2018,-160,8.5,Detroit Tigers,Baltimore Orioles
29-04-2018,-245,9,Texas Rangers,Toronto Blue Jays
29-04-2018,-109,8.5,Seattle Mariners,Cleveland Indians
29-04-2018,-205,8,Oakland Athletics,Houston Astros
29-04-2018,-115,9.5,Chicago White Sox,Kansas City Royals
29-04-2018,-124,9,New York Yankees,Los Angeles Angels
29-04-2018,-190,9,Cincinnati Reds,Minnesota Twins
30-04-2018,-116,8,Pittsburgh Pirates,Washington Nationals
30-04-2018,138,7.5,Philadelphia Phillies,Miami Marlins
30-04-2018,109,9.5,Milwaukee Brewers,Cincinnati Reds
30-04-2018,-200,10,Colorado Rockies,Chicago Cubs
30-04-2018,-146,8,Los Angeles Dodgers,Arizona Diamondbacks
30-04-2018,-170,7.5,San Diego Padres,San Francisco Giants
30-04-2018,-186,8,Texas Rangers,Cleveland Indians
30-04-2018,119,8.5,Tampa Bay Rays,Detroit Tigers
30-04-2018,-240,8.5,Kansas City Royals,Boston Red Sox
30-04-2018,-177,8.5,New York Yankees,Houston Astros
30-04-2018,-118,10,Toronto Blue Jays,Minnesota Twins
01-05-2018,-235,7.5,Pittsburgh Pirates,Washington Nationals
01-05-2018,-102,9,Philadelphia Phillies,Miami Marlins
01-05-2018,-183,7,Atlanta Braves,New York Mets
01-05-2018,109,9.5,Milwaukee Brewers,Cincinnati Reds
01-05-2018,-153,10.5,Colorado Rockies,Chicago Cubs
01-05-2018,175,7.5,Los Angeles Dodgers,Arizona Diamondbacks
01-05-2018,-144,7.5,San Diego Padres,San Francisco Giants
01-05-2018,-195,9.5,Texas Rangers,Cleveland Indians
01-05-2018,148,8.5,Tampa Bay Rays,Detroit Tigers
01-05-2018,-325,8.5,Kansas City Royals,Boston Red Sox
01-05-2018,-170,8.5,New York Yankees,Houston Astros
01-05-2018,-127,9,Toronto Blue Jays,Minnesota Twins
01-05-2018,-190,8.5,Baltimore Orioles,Los Angeles Angels
01-05-2018,-115,9,Oakland Athletics,Seattle Mariners
01-05-2018,-240,9.5,Chicago White Sox,St. Louis Cardinals
02-05-2018,-225,10.5,Colorado Rockies,Chicago Cubs
02-05-2018,-118,8,San Diego Padres,San Francisco Giants
02-05-2018,-190,7.5,Pittsburgh Pirates,Washington Nationals
02-05-2018,-151,7.5,Atlanta Braves,New York Mets
02-05-2018,157,7,Philadelphia Phillies,Miami Marlins
02-05-2018,101,9.5,Milwaukee Brewers,Cincinnati Reds
02-05-2018,-108,7.5,Los Angeles Dodgers,Arizona Diamondbacks
02-05-2018,-180,11,Kansas City Royals,Boston Red Sox
02-05-2018,118,8,Tampa Bay Rays,Detroit Tigers
02-05-2018,-102,9,Toronto Blue Jays,Minnesota Twins
02-05-2018,-302,9,Texas Rangers,Cleveland Indians
02-05-2018,119,8.5,New York Yankees,Houston Astros
02-05-2018,-152,7.5,Baltimore Orioles,Los Angeles Angels
02-05-2018,-172,8,Oakland Athletics,Seattle Mariners
