Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Noel Cuevas,0.312,0.404,0.131,0.326
Alan Trejo,0.281,0.353,0.114,0.317
Chris Rabago,0.288,0.327,0.102,0.298
Elliot Soto,0.314,0.309,0.064,0.305
Roberto Ramos,0.305,0.411,0.173,0.342
Shawn O'Malley,0.308,0.353,0.098,0.317
Bret Boswell,0.277,0.399,0.166,0.326
Vince Fernandez,0.296,0.373,0.161,0.352
Derrik Gibson,0.306,0.358,0.116,0.308
Michael Saunders,0.316,0.399,0.159,0.302
Drew Butera,0.288,0.357,0.126,0.286
Matt Holliday,0.336,0.402,0.156,0.302
Colton Welker,0.31,0.381,0.118,0.344
Tyler Nevin,0.318,0.388,0.12,0.34
Stephen Cardullo,0.304,0.385,0.137,0.295
Brian Mundell,0.326,0.373,0.112,0.312
Drew Weeks,0.29,0.362,0.127,0.305
Sam Hilliard,0.288,0.345,0.114,0.35
Manny Machado,0.344,0.511,0.23,0.295
Cody Bellinger,0.357,0.532,0.262,0.312
Corey Seager,0.346,0.459,0.178,0.332
Justin Turner,0.376,0.472,0.181,0.315
AJ Pollock,0.32,0.452,0.188,0.301
Chris Taylor,0.32,0.419,0.17,0.325
Joc Pederson,0.342,0.482,0.244,0.273
Max Muncy,0.355,0.481,0.236,0.298
Keibert Ruiz,0.308,0.388,0.125,0.285
Alex Verdugo,0.332,0.405,0.131,0.301
Enrique Hernandez,0.328,0.443,0.197,0.283
Russell Martin,0.329,0.363,0.15,0.262
Austin Barnes,0.344,0.355,0.115,0.302
Will D. Smith,0.277,0.355,0.159,0.269
David Freese,0.324,0.382,0.137,0.316
Gavin Lux,0.301,0.385,0.148,0.293
DJ Peters,0.272,0.389,0.19,0.309
Matt Beaty,0.31,0.374,0.113,0.3
Chase Utley,0.31,0.35,0.123,0.27
Andrew Toles,0.288,0.382,0.131,0.307
Jake Peter,0.281,0.329,0.103,0.301
Rob Segedin,0.298,0.397,0.156,0.289
Rocky Gale,0.261,0.302,0.08,0.27
Angelo Mora,0.275,0.349,0.114,0.3
Edwin Rios,0.278,0.389,0.155,0.329
Travis Taijeron,0.295,0.395,0.184,0.315
Connor Wong,0.271,0.371,0.162,0.31
Paulo Orlando,0.268,0.35,0.114,0.29
Josh Thole,0.266,0.255,0.061,0.243
Shane Peterson,0.28,0.372,0.138,0.307
Zach McKinstry,0.288,0.298,0.092,0.289
Jeren Kendall,0.253,0.313,0.121,0.3
Cameron Perkins,0.285,0.378,0.139,0.277
Tyler Goeddel,0.287,0.317,0.099,0.285
Cristian Santana,0.252,0.369,0.14,0.296
Zach Reks,0.291,0.32,0.088,0.335
Errol Robinson,0.271,0.314,0.096,0.297
Kyle Garlick,0.253,0.393,0.184,0.296
Omar Estevez,0.255,0.323,0.117,0.281
Michael Ahmed,0.266,0.309,0.117,0.296
Logan Landon,0.261,0.333,0.123,0.292
Manny Machado,0.348,0.501,0.22,0.298
Luis Urias,0.335,0.358,0.112,0.306
Franmil Reyes,0.33,0.474,0.216,0.316
Manuel Margot,0.308,0.401,0.141,0.304
Wil Myers,0.327,0.462,0.213,0.315
Ian Kinsler,0.315,0.383,0.137,0.264
Hunter Renfroe,0.295,0.474,0.225,0.295
Eric Hosmer,0.337,0.425,0.157,0.313
Francisco Mejia,0.296,0.398,0.149,0.289
Austin Hedges,0.277,0.42,0.189,0.28
Christian Villanueva,0.298,0.427,0.188,0.285
Fernando Tatis Jr.,0.292,0.406,0.185,0.307
Travis Jankowski,0.323,0.327,0.082,0.317
Franchy Cordero,0.305,0.439,0.193,0.365
Ty France,0.313,0.381,0.144,0.279
Esteban Quiroz,0.33,0.413,0.163,0.284
Jose Pirela,0.31,0.39,0.132,0.303
Michael Gettys,0.261,0.365,0.164,0.316
Greg Garcia,0.342,0.327,0.087,0.301
Chase Headley,0.321,0.342,0.102,0.312
Jason Vosler,0.282,0.357,0.149,0.279
Austin Allen,0.289,0.393,0.157,0.292
Seth Mejias-Brean,0.289,0.329,0.1,0.286
Hudson Potts,0.262,0.377,0.169,0.288
Alex Dickerson,0.307,0.408,0.161,0.294
A.J. Ellis,0.331,0.319,0.089,0.293
Boog Powell,0.317,0.323,0.078,0.303
Josh Naylor,0.318,0.388,0.137,0.284
Allen Craig,0.301,0.331,0.109,0.282
Javy Guerra,0.237,0.341,0.15,0.288
Diego Goris,0.264,0.336,0.105,0.289
River Stevens,0.285,0.319,0.093,0.27
Edward Olivares,0.268,0.359,0.134,0.277
Forrestt Allday,0.317,0.292,0.063,0.288
Webster Rivas,0.265,0.316,0.092,0.293
Dusty Coleman,0.226,0.31,0.141,0.284
Connor Panas,0.265,0.328,0.13,0.263
Jacob Scavuzzo,0.269,0.379,0.158,0.3
Taylor Kohlwey,0.265,0.321,0.128,0.276
Allen Cordoba,0.239,0.291,0.099,0.263
Chris Stewart,0.259,0.239,0.045,0.23
Luis Torrens,0.272,0.333,0.102,0.279
Aderlin Rodriguez,0.274,0.379,0.144,0.288
Eguy Rosario,0.257,0.297,0.102,0.272
Buddy Reed,0.24,0.317,0.123,0.292
Buster Posey,0.363,0.407,0.118,0.318
Brandon Crawford,0.32,0.41,0.156,0.304
Brandon Belt,0.351,0.433,0.183,0.319
Joe Panik,0.337,0.394,0.119,0.295
Evan Longoria,0.305,0.419,0.161,0.295
Alen Hanson,0.286,0.402,0.153,0.299
Breyvic Valera,0.324,0.358,0.092,0.291
Anthony Garcia,0.323,0.414,0.167,0.292
Drew Ferguson,0.329,0.359,0.115,0.328
Austin Slater,0.319,0.377,0.122,0.334
Stephen Vogt,0.31,0.408,0.161,0.28
John Andreoli,0.311,0.331,0.107,0.31
Steven Duggar,0.317,0.36,0.111,0.342
Brock Stassi,0.326,0.364,0.126,0.291
Mac Williamson,0.303,0.408,0.175,0.29
Abiatal Avelino,0.285,0.364,0.121,0.296
Henry Ramos,0.309,0.389,0.127,0.317
Donovan Solano,0.288,0.348,0.091,0.295
Jerry Sands,0.308,0.388,0.156,0.292
Ryan Howard,0.298,0.342,0.088,0.297
Cameron Rupp,0.285,0.367,0.151,0.298
Aramis Garcia,0.264,0.352,0.135,0.296
Cesar Puello,0.329,0.362,0.114,0.321
Levi Michael,0.295,0.333,0.107,0.31
Ryder Jones,0.282,0.373,0.138,0.294
Mike Gerber,0.271,0.365,0.148,0.307
Rene Rivera,0.267,0.341,0.127,0.291
Jin-De Jhang,0.28,0.317,0.078,0.273
Ali Castillo,0.276,0.31,0.068,0.275
Ronnie Freeman,0.27,0.312,0.087,0.287
Trevor Brown,0.278,0.296,0.078,0.27
Caleb Gindl,0.285,0.331,0.105,0.283
Miguel Gomez,0.273,0.38,0.124,0.292
C.J. Hinojosa,0.287,0.319,0.086,0.272
Eury Perez,0.303,0.342,0.082,0.311
Pablo Sandoval,0.292,0.372,0.133,0.276
Zach Green,0.27,0.369,0.161,0.312
Chris Shaw,0.278,0.406,0.178,0.312
Peter Maris,0.287,0.341,0.114,0.276
Hamlet Marte,0.257,0.332,0.121,0.305
Luigi Rodriguez,0.264,0.362,0.146,0.315
Myles Schroder,0.255,0.317,0.109,0.279
Heath Quinn,0.279,0.326,0.111,0.31
Matt Winn,0.233,0.285,0.12,0.297
Sandro Fabian,0.238,0.314,0.114,0.264
Josh Rutledge,0.255,0.282,0.082,0.288
Jalen Miller,0.261,0.323,0.103,0.288
Dee Strange-Gordon,0.311,0.355,0.071,0.331
