Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Rusney Castillo,0.304,0.37,0.101,0.319
Steve Pearce,0.336,0.444,0.188,0.287
Tzu-Wei Lin,0.301,0.35,0.104,0.309
Bobby Dalbec,0.28,0.407,0.207,0.327
Hanley Ramirez,0.325,0.422,0.171,0.287
Christian Vazquez,0.3,0.355,0.099,0.302
Sandy Leon,0.277,0.337,0.116,0.285
Brandon Phillips,0.302,0.377,0.115,0.298
Dan Butler,0.296,0.318,0.097,0.281
Mike Miller,0.302,0.328,0.078,0.296
Tony Renda,0.305,0.364,0.107,0.296
Blake Swihart,0.286,0.318,0.095,0.307
Jantzen Witte,0.297,0.361,0.127,0.305
Adam Lind,0.307,0.402,0.151,0.293
Ivan De Jesus,0.306,0.33,0.082,0.315
Marco Hernandez,0.28,0.374,0.122,0.324
Chad de la Guerra,0.27,0.343,0.13,0.295
Sam Travis,0.301,0.358,0.114,0.31
Austin Rei,0.272,0.295,0.106,0.277
Juan Centeno,0.29,0.341,0.091,0.296
Jeremy Barfield,0.27,0.361,0.155,0.277
Mike Ohlman,0.277,0.336,0.138,0.299
Josh Ockimey,0.302,0.378,0.159,0.329
C.J. Chatham,0.273,0.327,0.087,0.311
Mike Olt,0.274,0.344,0.148,0.288
Cole Sturgeon,0.277,0.328,0.096,0.299
Kyle Wren,0.292,0.306,0.078,0.299
Aneury Tavarez,0.273,0.338,0.113,0.298
Tyler Hill,0.303,0.314,0.076,0.283
Victor Acosta,0.281,0.358,0.118,0.272
Brett Netzer,0.27,0.298,0.071,0.314
Tate Matheny,0.258,0.282,0.076,0.325
Aaron Judge,0.375,0.532,0.273,0.341
Giancarlo Stanton,0.344,0.557,0.301,0.304
Aaron Hicks,0.354,0.459,0.206,0.284
Didi Gregorius,0.324,0.459,0.185,0.284
Gleyber Torres,0.336,0.479,0.214,0.315
Gary Sanchez,0.323,0.499,0.253,0.278
DJ LeMahieu,0.332,0.393,0.12,0.313
Luke Voit,0.344,0.474,0.21,0.317
Miguel Andujar,0.314,0.472,0.196,0.302
Brett Gardner,0.333,0.38,0.133,0.293
Clint Frazier,0.317,0.45,0.209,0.312
Adeiny Hechavarria,0.296,0.365,0.105,0.3
Greg Bird,0.317,0.444,0.22,0.264
Jacoby Ellsbury,0.321,0.354,0.101,0.297
Troy Tulowitzki,0.293,0.374,0.14,0.274
Austin Romine,0.285,0.375,0.138,0.287
Ryan Lavarnway,0.304,0.361,0.136,0.278
Mike Ford,0.319,0.413,0.176,0.269
Francisco Diaz,0.298,0.278,0.051,0.289
Gio Urshela,0.28,0.349,0.106,0.279
Estevan Florial,0.29,0.36,0.142,0.338
Tyler Wade,0.292,0.333,0.112,0.292
Jorge Saez,0.262,0.319,0.126,0.279
Mandy Alvarez,0.277,0.367,0.129,0.267
Thairo Estrada,0.289,0.325,0.078,0.289
Brandon Wagner,0.31,0.364,0.145,0.317
Ryan Lidge,0.291,0.303,0.081,0.267
Kyle Higashioka,0.269,0.379,0.161,0.256
Rey Navarro,0.272,0.356,0.124,0.261
Bruce Caldwell,0.286,0.327,0.125,0.302
L.J. Mazzilli,0.284,0.332,0.112,0.273
Wilkin Castillo,0.235,0.283,0.083,0.227
Billy Fleming,0.284,0.358,0.124,0.288
Matt Lipka,0.262,0.298,0.096,0.267
Billy Burns,0.297,0.31,0.062,0.291
Kyle Holder,0.268,0.308,0.079,0.269
Devyn Bolasky,0.294,0.298,0.06,0.284
Zack Zehner,0.279,0.346,0.138,0.301
Ryan McBroom,0.273,0.373,0.151,0.297
Ben Ruta,0.279,0.327,0.09,0.298
Trey Amburgey,0.258,0.348,0.132,0.282
Gosuke Katoh,0.282,0.303,0.101,0.293
Quintin Berry,0.255,0.245,0.068,0.265
Kevin Kiermaier,0.307,0.402,0.159,0.299
Tommy Pham,0.348,0.434,0.183,0.326
Joey Wendle,0.302,0.389,0.133,0.306
Austin Meadows,0.304,0.438,0.185,0.291
Matt Duffy,0.33,0.368,0.097,0.324
Brandon Lowe,0.316,0.415,0.176,0.303
Daniel Robertson,0.338,0.364,0.128,0.308
Yandy Diaz,0.355,0.335,0.072,0.336
Nate Lowe,0.33,0.42,0.163,0.309
Willy Adames,0.314,0.366,0.12,0.323
Mike Zunino,0.276,0.406,0.2,0.279
Mike Brosseau,0.293,0.359,0.122,0.292
Avisail Garcia,0.311,0.424,0.162,0.328
Ji-Man Choi,0.329,0.403,0.169,0.302
Andrew Velazquez,0.27,0.345,0.124,0.311
Michael Perez,0.275,0.334,0.11,0.29
Jake Smolinski,0.286,0.39,0.171,0.257
Nick Solak,0.308,0.347,0.117,0.296
Anthony Bemboom,0.284,0.297,0.09,0.272
Guillermo Heredia,0.32,0.329,0.086,0.281
Carlos Gomez,0.291,0.348,0.133,0.288
Jake Cronenworth,0.294,0.311,0.082,0.291
Christian Arroyo,0.282,0.348,0.112,0.291
Brett Sullivan,0.275,0.358,0.116,0.274
Ryan Boldt,0.28,0.333,0.107,0.302
David Rodriguez,0.258,0.295,0.088,0.277
Joe McCarthy,0.311,0.354,0.133,0.288
Kean Wong,0.29,0.342,0.101,0.308
Jason Coats,0.278,0.378,0.143,0.291
Nick Ciuffo,0.253,0.309,0.099,0.287
Jesus Sanchez,0.269,0.37,0.134,0.298
Tristan Gray,0.265,0.357,0.142,0.273
Lucius Fox,0.281,0.291,0.078,0.301
Thomas Milone,0.241,0.27,0.081,0.279
Nathan Lukes,0.278,0.332,0.1,0.301
Micah Johnson,0.262,0.307,0.1,0.298
Josh Lowe,0.257,0.301,0.106,0.309
Mac James,0.26,0.246,0.04,0.259
Emilio Bonifacio,0.259,0.272,0.06,0.27
Vladimir Guerrero Jr.,0.352,0.483,0.195,0.305
Randal Grichuk,0.3,0.504,0.261,0.3
Kevin Pillar,0.295,0.404,0.145,0.295
Justin Smoak,0.329,0.45,0.217,0.282
Danny Jansen,0.332,0.385,0.141,0.279
Bo Bichette,0.302,0.41,0.158,0.307
Russell Martin,0.33,0.365,0.154,0.263
Yangervis Solarte,0.306,0.414,0.159,0.27
Kevin Smith,0.27,0.385,0.159,0.293
Cavan Biggio,0.297,0.348,0.149,0.289
Santiago Espinal,0.292,0.339,0.094,0.287
Jonathan Davis,0.288,0.339,0.124,0.281
Kendrys Morales,0.317,0.431,0.182,0.283
Teoscar Hernandez,0.298,0.438,0.203,0.305
Billy McKinney,0.295,0.407,0.178,0.29
Rowdy Tellez,0.306,0.424,0.176,0.291
Reese McGuire,0.292,0.355,0.128,0.281
Devon Travis,0.298,0.41,0.151,0.297
Dwight Smith Jr.,0.304,0.375,0.136,0.286
Brandon Drury,0.301,0.377,0.138,0.304
Lourdes Gurriel Jr.,0.288,0.39,0.142,0.289
Eric Sogard,0.304,0.303,0.077,0.274
Luke Maile,0.267,0.31,0.109,0.265
Anthony Alford,0.275,0.305,0.102,0.299
Dalton Pompey,0.288,0.337,0.119,0.291
Jason Leblebijian,0.266,0.347,0.143,0.301
Gift Ngoepe,0.249,0.293,0.127,0.287
Darnell Sweeney,0.278,0.359,0.147,0.307
Joshua Palacios,0.28,0.325,0.099,0.308
Richard Urena,0.257,0.329,0.106,0.285
Connor Panas,0.26,0.337,0.139,0.264
Forrest Wall,0.292,0.346,0.118,0.306
Roemon Fields,0.265,0.268,0.054,0.288
Max Pentecost,0.243,0.335,0.125,0.28
Juan Kelly,0.272,0.346,0.142,0.285
Ian Parmley,0.239,0.253,0.055,0.286
Andrew Guillotte,0.265,0.276,0.075,0.265
Eloy Jimenez,0.338,0.525,0.236,0.322
Yoan Moncada,0.32,0.406,0.173,0.331
Jose Abreu,0.33,0.465,0.191,0.312
Yolmer Sanchez,0.299,0.379,0.135,0.303
Tim Anderson,0.284,0.401,0.149,0.319
Yonder Alonso,0.333,0.441,0.196,0.288
Danny Mendick,0.292,0.341,0.121,0.271
Jose Rondon,0.275,0.382,0.147,0.295
Luis Alexander Basabe,0.293,0.364,0.147,0.313
Welington Castillo,0.288,0.393,0.157,0.3
Leury Garcia,0.298,0.373,0.114,0.335
James McCann,0.284,0.348,0.117,0.301
Brandon Guyer,0.322,0.371,0.146,0.27
Nick Madrigal,0.303,0.335,0.08,0.279
Luis Robert,0.312,0.341,0.105,0.358
Zack Collins,0.305,0.324,0.148,0.29
Laz Rivera,0.277,0.328,0.095,0.291
Johnny Giavotella,0.304,0.357,0.102,0.291
Nick Delmonico,0.304,0.402,0.176,0.288
Jon Jay,0.316,0.321,0.072,0.31
Matt Skole,0.298,0.374,0.164,0.278
Patrick Leonard,0.275,0.334,0.121,0.314
D.J. Peterson,0.269,0.385,0.163,0.287
Seby Zavala,0.269,0.356,0.144,0.299
Daniel Palka,0.281,0.439,0.217,0.294
Luis Gonzalez,0.277,0.348,0.13,0.28
Jake Elmore,0.322,0.275,0.043,0.287
Alex Presley,0.28,0.312,0.084,0.29
Ryan Brett,0.25,0.323,0.105,0.29
Alfredo Gonzalez,0.265,0.259,0.062,0.28
Adam Engel,0.261,0.315,0.114,0.285
Ryan Cordell,0.246,0.338,0.138,0.274
Gerson Montilla,0.264,0.339,0.121,0.264
Chris Johnson,0.26,0.335,0.113,0.331
Charlie Tilson,0.283,0.299,0.065,0.291
Jacob May,0.268,0.285,0.062,0.308
Ryan Goins,0.266,0.311,0.097,0.279
Casey Gillaspie,0.278,0.35,0.142,0.282
Todd Cunningham,0.313,0.316,0.086,0.277
Gavin Sheets,0.297,0.319,0.088,0.286
Micker Adolfo,0.273,0.361,0.153,0.313
Bryant Flete,0.272,0.288,0.087,0.28
Blake Rutherford,0.272,0.327,0.102,0.289
Joel Booker,0.27,0.279,0.07,0.299
Mitch Roman,0.246,0.252,0.055,0.289
Keon Barnum,0.228,0.332,0.153,0.292
Trey Michalczewski,0.249,0.306,0.113,0.295
Mason Robbins,0.248,0.302,0.072,0.288
Francisco Lindor,0.357,0.506,0.217,0.306
Jose Ramirez,0.38,0.535,0.242,0.296
Michael Brantley,0.355,0.444,0.147,0.315
Edwin Encarnacion,0.344,0.466,0.22,0.276
Jason Kipnis,0.326,0.416,0.164,0.296
Yandy Diaz,0.362,0.355,0.082,0.344
Leonys Martin,0.3,0.396,0.15,0.309
Bradley Zimmer,0.298,0.359,0.14,0.35
Yonder Alonso,0.332,0.441,0.192,0.291
Jordan Luplow,0.318,0.392,0.152,0.297
Andrew Calica,0.316,0.333,0.1,0.315
Max Moroff,0.317,0.343,0.135,0.294
Eric Stamets,0.263,0.329,0.126,0.271
Bobby Bradley,0.289,0.428,0.207,0.286
Yu Chang,0.285,0.355,0.138,0.303
Brandon Guyer,0.327,0.371,0.138,0.284
Nolan Jones,0.32,0.376,0.148,0.331
Tyler Naquin,0.312,0.395,0.136,0.346
Roberto Perez,0.284,0.315,0.125,0.274
Eric Haase,0.252,0.373,0.179,0.292
Oscar Mercado,0.305,0.345,0.101,0.308
Jodd Carter,0.278,0.346,0.13,0.286
Ernie Clement,0.286,0.32,0.081,0.262
Melky Cabrera,0.322,0.405,0.123,0.311
Greg Allen,0.305,0.329,0.091,0.303
Mike Freeman,0.293,0.321,0.082,0.31
Ka'ai Tom,0.289,0.354,0.131,0.292
Mark Mathias,0.292,0.328,0.118,0.284
Connor Marabell,0.286,0.378,0.128,0.293
Rob Brantly,0.275,0.352,0.115,0.284
Sam Haggerty,0.292,0.303,0.102,0.295
Daniel Johnson,0.286,0.379,0.14,0.305
Sicnarf Loopstok,0.287,0.351,0.149,0.289
Mitch Longo,0.296,0.355,0.108,0.314
Rajai Davis,0.277,0.302,0.077,0.295
Li-Jen Chu,0.278,0.357,0.127,0.29
Drew Maggi,0.284,0.29,0.07,0.298
Dorssys Paulino,0.283,0.323,0.117,0.276
Mike Papi,0.304,0.329,0.129,0.286
Brandon Barnes,0.275,0.33,0.111,0.314
Daniel Salters,0.247,0.281,0.088,0.278
Michael Martinez,0.269,0.319,0.088,0.296
Adam Rosales,0.262,0.342,0.135,0.271
Trayce Thompson,0.247,0.34,0.15,0.264
Joe Sever,0.269,0.323,0.098,0.286
Mike Napoli,0.256,0.346,0.182,0.221
Tyler Krieger,0.279,0.319,0.094,0.299
Nellie Rodriguez,0.255,0.348,0.174,0.303
Jorma Rodriguez,0.26,0.281,0.059,0.293
Todd Hankins,0.242,0.276,0.086,0.288
Nicholas Castellanos,0.33,0.497,0.22,0.33
Jeimer Candelario,0.315,0.402,0.167,0.296
Miguel Cabrera,0.361,0.447,0.172,0.319
Jose Iglesias,0.305,0.365,0.1,0.29
Jake Rogers,0.269,0.347,0.148,0.265
JaCoby Jones,0.265,0.348,0.142,0.296
Christin Stewart,0.314,0.428,0.196,0.285
Kaleb Cowart,0.285,0.368,0.139,0.29
Ronny Rodriguez,0.281,0.4,0.148,0.295
Gordon Beckham,0.298,0.345,0.111,0.266
John Hicks,0.281,0.375,0.136,0.304
Grayson Greiner,0.274,0.328,0.122,0.274
Niko Goodrum,0.292,0.391,0.161,0.301
Willi Castro,0.281,0.355,0.115,0.299
Jordy Mercer,0.307,0.356,0.113,0.288
Hector Sanchez,0.287,0.408,0.171,0.278
Mikie Mahtook,0.287,0.389,0.16,0.288
Dustin Peterson,0.284,0.355,0.127,0.287
Kade Scivicque,0.275,0.328,0.1,0.276
Brandon Dixon,0.271,0.394,0.169,0.308
Edwin Espinal,0.289,0.344,0.103,0.282
Chad Huffman,0.302,0.388,0.168,0.269
Bobby Wilson,0.244,0.291,0.101,0.244
Jacob Robson,0.296,0.343,0.117,0.313
Kody Eaves,0.263,0.323,0.124,0.272
Jason Krizan,0.296,0.351,0.115,0.266
Dawel Lugo,0.273,0.347,0.098,0.282
Harold Castro,0.261,0.308,0.065,0.294
Pete Kozma,0.24,0.262,0.069,0.244
Victor Martinez,0.302,0.343,0.093,0.272
Troy Montgomery,0.295,0.304,0.09,0.288
Daz Cameron,0.284,0.345,0.124,0.3
Sergio Alcantara,0.279,0.286,0.058,0.29
Cam Gibson,0.262,0.317,0.124,0.261
Josh Lester,0.273,0.368,0.152,0.271
Jarrod Saltalamacchia,0.241,0.281,0.129,0.23
Victor Reyes,0.272,0.325,0.082,0.302
Brady Policelli,0.252,0.318,0.12,0.255
Derek Hill,0.25,0.264,0.077,0.278
Daniel Woodrow,0.279,0.294,0.062,0.304
Will Maddox,0.27,0.298,0.063,0.293
Whit Merrifield,0.331,0.415,0.135,0.323
Adalberto Mondesi,0.295,0.462,0.201,0.319
Salvador Perez,0.289,0.448,0.195,0.275
Nicky Lopez,0.321,0.344,0.084,0.286
Billy Hamilton,0.3,0.33,0.088,0.309
Alex Gordon,0.317,0.352,0.122,0.292
Xavier Fernandez,0.291,0.365,0.116,0.285
Jorge Soler,0.34,0.423,0.176,0.337
Meibrys Viloria,0.277,0.325,0.103,0.282
Emmanuel Rivera,0.296,0.373,0.116,0.308
Ryan O'Hearn,0.307,0.413,0.187,0.282
Jecksson Flores,0.279,0.333,0.093,0.289
Cheslor Cuthbert,0.299,0.382,0.141,0.284
Brian Goodwin,0.288,0.376,0.153,0.3
Cam Gallagher,0.279,0.313,0.088,0.256
Donnie Dewees,0.276,0.34,0.11,0.28
Frank Schwindel,0.286,0.418,0.162,0.282
Jorge Bonifacio,0.302,0.379,0.147,0.306
Brett Phillips,0.275,0.344,0.144,0.315
Kelvin Gutierrez,0.279,0.335,0.102,0.305
Chris Owings,0.283,0.365,0.124,0.305
Kort Peterson,0.285,0.367,0.142,0.322
Nick Dini,0.274,0.331,0.101,0.276
Bubba Starling,0.255,0.327,0.127,0.28
Hunter Dozier,0.285,0.383,0.156,0.302
Khalil Lee,0.298,0.345,0.134,0.317
Erick Mejia,0.281,0.325,0.092,0.297
Alex Liddi,0.267,0.406,0.187,0.296
Blake Perkins,0.294,0.28,0.078,0.285
Chris Owings,0.283,0.364,0.124,0.305
Brewer Hicklen,0.261,0.344,0.138,0.305
Corey Toups,0.275,0.316,0.112,0.304
Humberto Arteaga,0.259,0.299,0.067,0.279
Jack Lopez,0.25,0.306,0.09,0.283
Taylor Featherston,0.251,0.306,0.116,0.284
Ramon Torres,0.273,0.316,0.077,0.277
Sebastian Rivero,0.245,0.31,0.094,0.278
Samir Duenez,0.281,0.368,0.14,0.283
Anderson Miller,0.269,0.332,0.11,0.288
MJ Melendez,0.249,0.341,0.156,0.296
Parker Morin,0.24,0.279,0.084,0.258
D.J. Burt,0.284,0.29,0.078,0.287
Terrance Gore,0.264,0.222,0.023,0.277
Nick Heath,0.261,0.254,0.059,0.302
Manny Olloque,0.245,0.316,0.108,0.307
Elier Hernandez,0.254,0.299,0.085,0.287
Nelson Cruz,0.348,0.5,0.234,0.29
Max Kepler,0.328,0.442,0.196,0.275
Eddie Rosario,0.31,0.469,0.193,0.313
Willians Astudillo,0.307,0.459,0.179,0.263
Jonathan Schoop,0.3,0.453,0.193,0.306
Byron Buxton,0.291,0.395,0.159,0.325
Miguel Sano,0.321,0.46,0.234,0.324
C.J. Cron,0.317,0.476,0.217,0.298
Logan Forsythe,0.336,0.359,0.115,0.309
Jorge Polanco,0.316,0.401,0.138,0.308
Nick Gordon,0.292,0.349,0.103,0.31
Jake Cave,0.303,0.416,0.169,0.333
Jason Castro,0.299,0.339,0.132,0.293
Logan Morrison,0.325,0.444,0.211,0.262
Taylor Motter,0.296,0.391,0.161,0.267
Luis Arraez,0.309,0.354,0.086,0.302
Joe Mauer,0.345,0.373,0.102,0.321
Tyler Austin,0.298,0.46,0.229,0.309
Mitch Garver,0.307,0.371,0.138,0.301
Lucas Duda,0.315,0.438,0.213,0.283
LaMonte Wade Jr.,0.33,0.356,0.111,0.289
Royce Lewis,0.286,0.364,0.131,0.278
Alex Kirilloff,0.306,0.44,0.17,0.315
Ehire Adrianza,0.299,0.355,0.111,0.298
Wynston Sawyer,0.316,0.35,0.117,0.301
Dean Anna,0.32,0.306,0.063,0.284
Ronald Torreyes,0.294,0.337,0.073,0.301
Zach Granite,0.302,0.32,0.072,0.283
Brian Schales,0.3,0.345,0.121,0.296
Michael Reed,0.321,0.35,0.134,0.318
Tomas Telis,0.305,0.347,0.087,0.29
Brian Navarreto,0.243,0.284,0.078,0.254
Jermaine Curtis,0.323,0.3,0.081,0.277
Jeremy Hazelbaker,0.278,0.372,0.166,0.302
Jordan Gore,0.281,0.291,0.07,0.308
Brent Rooker,0.291,0.411,0.186,0.296
Leonardo Reginatto,0.275,0.304,0.073,0.292
Luke Raley,0.291,0.366,0.141,0.32
Drew Maggi,0.284,0.29,0.07,0.295
Wilin Rosario,0.295,0.42,0.172,0.294
Andy Wilkins,0.276,0.399,0.196,0.257
Randy Cesar,0.279,0.327,0.091,0.332
Jordany Valdespin,0.3,0.339,0.097,0.287
Adam Rosales,0.265,0.343,0.136,0.27
Mike Olt,0.276,0.338,0.145,0.282
Jaylin Davis,0.266,0.339,0.13,0.307
Zander Wiel,0.283,0.356,0.136,0.282
Edgar Corcino,0.287,0.35,0.112,0.297
Jordan Pacheco,0.255,0.259,0.061,0.248
Alex Bregman,0.367,0.494,0.217,0.293
Jose Altuve,0.372,0.468,0.159,0.332
Carlos Correa,0.349,0.457,0.194,0.315
George Springer,0.345,0.444,0.186,0.302
Kyle Tucker,0.328,0.479,0.213,0.307
Michael Brantley,0.344,0.428,0.143,0.302
Marwin Gonzalez,0.322,0.426,0.169,0.308
Myles Straw,0.325,0.307,0.056,0.322
Tyler White,0.336,0.442,0.185,0.294
Josh Reddick,0.328,0.416,0.149,0.294
Tony Kemp,0.332,0.368,0.101,0.301
Robinson Chirinos,0.307,0.38,0.178,0.282
A.J. Reed,0.308,0.434,0.205,0.288
Evan Gattis,0.291,0.447,0.209,0.265
Garrett Stubbs,0.304,0.327,0.096,0.28
Jake Marisnick,0.28,0.408,0.187,0.296
Aledmys Diaz,0.299,0.409,0.155,0.277
Yordan Alvarez,0.315,0.44,0.185,0.324
Derek Fisher,0.3,0.4,0.185,0.305
Yuli Gurriel,0.314,0.429,0.157,0.294
Max Stassi,0.295,0.377,0.166,0.28
Martin Maldonado,0.275,0.333,0.124,0.266
Alex De Goti,0.274,0.326,0.107,0.278
Jamie Ritchie,0.315,0.303,0.084,0.293
Abraham Toro,0.283,0.36,0.153,0.251
Lorenzo Quintana,0.264,0.386,0.169,0.254
Jack Mayfield,0.279,0.381,0.148,0.281
Chuckie Robinson,0.25,0.325,0.123,0.265
Nick Tanielu,0.284,0.353,0.108,0.28
Ronnie Dawson,0.277,0.349,0.138,0.292
Randy Cesar,0.268,0.32,0.096,0.317
Josh Rojas,0.286,0.344,0.125,0.272
Carmen Benedetti,0.293,0.324,0.107,0.318
J.J. Matijevic,0.273,0.411,0.191,0.29
Stephen Wrenn,0.26,0.315,0.111,0.289
Jonathan Arauz,0.26,0.313,0.112,0.243
Taylor Jones,0.277,0.326,0.126,0.28
Chas McCormick,0.277,0.304,0.081,0.268
Mike Trout,0.433,0.59,0.299,0.328
Andrelton Simmons,0.325,0.392,0.114,0.292
Shohei Ohtani,0.343,0.515,0.245,0.347
Justin Upton,0.321,0.446,0.21,0.303
Zack Cozart,0.315,0.413,0.165,0.274
Jabari Blash,0.317,0.455,0.239,0.295
Kole Calhoun,0.312,0.396,0.158,0.287
David Fletcher,0.293,0.346,0.092,0.282
Justin Bour,0.327,0.444,0.207,0.279
Jose Miguel Fernandez,0.316,0.392,0.132,0.273
Jonathan Lucroy,0.304,0.351,0.104,0.282
Luis Rengifo,0.306,0.358,0.119,0.282
Jo Adell,0.269,0.397,0.179,0.29
Jarrett Parker,0.292,0.396,0.185,0.308
Wilfredo Tovar,0.28,0.321,0.083,0.271
Jefry Marte,0.293,0.414,0.185,0.259
Jose Briceno,0.246,0.349,0.138,0.252
Zach Houchins,0.26,0.366,0.145,0.263
Kevan Smith,0.298,0.346,0.093,0.289
Ben Revere,0.301,0.348,0.084,0.286
Taylor Ward,0.299,0.335,0.111,0.282
Ryan Schimpf,0.297,0.396,0.194,0.302
Cesar Puello,0.316,0.349,0.114,0.306
Dustin Garneau,0.263,0.333,0.13,0.246
Julian Leon,0.282,0.321,0.136,0.268
Tommy La Stella,0.313,0.333,0.092,0.278
Chris B. Young,0.287,0.381,0.171,0.25
Michael Hermosillo,0.29,0.351,0.136,0.291
Roberto Pena,0.248,0.291,0.079,0.252
Peter Bourjos,0.265,0.345,0.128,0.282
Matt Thaiss,0.291,0.364,0.132,0.283
Albert Pujols,0.284,0.376,0.134,0.256
Sherman Johnson,0.279,0.295,0.102,0.261
Brennon Lund,0.285,0.315,0.088,0.304
Jared Walsh,0.272,0.379,0.164,0.297
Jahmai Jones,0.282,0.342,0.125,0.282
Eric Young Jr.,0.271,0.307,0.093,0.27
Bo Way,0.275,0.274,0.053,0.28
Stephen McGee,0.281,0.288,0.112,0.271
Jose Rojas,0.267,0.354,0.129,0.281
Jack Kruger,0.267,0.296,0.079,0.277
Brandon Marsh,0.272,0.327,0.12,0.31
Connor Justus,0.267,0.257,0.082,0.246
David MacKinnon,0.306,0.281,0.08,0.275
Roberto Baldoquin,0.242,0.255,0.056,0.279
Brandon Sandoval,0.272,0.282,0.06,0.298
Brendon Sanger,0.282,0.309,0.108,0.272
Matt Chapman,0.318,0.473,0.234,0.299
Matt Olson,0.329,0.469,0.234,0.284
Khris Davis,0.326,0.516,0.269,0.289
Stephen Piscotty,0.331,0.451,0.194,0.3
Ramon Laureano,0.314,0.41,0.169,0.32
Marcus Semien,0.313,0.405,0.155,0.295
Franklin Barreto,0.299,0.457,0.218,0.31
Jurickson Profar,0.326,0.4,0.155,0.276
Sean Murphy,0.278,0.36,0.14,0.263
Nick Martini,0.332,0.345,0.101,0.309
Dustin Fowler,0.293,0.43,0.167,0.313
Chad Pinder,0.299,0.424,0.183,0.307
Mark Canha,0.309,0.429,0.192,0.278
Chris Herrmann,0.299,0.329,0.129,0.268
Corban Joseph,0.297,0.359,0.111,0.267
Eric Campbell,0.336,0.342,0.105,0.289
Bruce Maxwell,0.282,0.328,0.111,0.289
Beau Taylor,0.291,0.298,0.092,0.286
Josh Phegley,0.277,0.365,0.15,0.266
Luis Barrera,0.277,0.331,0.097,0.292
Matthew Joyce,0.321,0.383,0.167,0.255
Mark Payton,0.291,0.347,0.128,0.279
Slade Heathcott,0.275,0.331,0.121,0.306
Jonah Heim,0.254,0.294,0.089,0.258
Skye Bolt,0.267,0.336,0.135,0.283
B.J. Boyd,0.28,0.311,0.075,0.288
Brett Vertigan,0.272,0.265,0.061,0.283
Sheldon Neuse,0.261,0.32,0.102,0.32
Nate Mondou,0.283,0.296,0.072,0.281
Tyler Ramirez,0.282,0.322,0.113,0.313
Melvin Mercedes,0.288,0.259,0.053,0.269
Jorge Mateo,0.25,0.332,0.126,0.291
Kevin Merrell,0.259,0.273,0.049,0.298
Steve Lombardozzi Jr.,0.289,0.286,0.057,0.272
J.P. Sportman,0.249,0.331,0.119,0.275
Seth Brown,0.261,0.326,0.123,0.296
Mitch Haniger,0.339,0.456,0.195,0.314
Kyle Seager,0.31,0.427,0.181,0.278
