Player,OP_BABIP_zips,OP_ERA-_zips
Matt Tracy,0.306,131
Taylor Guerrieri,0.301,130
Jake Fishman,0.296,121
Craig Breslow,0.305,128
Brandon Cumpton,0.31,138
Yennsy Diaz,0.3,133
Jon Harris,0.304,134
David Garner,0.311,149
Justin Dillon,0.297,141
Luis Santos,0.307,142
Michael Kopech,0.301,92
Carlos Rodon,0.292,97
Dane Dunning,0.296,102
Ivan Nova,0.297,108
Reynaldo Lopez,0.29,112
Dylan Cease,0.299,109
Alex Colome,0.297,81
Jordan Guerrero,0.308,115
Jace Fry,0.3,80
Tanner Banks,0.303,116
Miguel Gonzalez,0.296,115
Bernardo Flores,0.301,117
Manny Banuelos,0.302,112
Lucas Giolito,0.286,121
Kodi Medeiros,0.305,119
Donn Roach,0.299,119
Juan Minaya,0.299,94
Kelvin Herrera,0.298,92
Jimmy Lambert,0.3,120
Chris Volstad,0.3,117
Aaron Bummer,0.301,95
Evan Marshall,0.31,99
Ian Hamilton,0.291,98
Dylan Covey,0.299,123
Nate Jones,0.289,92
Matt Tomshaw,0.309,125
Randall Delgado,0.294,104
Matt Foster,0.302,102
Jordan Stephens,0.3,126
Colton Turner,0.298,108
Zack Burdi,0.29,106
T.J. House,0.306,127
James Shields,0.286,128
Bruce Rondon,0.312,108
Robbie Ross Jr.,0.305,109
Jacob Lindgren,0.29,116
Alec Hansen,0.298,130
Caleb Frare,0.296,112
Tyler B. Johnson,0.295,113
Jose Ruiz,0.308,116
Thyago Vieira,0.292,121
Zach Thompson,0.299,120
Ryan Burr,0.296,126
Carson Fulmer,0.301,137
Asher Wojciechowski,0.302,140
Spencer Adams,0.302,140
Corey Kluber,0.287,3.02
Carlos Carrasco,0.3,3.29
Trevor Bauer,0.301,3.19
Shane Bieber,0.309,3.48
Mike Clevinger,0.291,3.96
Brad Hand,0.291,3.1
Danny Salazar,0.301,3.87
Andrew Miller,0.297,3.05
Walker Lockett,0.301,4.65
Cody Allen,0.294,3.59
James Hoyt,0.308,3.36
Chih-Wei Hu,0.301,4.83
Cody Anderson,0.301,4.77
Aaron Civale,0.307,4.88
Adam Plutko,0.302,4.94
Mitch Talbot,0.301,4.94
Cole Sulser,0.306,3.81
Dan Otero,0.297,3.61
Josh Tomlin,0.295,4.91
Oliver Perez,0.297,3.59
Jefry Rodriguez,0.303,4.92
Triston McKenzie,0.304,4.95
Tyler Olson,0.301,3.89
Adam Cimber,0.297,4.21
Josh Martin,0.304,3.75
Ben Taylor,0.311,4.21
Nick Goody,0.296,4.19
Henry Martinez,0.302,4.08
Stephen Fife,0.31,4.64
Jean Carlos Mejia,0.3,4.89
Jon Edwards,0.3,4.41
Alexi Ogando,0.298,4.64
Luke Eubank,0.301,4.52
Sam Hentges,0.304,5.43
Jordan Milbrath,0.305,4.74
Kyle Dowdy,0.307,5.31
James Karinchak,0.296,5.05
Kieran Lovegrove,0.301,5.1
Jeff Beliveau,0.296,5.29
Myles Jaye,0.303,5.47
Preston Claiborne,0.297,5.56
Neil Ramirez,0.302,4.88
Adam Wilk,0.305,5.68
Nick Pasquale,0.309,5.48
R.C. Orlan,0.303,5.71
Mitch Brown,0.305,5.75
Rob Kaminsky,0.295,6.15
Shao-Ching Chiang,0.304,5.7
Sean Brady,0.309,6.04
Michael Fulmer,0.288,95
Matthew Boyd,0.294,102
Blaine Hardy,0.296,88
Daniel Norris,0.308,100
Drew VerHagen,0.296,97
Joe Jimenez,0.306,80
Spencer Turnbull,0.3,109
Matt Manning,0.302,106
Matt Hall,0.302,108
Tyson Ross,0.298,110
Jordan Zimmermann,0.302,114
Beau Burrows,0.302,115
Tyler Alexander,0.306,116
Alex Wilson,0.286,89
Shane Greene,0.299,93
Matt Moore,0.308,115
Warwick Saupold,0.304,109
Louis Coleman,0.298,95
Zac Reininger,0.3,99
Zac Houston,0.295,95
Gregory Soto,0.304,118
John Schreiber,0.292,96
Joe Navilhon,0.298,98
Anthony Castro,0.302,119
Francisco Liriano,0.298,119
Alex Faedo,0.308,119
Buck Farmer,0.298,103
Victor Alcantara,0.3,104
Kyle Funkhouser,0.304,118
Caleb Thielbar,0.299,96
Logan Shore,0.302,119
Daniel Stumpf,0.305,99
Kevin Comer,0.304,105
Reed Garrett,0.307,106
A.J. Ladwig,0.31,124
Eduardo Jimenez,0.299,106
Nick Ramirez,0.3,110
Eduardo Paredes,0.298,109
Kevin Chapman,0.308,107
Franklin Perez,0.299,122
Chris S. Smith,0.301,111
Johnny Barbato,0.304,115
Josh Smoker,0.31,115
Jacob Turner,0.303,127
Christian Binford,0.305,128
Kurt Spomer,0.299,122
Paul Voelker,0.298,126
Jose Manuel Fernandez,0.296,126
Ryan Carpenter,0.308,135
Nick Tepesch,0.298,139
Phillippe Aumont,0.297,152
Spenser Watkins,0.304,141
Sandy Baez,0.303,148
Jakob Junis,0.301,102
Brad Keller,0.299,101
Danny Duffy,0.302,102
Trevor Oaks,0.307,106
Ben Lively,0.302,104
Richard Lovelady,0.298,82
Jesse Hahn,0.3,105
Glenn Sparkman,0.307,111
Sam McWilliams,0.312,114
Arnaldo Hernandez,0.301,115
Nate Karns,0.301,106
Jonathan Dziedzic,0.303,116
Jason Hammel,0.312,116
Heath Fillmyer,0.296,118
Brian Flynn,0.297,97
Pedro Fernandez,0.298,105
Ian Kennedy,0.286,120
Jake Kalish,0.304,115
Gabe Speier,0.302,102
Jake Newberry,0.295,101
Tim Hill,0.302,101
Wily Peralta,0.313,116
Jason Adam,0.294,101
Kevin McCarthy,0.299,106
Foster Griffin,0.306,123
Eric Skoglund,0.303,122
Josh Staumont,0.302,121
Kyle Zimmer,0.304,115
Kevin Lenik,0.303,108
Sam Selman,0.298,110
Jorge Lopez,0.305,123
Scott Barlow,0.307,127
Seth Maness,0.308,111
Enny Romero,0.307,114
Conner Greene,0.303,126
Zach Lovvorn,0.308,128
Walker Sheller,0.302,117
Scott Blewett,0.304,129
Michael Ynoa,0.301,119
Grant Gavin,0.305,117
Yunior Marte,0.299,116
Brandon Maurer,0.309,118
Blaine Boyer,0.307,121
Chris Ellis,0.308,132
Burch Smith,0.306,134
Kyle Lohse,0.299,135
Andres Machado,0.309,135
Ofreidy Gomez,0.307,135
Gerson Garabito,0.297,142
Jose Berrios,0.292,90
Kyle Gibson,0.3,103
Jake Odorizzi,0.286,102
Zack Littell,0.307,105
Martin Perez,0.305,105
Fernando Romero,0.301,106
Ervin Santana,0.285,105
Lewis Thorpe,0.306,107
Taylor Rogers,0.296,74
Kohl Stewart,0.3,110
Adalberto Mejia,0.304,104
Stephen Gonsalves,0.302,111
Michael Pineda,0.319,103
Devin Smeltzer,0.313,109
Andrew Vasquez,0.302,84
D.J. Baxendale,0.304,106
Gabriel Moya,0.294,100
Sean Poppen,0.305,117
Trevor Hildenberger,0.3,92
Cody Stashak,0.3,109
Blake Parker,0.294,92
Addison Reed,0.305,93
Trevor May,0.305,88
Tyler Duffey,0.305,99
Ryne Harper,0.304,93
Randy LeBlanc,0.302,119
Tyler Wells,0.3,121
Mike Morin,0.307,100
Justin Nicolino,0.312,124
Adam Bray,0.315,119
Kevin Comer,0.308,105
Matt Belisle,0.295,104
Alan Busenitz,0.307,110
Jake Reed,0.295,108
Preston Guilmet,0.301,110
Ryan Eades,0.302,123
Dario Alvarez,0.304,108
Austin D. Adams,0.307,112
Dan Camarena,0.309,128
Luke Bard,0.304,108
Jorge Alcala,0.302,128
Chris Gimenez,0.267,206
Pat Dean,0.314,132
Dusten Knight,0.304,119
Matt Magill,0.299,117
Tim Collins,0.305,120
Chase De Jong,0.302,132
Tyler Jay,0.303,129
Zack Weiss,0.302,131
Jeff Ames,0.302,141
Justin Verlander,0.271,73
Gerrit Cole,0.297,79
Dallas Keuchel,0.288,89
Lance McCullers,0.304,85
Collin McHugh,0.294,90
Brad Peacock,0.295,84
Framber Valdez,0.292,103
Josh James,0.3,102
Ryan Pressly,0.294,75
Wade Miley,0.302,110
Cionel Perez,0.296,100
Roberto Osuna,0.291,72
Rogelio Armenteros,0.3,111
Chris Devenski,0.282,82
Brock Dykxhoorn,0.299,114
Brandon Bielak,0.296,113
Will Harris,0.29,80
Brady Rodgers,0.3,110
Forrest Whitley,0.297,106
Corbin Martin,0.295,116
Joe Smith,0.288,86
Hector Rondon,0.301,91
Dean Deetz,0.294,108
Ryan Hartman,0.299,119
Brendan McCurry,0.301,94
J.B. Bukauskas,0.295,114
Jose Hernandez,0.301,119
Kit Scheetz,0.296,97
Cy Sneed,0.3,121
Tony Sipp,0.289,90
Kent Emanuel,0.303,118
Akeem Bostick,0.299,122
Matt Ramsey,0.297,104
Brandon Bailey,0.297,125
Bryan Abreu,0.3,128
Reymin Guduan,0.303,109
Francis Martes,0.297,127
Erasmo Pinales,0.297,117
Ronel Blanco,0.301,127
Ralph Garza,0.299,119
Alex Winkelman,0.3,135
Brett Adcock,0.294,138
Andrew Thome,0.299,133
Justin Ferrell,0.3,146
Andrew Heaney,0.3,95
Tyler Skaggs,0.307,95
Jose Suarez,0.294,100
Jaime Barria,0.29,105
Griffin Canning,0.291,104
Shohei Ohtani,0.299,94
Cody Allen,0.286,84
Trevor Cahill,0.288,106
Matt Harvey,0.301,113
Ty Buttrey,0.302,93
John Lamb,0.308,111
Patrick Sandoval,0.293,114
Cam Bedrosian,0.301,93
Alex Meyer,0.297,106
Felix Pena,0.304,117
Luis Garcia,0.311,95
Dillon Peters,0.305,118
Justin Anderson,0.3,98
Taylor Cole,0.291,101
Noe Ramirez,0.294,101
Ivan Pineyro,0.301,119
Joe Gatto,0.3,120
Matt Ramsey,0.3,98
Blake Wood,0.308,98
Jim Johnson,0.304,100
Hansel Robles,0.293,103
Nick Tropeano,0.297,120
John Curtiss,0.293,103
JC Ramirez,0.295,123
Dylan Unsworth,0.297,122
Keynan Middleton,0.298,105
Jeremy Rhoades,0.299,109
Miguel Almonte,0.299,126
Junichi Tazawa,0.303,119
Deck McGuire,0.292,129
Akeel Morris,0.298,119
Luis Madero,0.299,132
Jesus Castillo,0.297,132
Ralston Cash,0.301,122
Williams Jerez,0.305,122
Zac Ryan,0.299,123
Jake Jewell,0.3,124
Daniel Procopio,0.299,134
Forrest Snow,0.299,137
Osmer Morales,0.299,140
Luis Pena,0.3,145
Ryan Clark,0.305,159
Blake Treinen,0.288,65
Jesus Luzardo,0.301,88
Sean Manaea,0.287,98
Daniel Mengden,0.291,103
Chris Bassitt,0.298,97
Mike Fiers,0.29,105
Lou Trivino,0.29,79
Frankie Montas,0.306,104
Jharel Cotton,0.294,104
Andrew Triggs,0.296,90
Joakim Soria,0.303,73
Brett Anderson,0.309,103
Liam Hendriks,0.298,77
Brian Howard,0.303,109
Jake Buchanan,0.312,111
Parker Dunshee,0.297,110
Marco Estrada,0.276,112
Ben Bracewell,0.298,111
A.J. Puk,0.303,104
Paul Blackburn,0.295,109
Tanner Anderson,0.3,100
J.B. Wendelken,0.308,89
Matt Milburn,0.302,115
Aaron Brooks,0.312,111
Daniel Gossett,0.299,114
Eric Jokisch,0.305,115
Fernando Rodney,0.295,91
Yusmeiro Petit,0.288,96
Xavier Altamirano,0.303,117
Edwin Jackson,0.288,116
James Naile,0.3,118
Kyle Lobstein,0.295,115
Ryan Buchter,0.276,88
Kyle Crockett,0.301,92
Ryan Dull,0.283,95
Grant Holmes,0.296,120
Jerry Blevins,0.302,97
Brian Schlitter,0.299,101
Dean Kiekhefer,0.302,104
Wei-Chung Wang,0.299,121
Raul Alcantara,0.294,121
Carlos Ramirez,0.292,115
Jarret Martin,0.295,114
Kyle Finnegan,0.295,116
Sam Bragg,0.3,122
Miguel Romero,0.301,119
John Gorman,0.297,118
Norge Ruiz,0.304,130
Parker Bridwell,0.29,130
Yusei Kikuchi,0.294,99
Marco Gonzales,0.31,105
Mike Leake,0.304,108
Justus Sheffield,0.299,104
Hisashi Iwakuma,0.295,110
Shawn Armstrong,0.291,79
Felix Hernandez,0.285,112
Wade LeBlanc,0.289,112
Adam Warren,0.287,82
Gerson Bautista,0.3,88
Erik Swanson,0.299,115
Nick Vincent,0.296,93
Zach Duke,0.293,89
Roenis Elias,0.298,112
Anthony Swarzak,0.29,94
Ariel Miranda,0.283,118
Justin Dunn,0.305,120
Tommy Milone,0.307,119
Max Povse,0.305,119
Tyler Danish,0.301,115
Sam Tuivailala,0.305,94
Chasen Bradford,0.298,98
Ryan Garton,0.301,99
Brandon Brennan,0.302,102
Rob Whalen,0.297,121
Casey Lawrence,0.308,120
Nick Rumbelow,0.293,98
Darren McCaughan,0.296,123
Zac Rosscup,0.304,92
Cory Gearrin,0.295,103
Ruben Alaniz,0.304,107
Dan Altavilla,0.291,105
David McKay,0.301,106
Wyatt Mills,0.299,107
Matt Tenuta,0.297,109
Williams Perez,0.303,125
Christian Bergman,0.303,125
Marc Rzepczynski,0.307,111
Matt Festa,0.301,114
Ricardo Sanchez,0.307,132
Tucker Healy,0.296,123
Art Warren,0.296,122
Ryan Cook,0.302,122
Robinson Leyer,0.301,122
Darin Gillies,0.297,124
David Rollins,0.298,139
Anthony Misiewicz,0.304,134
Ross Detwiler,0.305,137
Matt Walker,0.304,130
Tayler Scott,0.303,133
Bryan Evans,0.301,147
Nathan Bannister,0.302,168
Lance Lynn,0.31,100
Mike Minor,0.288,100
Jose Leclerc,0.294,67
Brock Burke,0.315,103
Martin Perez,0.307,103
Drew Smyly,0.308,102
Jesse Chavez,0.297,86
Brett Martin,0.312,106
Yovani Gallardo,0.305,113
Adrian Sampson,0.309,114
Shelby Miller,0.312,109
Chris Martin,0.313,81
Tony Barnette,0.306,77
Phillips Valdez,0.313,113
Matt Bush,0.296,83
Doug Fister,0.302,111
Clayton Blackburn,0.313,112
Kyle Bird,0.308,102
Jeffrey Springs,0.308,107
Deolis Guerra,0.301,96
Jeanmar Gomez,0.312,96
Ariel Jurado,0.309,120
Edinson Volquez,0.307,111
Luke Farrell,0.31,115
Nick Gardewine,0.304,88
Taylor Hearn,0.305,119
Drew Hutchison,0.309,119
Joe Palumbo,0.301,111
Jonathan Hernandez,0.309,120
Michael Tonkin,0.312,100
Ricardo Rodriguez,0.307,105
Ronald Herrera,0.306,121
Connor Sadzeck,0.305,102
Tim Dillard,0.3,106
Jordan Romano,0.29,122
Wei-Chieh Huang,0.305,111
Eddie Butler,0.308,122
Miguel Del Pozo,0.313,111
C.D. Pelham,0.306,112
Chris Rowley,0.303,126
Wes Benjamin,0.31,129
Richelson Pena,0.306,129
Jack Leathersich,0.305,119
Adam Parks,0.304,118
Zac Curtis,0.303,117
Tim Lincecum,0.307,123
Adam Loewen,0.298,120
Kevin Jepsen,0.284,125
Chris Tillman,0.302,132
Brandon Mann,0.298,129
Austin Bibens-Dirkx,0.305,133
Ariel Hernandez,0.303,128
Rafael Montero,0.321,134
Locke St. John,0.302,128
Collin Wiles,0.306,136
Yohander Mendez,0.302,143
Yoel Espinal,0.305,157
Kevin Gausman,0.296,92
Mike Foltynewicz,0.293,94
Sean Newcomb,0.282,99
Touki Toussaint,0.302,100
Mike Soroka,0.299,86
Bryse Wilson,0.305,100
Julio Teheran,0.269,109
Kyle Wright,0.305,105
Luiz Gohara,0.301,100
Kolby Allard,0.309,105
Brad Brach,0.288,79
Dan Winkler,0.303,74
A.J. Minter,0.304,77
Max Fried,0.302,105
Joey Wentz,0.302,100
Anibal Sanchez,0.295,108
Wes Parsons,0.301,107
Luke Jackson,0.305,84
Ian Anderson,0.299,111
Darren O'Day,0.281,73
Corbin Clouse,0.304,92
Arodys Vizcaino,0.289,84
Thomas Burrows,0.301,93
Brandon McCarthy,0.305,109
Miguel Socolovich,0.3,95
Shane Carle,0.294,97
Sam Freeman,0.298,95
Jesse Biddle,0.297,100
Jason Hursh,0.302,102
Grant Dayton,0.292,92
Chad Bell,0.308,115
Fernando Salas,0.302,101
Chad Sobotka,0.296,103
Peter Moylan,0.295,96
Kyle Muller,0.305,122
Chase Whitley,0.291,110
Josh Ravin,0.293,100
Aaron Blair,0.298,124
Jonny Venters,0.293,104
Jose Al. Ramirez,0.29,110
David Peterson,0.299,113
Michael Mader,0.302,129
Jacob Webb,0.298,119
Patrick Weigel,0.298,134
Rex Brothers,0.311,125
Huascar Ynoa,0.308,133
Josh Graham,0.302,136
Pablo Lopez,0.296,101
Nick Neidert,0.296,109
Trevor Richards,0.297,109
Jose Urena,0.284,112
Zac Gallen,0.301,113
Wei-Yin Chen,0.292,112
Hector Noesi,0.295,115
Dustin Beggs,0.299,114
Drew Steckenrider,0.301,94
Sandy Alcantara,0.295,119
Mike Kickham,0.296,112
Kyle Keller,0.296,93
Caleb Smith,0.292,114
Robert Dugger,0.296,119
Jordan Yamamoto,0.295,113
Joe Gunkel,0.293,117
Ben Meyer,0.301,112
Brian Moran,0.3,95
Jumbo Diaz,0.292,96
Dylan Lee,0.299,98
Jose Quijada,0.299,99
Tommy Eveld,0.292,96
Nick Anderson,0.294,98
Nick Wittgren,0.302,102
Chris O'Grady,0.294,116
Drew Rucinski,0.297,105
Adam Conley,0.291,108
Kolton Mahoney,0.299,121
Dan Straily,0.285,126
Sean Burnett,0.294,104
Javy Guerra,0.301,112
Riley Ferrell,0.298,112
Jeff Brigham,0.299,127
Tyler Stevens,0.297,113
Tayron Guerrero,0.305,115
R.J. Alvarez,0.297,116
McKenzie Mills,0.297,129
Tyler Kinley,0.304,117
Julian Fernandez,0.299,124
Jordan Holloway,0.297,143
Merandy Gonzalez,0.302,133
Esmerling de la Rosa,0.302,130
Tyler Cloyd,0.299,138
Brett Graves,0.293,144
Jorge Guzman,0.299,146
Jarlin Garcia,0.288,140
Elieser Hernandez,0.295,149
Jacob deGrom,0.292,71
Noah Syndergaard,0.311,79
Zack Wheeler,0.293,93
Edwin Diaz,0.288,59
Steven Matz,0.299,105
Jeurys Familia,0.294,77
Justin Wilson,0.301,80
Walker Lockett,0.297,118
Seth Lugo,0.293,111
Franklyn Kilome,0.299,117
Corey Taylor,0.297,98
Luis Avilan,0.301,90
Drew Smith,0.296,97
Stephen Villines,0.294,95
Robert Gsellman,0.297,102
Ian Krol,0.299,98
Daniel Zamora,0.298,98
Chris Flexen,0.298,119
AJ Ramos,0.296,101
Drew Gagnon,0.294,123
Anthony Kay,0.298,123
Hector Santiago,0.28,121
Jerry Blevins,0.304,102
Joshua Torres,0.297,108
Eric Hanhold,0.297,109
Ryan O'Rourke,0.294,107
Tyler Bashlor,0.296,110
Arquimedes Caminero,0.297,110
Matt Purke,0.295,112
Joe Zanghi,0.298,113
Tim Peterson,0.297,113
Jason Vargas,0.294,127
Buddy Baumann,0.297,117
Jacob Rhame,0.299,115
Zach Lee,0.3,129
Joshua Torres,0.297,122
Paul Sewald,0.3,118
Logan Taylor,0.297,127
David Peterson,0.301,122
P.J. Conlon,0.299,131
Ryder Ryan,0.299,122
Cody Martin,0.297,131
Kyle Dowdy,0.299,132
Chris Mazza,0.299,134
Corey Oswalt,0.297,134
Aaron Laffey,0.3,139
A.J. Griffin,0.277,140
Vance Worley,0.303,141
Stephen Nogosek,0.303,138
David Roseboom,0.299,143
Harol Gonzalez,0.297,148
Aaron Nola,0.292,76
Nick Pivetta,0.308,104
Jake Arrieta,0.282,103
Vince Velasquez,0.308,101
Seranthony Dominguez,0.293,70
Zach Eflin,0.297,106
Enyel De Los Santos,0.295,109
Jerad Eickhoff,0.304,108
Ranger Suarez,0.298,110
Austin Davis,0.302,83
Jose Alvarez,0.301,84
Juan Nicasio,0.31,82
Hector Neris,0.299,86
Luke Leftwich,0.303,85
Tommy Hunter,0.292,88
James Pazos,0.298,85
Pat Neshek,0.284,78
Edubray Ramos,0.303,90
Aaron Loup,0.314,80
Luis Avilan,0.3,87
Brandon Leibrandt,0.302,113
Trevor Bettencourt,0.3,88
Tyler Viza,0.3,116
Adam Morgan,0.307,95
Victor Arano,0.294,98
JoJo Romero,0.3,118
Cole Irvin,0.298,120
Connor Seabold,0.299,122
Pedro Beato,0.291,108
Thomas Eshelman,0.302,126
Adonis Medina,0.304,125
Tyler Gilbert,0.302,114
Drew Anderson,0.301,130
Edgar Garcia,0.304,125
Jeff Singer,0.295,128
Yacksel Rios,0.304,128
Kyle Dohy,0.3,129
Seth McGarry,0.297,130
Tom Windle,0.299,138
Ranfi Casimiro,0.302,153
Max Scherzer,0.28,70
Patrick Corbin,0.309,86
Stephen Strasburg,0.298,79
Erick Fedde,0.309,106
Sean Doolittle,0.275,67
Joe Ross,0.302,107
Jeremy Hellickson,0.285,112
Anibal Sanchez,0.307,113
Austin Voth,0.3,117
Logan Darnell,0.306,116
Austin L. Adams,0.3,87
Austen Williams,0.305,113
Trevor Rosenthal,0.329,82
Justin Miller,0.297,91
Tyler Mapes,0.302,120
Matt Grace,0.301,94
Vidal Nuno,0.299,106
Sterling Sharp,0.307,123
Andrew Istler,0.302,99
Scott Copeland,0.303,122
Kyle Barraclough,0.295,97
Wander Suero,0.304,98
Brady Dragmire,0.309,124
Henderson Alvarez,0.295,123
Dakota Bacus,0.297,114
Koda Glover,0.3,102
Aaron Barrett,0.291,97
Cesar Vargas,0.305,124
Jhon Romero,0.301,106
Jordan Mills,0.306,106
Jaron Long,0.304,127
Joaquin Benoit,0.277,110
Sammy Solis,0.304,111
Josh Edgin,0.302,113
J.J. Hoover,0.301,115
David Goforth,0.305,127
Kyle McGowin,0.304,135
Wil Crowe,0.309,137
Tanner Rainey,0.293,125
Jimmy Cordero,0.3,123
James Bourque,0.307,137
John Simms,0.298,137
Ronald Pena,0.301,131
Roman Mendez,0.298,130
Bryan Harper,0.305,150
Luis Reyes,0.303,156
Jose Quintana,0.292,83
Kyle Hendricks,0.285,87
Cole Hamels,0.274,87
Jon Lester,0.289,93
Yu Darvish,0.292,85
Mike Montgomery,0.286,92
Alec Mills,0.3,105
Kendall Graveman,0.29,106
Duncan Robinson,0.302,110
Brad Brach,0.287,77
Steve Cishek,0.28,79
Jaime Garcia,0.287,109
Xavier Cedeno,0.295,75
Pedro Strop,0.276,81
Michael Rucker,0.301,115
