Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Alberto Rosario,0.267,0.266,0.045,0.275
L.T. Tolbert,0.287,0.325,0.084,0.285
Camden Duzenack,0.253,0.333,0.142,0.24
Mark Karaviotis,0.294,0.292,0.082,0.3
Nolan Arenado,0.367,0.567,0.269,0.308
Trevor Story,0.341,0.54,0.266,0.337
Charlie Blackmon,0.355,0.519,0.221,0.331
Brendan Rodgers,0.328,0.453,0.178,0.324
Ryan McMahon,0.328,0.453,0.193,0.342
Colton Welker,0.324,0.446,0.169,0.33
David Dahl,0.333,0.508,0.228,0.352
Daniel Murphy,0.345,0.48,0.185,0.32
Garrett Hampson,0.322,0.397,0.131,0.33
Yonathan Daza,0.331,0.404,0.108,0.348
Yonder Alonso,0.351,0.472,0.204,0.302
Josh Fuentes,0.295,0.425,0.168,0.325
Raimel Tapia,0.325,0.443,0.154,0.349
Tony Wolters,0.33,0.337,0.09,0.302
Dom Nunez,0.303,0.385,0.169,0.272
Peter Mooney,0.319,0.367,0.115,0.291
Eric Stamets,0.279,0.347,0.129,0.292
Brian Serven,0.275,0.357,0.139,0.274
Roberto Ramos,0.324,0.438,0.188,0.345
Chris Rabago,0.293,0.316,0.094,0.295
Craig Gentry,0.313,0.342,0.087,0.322
Ryan Vilade,0.307,0.361,0.112,0.314
Tyler Nevin,0.325,0.401,0.142,0.307
Alan Trejo,0.278,0.362,0.124,0.305
Ian Desmond,0.313,0.431,0.175,0.314
Drew Butera,0.302,0.359,0.129,0.294
Mark Reynolds,0.313,0.413,0.185,0.303
Sam Hilliard,0.3,0.419,0.182,0.331
Vince Fernandez,0.29,0.391,0.181,0.337
Bret Boswell,0.271,0.377,0.157,0.309
Brian Mundell,0.327,0.391,0.128,0.317
Drew Weeks,0.3,0.411,0.164,0.299
Mylz Jones,0.275,0.349,0.109,0.307
Cody Bellinger,0.392,0.585,0.293,0.315
Max Muncy,0.373,0.506,0.249,0.3
Corey Seager,0.342,0.47,0.192,0.322
Justin Turner,0.365,0.481,0.196,0.307
Gavin Lux,0.331,0.456,0.189,0.321
Joc Pederson,0.34,0.513,0.264,0.27
Will D. Smith,0.319,0.47,0.237,0.275
Chris Taylor,0.329,0.441,0.183,0.335
Alex Verdugo,0.341,0.442,0.157,0.309
AJ Pollock,0.313,0.457,0.201,0.291
Austin Barnes,0.326,0.363,0.133,0.284
Enrique Hernandez,0.312,0.428,0.192,0.269
Keibert Ruiz,0.308,0.373,0.118,0.261
Jon Kemmer,0.311,0.451,0.215,0.305
David Freese,0.348,0.444,0.171,0.338
Tyler White,0.323,0.422,0.176,0.29
Matt Beaty,0.313,0.408,0.144,0.29
Russell Martin,0.331,0.312,0.107,0.26
Jeter Downs,0.288,0.397,0.177,0.268
Edwin Rios,0.285,0.435,0.205,0.323
Kris Negron,0.289,0.367,0.137,0.307
Jacob Amaya,0.298,0.33,0.113,0.277
Andrew Toles,0.29,0.397,0.145,0.305
DJ Peters,0.282,0.38,0.185,0.302
Zach McKinstry,0.293,0.369,0.14,0.293
Connor Joe,0.316,0.373,0.148,0.281
Jose Lobaton,0.274,0.356,0.142,0.274
Jake Peter,0.288,0.328,0.118,0.291
Kyle Garlick,0.275,0.444,0.218,0.303
Connor Wong,0.263,0.39,0.179,0.31
Zach Reks,0.311,0.394,0.156,0.32
Rocky Gale,0.254,0.293,0.074,0.269
Cameron Perkins,0.291,0.383,0.14,0.277
Sam McWilliams,0.273,0.348,0.15,0.285
Chris Parmelee,0.281,0.368,0.17,0.265
Ezequiel Carrera,0.29,0.324,0.1,0.289
Errol Robinson,0.277,0.312,0.094,0.29
Jared Walker,0.272,0.359,0.184,0.281
Shane Peterson,0.266,0.371,0.15,0.295
Drew Avans,0.274,0.351,0.132,0.297
Cristian Santana,0.25,0.372,0.142,0.288
Cody Thomas,0.256,0.361,0.164,0.29
Jeren Kendall,0.232,0.315,0.155,0.26
Carlos Rincon,0.266,0.375,0.178,0.267
Donovan Casey,0.254,0.356,0.15,0.302
Manny Machado,0.337,0.49,0.22,0.289
Tommy Pham,0.368,0.457,0.186,0.323
Fernando Tatis Jr.,0.346,0.512,0.231,0.361
Trent Grisham,0.342,0.43,0.19,0.282
Jurickson Profar,0.331,0.42,0.173,0.267
Ty France,0.33,0.426,0.171,0.294
Wil Myers,0.318,0.44,0.2,0.317
Francisco Mejia,0.299,0.412,0.161,0.296
Jake Cronenworth,0.322,0.356,0.105,0.301
Austin Hedges,0.274,0.403,0.185,0.272
Owen Miller,0.306,0.357,0.106,0.294
Eric Hosmer,0.32,0.425,0.163,0.31
Franchy Cordero,0.285,0.421,0.199,0.33
Josh Naylor,0.329,0.417,0.159,0.287
Luis Torrens,0.295,0.361,0.125,0.289
Greg Garcia,0.351,0.337,0.096,0.309
Jason Vosler,0.293,0.383,0.164,0.283
Luis Campusano,0.301,0.36,0.122,0.272
Michael Gettys,0.255,0.389,0.187,0.292
Esteban Quiroz,0.323,0.378,0.144,0.289
Ian Kinsler,0.29,0.367,0.135,0.255
Ivan Castillo,0.281,0.348,0.102,0.288
Seth Mejias-Brean,0.293,0.34,0.104,0.287
Webster Rivas,0.293,0.333,0.102,0.287
Aderlin Rodriguez,0.293,0.42,0.17,0.291
Hudson Potts,0.263,0.366,0.164,0.281
Peter Van Gansen,0.269,0.307,0.096,0.263
Allen Cordoba,0.279,0.314,0.09,0.285
Chris Stewart,0.262,0.265,0.061,0.235
Edward Olivares,0.286,0.363,0.13,0.286
Gabriel Arias,0.255,0.344,0.13,0.298
Rodrigo Orozco,0.299,0.302,0.067,0.297
Matthew Batten,0.29,0.312,0.091,0.301
Taylor Kohlwey,0.289,0.314,0.107,0.291
Taylor Trammell,0.293,0.308,0.103,0.28
Eguy Rosario,0.264,0.331,0.12,0.278
Jorge Ona,0.271,0.329,0.126,0.286
Jeisson Rosario,0.305,0.275,0.074,0.29
Brad Zunica,0.268,0.35,0.16,0.279
Buster Posey,0.341,0.384,0.112,0.309
Brandon Belt,0.345,0.411,0.173,0.293
Mike Yastrzemski,0.313,0.441,0.196,0.303
Brandon Crawford,0.313,0.376,0.131,0.296
Evan Longoria,0.307,0.425,0.172,0.291
Kevin Pillar,0.291,0.404,0.143,0.288
Mauricio Dubon,0.296,0.378,0.118,0.291
Austin Slater,0.338,0.396,0.145,0.336
Scooter Gennett,0.307,0.413,0.147,0.319
Tyler Heineman,0.304,0.359,0.117,0.278
Joey Bart,0.289,0.424,0.183,0.287
Zack Cozart,0.305,0.383,0.141,0.273
Abiatal Avelino,0.284,0.371,0.122,0.297
Jaylin Davis,0.289,0.382,0.157,0.305
Donovan Solano,0.3,0.359,0.094,0.311
Kean Wong,0.302,0.359,0.107,0.317
Joey Rickard,0.308,0.363,0.121,0.299
Alex Dickerson,0.32,0.417,0.16,0.301
Steven Duggar,0.311,0.366,0.123,0.34
Aramis Garcia,0.264,0.36,0.149,0.295
Zach Green,0.282,0.396,0.187,0.306
Cristhian Adames,0.296,0.36,0.125,0.283
Ryder Jones,0.282,0.371,0.139,0.292
Brock Stassi,0.313,0.335,0.107,0.285
Darin Ruf,0.298,0.395,0.163,0.29
Drew Robinson,0.284,0.35,0.152,0.299
Chris Shaw,0.293,0.425,0.187,0.31
Pablo Sandoval,0.291,0.406,0.163,0.281
Jalen Miller,0.273,0.339,0.118,0.276
Joe McCarthy,0.302,0.351,0.138,0.289
Levi Michael,0.286,0.322,0.099,0.298
Heliot Ramos,0.285,0.365,0.144,0.319
David Villar,0.251,0.309,0.118,0.282
Michael Reed,0.305,0.32,0.116,0.312
Ryan A. Howard,0.273,0.318,0.086,0.275
Peter Maris,0.275,0.32,0.106,0.27
Jacob Heyward,0.287,0.28,0.106,0.272
Jonah Arenado,0.241,0.309,0.107,0.258
Johneshwy Fargas,0.263,0.285,0.082,0.267
Fabian Pena,0.236,0.331,0.139,0.227
Sandro Fabian,0.252,0.309,0.116,0.248
Bryce Johnson,0.283,0.282,0.072,0.303
Heath Quinn,0.27,0.317,0.119,0.295
Gio Brusa,0.234,0.32,0.151,0.269
Courtney Hawkins,0.224,0.323,0.144,0.254
Dee Strange-Gordon,0.308,0.353,0.075,0.325
