Player,OBP_zips,SLG_zips,ISO_zips,BABIP_zips
Kevin Kiermaier,0.296,0.407,0.172,0.291
Wander Franco,0.316,0.421,0.158,0.284
Josh Lowe,0.291,0.389,0.167,0.297
Yoshi Tsutsugo,0.323,0.446,0.208,0.28
Joey Wendle,0.306,0.38,0.124,0.309
Taylor Walls,0.298,0.362,0.125,0.296
Kevin Padlo,0.298,0.391,0.18,0.296
Ji-Man Choi,0.344,0.433,0.187,0.302
Vidal Brujan,0.299,0.355,0.109,0.291
Xavier Edwards,0.308,0.329,0.07,0.305
Brett Phillips,0.286,0.358,0.17,0.283
Esteban Quiroz,0.321,0.363,0.129,0.291
Cal Stevenson,0.324,0.33,0.087,0.295
Mike Zunino,0.258,0.39,0.198,0.261
Kevan Smith,0.318,0.369,0.107,0.315
Ronaldo Hernandez,0.259,0.377,0.148,0.262
Connor Hollis,0.303,0.328,0.101,0.292
Rene Pinto,0.259,0.317,0.106,0.28
Ryan Boldt,0.28,0.328,0.101,0.303
Michael Gigliotti,0.293,0.308,0.088,0.292
Dylan Cozens,0.267,0.395,0.224,0.291
Tyler Frank,0.284,0.303,0.097,0.256
Ford Proctor,0.281,0.294,0.081,0.282
Niko Hulsizer,0.273,0.362,0.185,0.278
Jim Haley,0.257,0.349,0.126,0.288
Jermaine Palacios,0.262,0.305,0.086,0.291
Tristan Gray,0.278,0.37,0.157,0.267
Johnny Davis,0.256,0.275,0.063,0.3
Miles Mastrobuoni,0.289,0.293,0.065,0.308
Joseph Odom,0.237,0.278,0.092,0.286
Carl Chester,0.251,0.292,0.084,0.285
Moises Gomez,0.234,0.334,0.151,0.282
Garrett Whitley,0.237,0.286,0.137,0.284
Bo Bichette,0.334,0.512,0.226,0.313
Cavan Biggio,0.342,0.42,0.191,0.297
Vladimir Guerrero Jr.,0.341,0.498,0.222,0.293
Teoscar Hernandez,0.312,0.524,0.276,0.307
Alejandro Kirk,0.329,0.427,0.167,0.285
Danny Jansen,0.322,0.424,0.194,0.249
Travis Shaw,0.32,0.432,0.203,0.274
Lourdes Gurriel,0.311,0.492,0.219,0.312
Rowdy Tellez,0.324,0.5,0.239,0.293
Randal Grichuk,0.297,0.493,0.245,0.286
Jonathan Villar,0.312,0.38,0.134,0.318
Breyvic Valera,0.328,0.39,0.122,0.287
Derek Fisher,0.32,0.444,0.216,0.303
Jonathan Davis,0.299,0.357,0.143,0.279
Joe Panik,0.326,0.362,0.109,0.277
Riley Adams,0.285,0.332,0.128,0.302
Santiago Espinal,0.288,0.343,0.101,0.289
Kevin Smith,0.249,0.39,0.183,0.277
Reese McGuire,0.276,0.37,0.149,0.258
Brandon Drury,0.278,0.366,0.142,0.276
Josh Palacios,0.282,0.336,0.123,0.291
Caleb Joseph,0.257,0.349,0.137,0.269
Nick Podkul,0.284,0.316,0.115,0.25
Ryan Noda,0.3,0.345,0.16,0.293
Forrest Wall,0.285,0.35,0.134,0.298
Samad Taylor,0.262,0.346,0.158,0.263
Chavez Young,0.263,0.328,0.119,0.276
Christopher Bec,0.271,0.288,0.097,0.259
Cullen Large,0.276,0.314,0.101,0.313
Brock Lundquist,0.272,0.34,0.139,0.278
Mac James,0.265,0.266,0.06,0.261
Logan Warmoth,0.248,0.261,0.076,0.285
Gabriel Guerrero,0.262,0.379,0.145,0.299
Yasmani Grandal,0.345,0.432,0.206,0.279
Luis Robert,0.312,0.482,0.219,0.334
Yoan Moncada,0.333,0.459,0.198,0.349
Tim Anderson,0.318,0.475,0.184,0.348
Eloy Jimenez,0.328,0.543,0.257,0.326
Jose Abreu,0.324,0.502,0.228,0.316
Nick Madrigal,0.335,0.368,0.078,0.301
Danny Mendick,0.318,0.369,0.132,0.287
James McCann,0.304,0.404,0.161,0.316
Leury Garcia,0.301,0.386,0.119,0.326
Yermin Mercedes,0.299,0.413,0.169,0.285
Adam Engel,0.283,0.372,0.145,0.301
Nomar Mazara,0.308,0.416,0.168,0.314
Edwin Encarnacion,0.294,0.438,0.233,0.22
Zack Collins,0.31,0.355,0.165,0.289
Jarrod Dyson,0.292,0.296,0.079,0.258
Tim Beckham,0.293,0.424,0.185,0.306
Xavier Fernandez,0.281,0.378,0.141,0.266
Andrew Vaughn,0.311,0.374,0.139,0.282
Jake Burger,0.301,0.354,0.128,0.26
Jaycob Brugman,0.293,0.406,0.176,0.294
Luis Gonzalez,0.277,0.34,0.122,0.279
Seby Zavala,0.257,0.359,0.158,0.302
Nicky Delmonico,0.302,0.374,0.152,0.274
Laz Rivera,0.266,0.31,0.084,0.283
Gavin Sheets,0.292,0.339,0.114,0.28
Blake Rutherford,0.272,0.343,0.116,0.307
Johan Cruz,0.231,0.272,0.087,0.266
Zach Remillard,0.241,0.288,0.095,0.285
Micker Adolfo,0.266,0.321,0.141,0.307
Tyler Frost,0.237,0.318,0.139,0.279
Jose Ramirez,0.373,0.559,0.272,0.295
Francisco Lindor,0.347,0.502,0.221,0.294
Nolan Jones,0.329,0.429,0.197,0.311
Yasiel Puig,0.324,0.469,0.206,0.298
Cesar Hernandez,0.337,0.382,0.119,0.32
Carlos Santana,0.367,0.424,0.175,0.272
Franmil Reyes,0.324,0.488,0.232,0.328
Jordan Luplow,0.333,0.439,0.197,0.29
Owen Miller,0.316,0.372,0.109,0.31
Roberto Perez,0.289,0.345,0.142,0.275
Josh Naylor,0.337,0.436,0.161,0.304
Tyler Freeman,0.312,0.352,0.09,0.297
Bobby Bradley,0.29,0.441,0.219,0.296
Bradley Zimmer,0.307,0.365,0.153,0.315
Domingo Santana,0.332,0.439,0.201,0.333
Oscar Mercado,0.295,0.37,0.128,0.299
Yu Chang,0.282,0.352,0.141,0.293
Austin Hedges,0.267,0.375,0.169,0.262
Delino DeShields,0.305,0.33,0.099,0.315
Steven Kwan,0.31,0.356,0.101,0.287
Tyler Naquin,0.287,0.407,0.156,0.316
Jakob Bauers,0.315,0.391,0.164,0.296
Gabriel Arias,0.272,0.388,0.155,0.315
Mike Freeman,0.305,0.335,0.099,0.314
Daniel Johnson,0.292,0.395,0.159,0.304
Ernie Clement,0.287,0.319,0.074,0.268
Tyler Friis,0.285,0.301,0.092,0.253
Jake Elmore,0.317,0.325,0.074,0.3
Sandy Leon,0.265,0.288,0.104,0.232
Mike Rivera,0.249,0.276,0.105,0.222
Wilson Garcia,0.279,0.425,0.169,0.272
Steven Baron,0.261,0.269,0.071,0.267
Cameron Rupp,0.265,0.353,0.159,0.272
Gavin Collins,0.265,0.349,0.132,0.255
Mitch Longo,0.282,0.343,0.114,0.297
Jodd Carter,0.278,0.346,0.144,0.262
Beau Taylor,0.28,0.29,0.101,0.275
Kungkuan Giljegiljaw,0.266,0.35,0.135,0.285
Trenton Brooks,0.284,0.371,0.146,0.26
Tyler Krieger,0.275,0.326,0.111,0.287
Will Benson,0.261,0.355,0.174,0.259
Andruw Monasterio,0.271,0.264,0.062,0.257
Austen Wade,0.267,0.286,0.094,0.277
Mitch Reeves,0.275,0.291,0.091,0.28
Jeimer Candelario,0.331,0.442,0.19,0.312
Willi Castro,0.322,0.437,0.16,0.345
Jonathan Schoop,0.309,0.468,0.199,0.305
C.J. Cron,0.324,0.5,0.246,0.282
Jake Rogers,0.281,0.374,0.172,0.266
Zack Short,0.324,0.372,0.154,0.287
JaCoby Jones,0.299,0.416,0.181,0.313
Isaac Paredes,0.315,0.39,0.135,0.289
Victor Reyes,0.309,0.405,0.127,0.335
Niko Goodrum,0.297,0.398,0.166,0.317
Kennys Vargas,0.308,0.433,0.195,0.284
Riley Greene,0.275,0.361,0.142,0.296
Eric Haase,0.259,0.387,0.184,0.288
Kade Scivicque,0.282,0.374,0.131,0.289
Daniel Pinero,0.288,0.364,0.142,0.279
Kody Clemens,0.276,0.365,0.146,0.283
Austin Romine,0.279,0.367,0.118,0.325
Dawel Lugo,0.285,0.372,0.113,0.297
Harold Castro,0.301,0.361,0.086,0.338
Jon Rosoff,0.283,0.287,0.057,0.275
Miguel Cabrera,0.32,0.396,0.141,0.3
Grayson Greiner,0.259,0.348,0.152,0.256
Travis Demeritte,0.295,0.394,0.177,0.306
Sergio Alcantara,0.283,0.299,0.075,0.283
Christin Stewart,0.3,0.409,0.184,0.279
Brandon Dixon,0.275,0.399,0.169,0.307
Troy Stokes Jr.,0.297,0.365,0.154,0.277
Bryant Packard,0.29,0.367,0.142,0.298
Daz Cameron,0.285,0.347,0.133,0.294
Jorge Bonifacio,0.285,0.38,0.152,0.288
Chad Sedio,0.266,0.322,0.114,0.277
Jacob Robson,0.303,0.366,0.131,0.323
Cole Peterson,0.259,0.278,0.051,0.271
Danny Woodrow,0.283,0.28,0.051,0.302
Parker Meadows,0.248,0.314,0.116,0.261
Akil Baddoo,0.274,0.336,0.13,0.27
Joey Morgan,0.245,0.267,0.091,0.241
Brock Deatherage,0.243,0.319,0.111,0.298
Derek Hill,0.256,0.302,0.103,0.293
Brady Policelli,0.264,0.342,0.132,0.269
Luke Burch,0.243,0.227,0.024,0.322
Whit Merrifield,0.331,0.435,0.149,0.322
Salvador Perez,0.294,0.488,0.223,0.293
Jorge Soler,0.342,0.495,0.248,0.307
Adalberto Mondesi,0.289,0.431,0.177,0.341
Hunter Dozier,0.325,0.446,0.202,0.307
Cam Gallagher,0.312,0.377,0.123,0.291
Franchy Cordero,0.293,0.432,0.195,0.312
Matt Reynolds,0.307,0.368,0.137,0.305
Nicky Lopez,0.307,0.333,0.088,0.283
Maikel Franco,0.302,0.422,0.17,0.27
Erick Mejia,0.283,0.325,0.094,0.295
Kelvin Gutierrez,0.29,0.335,0.106,0.305
Lucius Fox,0.302,0.34,0.109,0.303
Ryan McBroom,0.3,0.417,0.175,0.306
Meibrys Viloria,0.284,0.317,0.096,0.302
Ryan O'Hearn,0.306,0.4,0.18,0.276
Humberto Arteaga,0.274,0.315,0.071,0.285
Kyle Isbel,0.27,0.372,0.145,0.291
Oscar Hernandez,0.248,0.318,0.12,0.25
Khalil Lee,0.299,0.339,0.12,0.309
Nick Heath,0.271,0.283,0.086,0.313
MJ Melendez,0.225,0.329,0.173,0.258
Nick Hutchins,0.243,0.315,0.111,0.28
Blake Perkins,0.285,0.303,0.105,0.269
Edward Olivares,0.288,0.374,0.129,0.3
Travis Jones,0.303,0.314,0.096,0.307
Dairon Blanco,0.251,0.324,0.117,0.299
Brewer Hicklen,0.266,0.338,0.14,0.298
Bubba Starling,0.258,0.318,0.107,0.284
Kevin Merrell,0.254,0.289,0.071,0.294
Sebastian Rivero,0.231,0.276,0.085,0.257
Jeison Guzman,0.251,0.3,0.087,0.283
Nick Pratto,0.239,0.313,0.128,0.287
Luis Arraez,0.371,0.406,0.092,0.335
Josh Donaldson,0.367,0.465,0.22,0.282
Nelson Cruz,0.361,0.55,0.274,0.317
Max Kepler,0.337,0.479,0.23,0.262
Byron Buxton,0.299,0.497,0.241,0.305
Jorge Polanco,0.333,0.44,0.161,0.314
Miguel Sano,0.324,0.528,0.295,0.319
Eddie Rosario,0.314,0.488,0.212,0.287
Willians Astudillo,0.314,0.465,0.177,0.271
Alex Kirilloff,0.33,0.46,0.173,0.33
Ben Rortvedt,0.292,0.365,0.144,0.271
Mitch Garver,0.316,0.444,0.211,0.294
Ryan Jeffers,0.305,0.385,0.145,0.296
Jake Cave,0.314,0.449,0.193,0.347
Tomas Telis,0.317,0.381,0.102,0.304
Marwin Gonzalez,0.323,0.413,0.158,0.298
Nick Gordon,0.296,0.37,0.117,0.323
Alex Avila,0.339,0.342,0.145,0.313
Jose Miranda,0.281,0.385,0.141,0.261
Brent Rooker,0.305,0.441,0.209,0.312
Peter Mooney,0.3,0.332,0.106,0.269
Drew Maggi,0.308,0.325,0.101,0.293
Gilberto Celestino,0.286,0.359,0.124,0.282
LaMonte Wade Jr.,0.333,0.346,0.111,0.281
Ehire Adrianza,0.311,0.363,0.12,0.299
Jimmy Kerrigan,0.263,0.362,0.142,0.302
Jack Reinheimer,0.29,0.315,0.087,0.291
Tzu-Wei Lin,0.274,0.316,0.095,0.296
Ramon Flores,0.33,0.35,0.103,0.298
Travis Blankenhorn,0.273,0.385,0.156,0.292
Trevor Larnach,0.307,0.393,0.145,0.326
Royce Lewis,0.273,0.36,0.131,0.287
Rob Refsnyder,0.298,0.346,0.114,0.31
Juan Graterol,0.273,0.289,0.049,0.265
Cody Asche,0.292,0.344,0.133,0.291
Levi Michael,0.29,0.333,0.109,0.299
Lane Adams,0.261,0.338,0.147,0.294
Kody Eaves,0.262,0.342,0.139,0.29
Gabriel Maciel,0.293,0.311,0.075,0.29
Anderson Feliz,0.27,0.322,0.109,0.303
Michael Davis,0.216,0.278,0.12,0.289
Andrew Bechtold,0.264,0.268,0.08,0.293
Aaron Whitefield,0.227,0.256,0.075,0.282
Caleb Hamilton,0.26,0.299,0.112,0.261
Alex Bregman,0.387,0.52,0.24,0.288
Carlos Correa,0.354,0.496,0.217,0.324
George Springer,0.355,0.49,0.217,0.301
Kyle Tucker,0.338,0.503,0.226,0.315
Jose Altuve,0.355,0.478,0.189,0.312
Yordan Alvarez,0.365,0.56,0.277,0.337
Michael Brantley,0.357,0.463,0.164,0.32
Myles Straw,0.321,0.319,0.065,0.32
Aledmys Diaz,0.306,0.445,0.186,0.275
Abraham Toro,0.307,0.392,0.162,0.272
Martin Maldonado,0.295,0.361,0.149,0.277
Jamie Ritchie,0.318,0.331,0.098,0.298
Garrett Stubbs,0.296,0.348,0.117,0.272
Alex De Goti,0.289,0.361,0.128,0.287
Drew Ferguson,0.321,0.361,0.131,0.309
Josh Reddick,0.314,0.393,0.132,0.295
Yulieski Gurriel,0.303,0.423,0.164,0.265
Lorenzo Quintana,0.272,0.417,0.185,0.269
Scott Manea,0.283,0.326,0.131,0.239
Chas McCormick,0.316,0.359,0.116,0.282
Dustin Garneau,0.276,0.347,0.153,0.248
Taylor Jones,0.299,0.39,0.164,0.288
Michael Papierski,0.274,0.258,0.088,0.227
Jeremy Pena,0.289,0.345,0.113,0.285
Chuckie Robinson,0.245,0.321,0.124,0.27
Luis Santana,0.294,0.309,0.082,0.263
Stephen Wrenn,0.274,0.333,0.12,0.297
Colton Shaver,0.279,0.38,0.182,0.266
J.J. Matijevic,0.268,0.409,0.193,0.299
Jake Meyers,0.266,0.32,0.119,0.262
Ronnie Dawson,0.274,0.353,0.151,0.29
Freudis Nova,0.249,0.351,0.131,0.276
Osvaldo Duarte,0.245,0.31,0.115,0.285
Corey Julks,0.284,0.307,0.096,0.287
Bryan De La Cruz,0.283,0.337,0.11,0.289
Mike Trout,0.42,0.6,0.317,0.314
Anthony Rendon,0.38,0.508,0.226,0.298
Andrelton Simmons,0.318,0.376,0.102,0.295
Jose Iglesias,0.326,0.428,0.132,0.327
David Fletcher,0.329,0.386,0.106,0.307
Shohei Ohtani,0.33,0.472,0.217,0.324
Jared Walsh,0.303,0.484,0.24,0.298
Jo Adell,0.306,0.407,0.154,0.356
Max Stassi,0.312,0.404,0.176,0.278
Taylor Ward,0.316,0.397,0.161,0.302
Franklin Barreto,0.28,0.425,0.203,0.304
Luis Rengifo,0.312,0.351,0.121,0.285
Justin Upton,0.304,0.432,0.21,0.274
Matt Thaiss,0.302,0.38,0.154,0.277
Kean Wong,0.301,0.36,0.109,0.314
Scott Schebler,0.295,0.383,0.161,0.267
Brandon Marsh,0.281,0.332,0.115,0.3
Anthony Bemboom,0.274,0.327,0.131,0.243
Elliot Soto,0.286,0.316,0.092,0.29
Orlando Martinez,0.257,0.353,0.138,0.265
Jose Rojas,0.275,0.4,0.173,0.283
Dustin Peterson,0.277,0.373,0.139,0.294
Arismendy Alcantara,0.272,0.385,0.166,0.285
Leonardo Rivas,0.26,0.305,0.117,0.257
Michael Stefanic,0.274,0.279,0.06,0.252
Brennon Lund,0.279,0.33,0.107,0.298
Albert Pujols,0.274,0.377,0.15,0.237
Eduard Pinto,0.284,0.338,0.088,0.276
Gareth Morgan,0.219,0.352,0.188,0.258
Francisco Arcia,0.25,0.281,0.075,0.256
Ibandel Isabel,0.247,0.391,0.206,0.325
Jahmai Jones,0.275,0.322,0.099,0.288
Jack Kruger,0.258,0.293,0.083,0.268
Erick Salcedo,0.243,0.278,0.069,0.247
Ray-Patrick Didder,0.272,0.262,0.087,0.27
Victor Acosta,0.272,0.31,0.088,0.257
Luis Aviles Jr.,0.242,0.265,0.074,0.298
Izzy Wilson,0.243,0.301,0.131,0.27
Brendon Davis,0.258,0.29,0.097,0.265
Matt Chapman,0.323,0.521,0.275,0.294
Marcus Semien,0.333,0.442,0.185,0.284
Matt Olson,0.337,0.512,0.274,0.276
Ramon Laureano,0.326,0.471,0.223,0.31
Mark Canha,0.35,0.448,0.209,0.288
Sean Murphy,0.306,0.431,0.19,0.285
Khris Davis,0.31,0.463,0.233,0.278
Sheldon Neuse,0.296,0.383,0.138,0.339
Austin Allen,0.29,0.432,0.192,0.3
Chad Pinder,0.31,0.444,0.194,0.304
Dustin Fowler,0.29,0.417,0.166,0.317
Robbie Grossman,0.338,0.388,0.149,0.286
Nick Allen,0.278,0.319,0.091,0.284
Nate Orf,0.311,0.327,0.106,0.266
Vimael Machin,0.317,0.33,0.098,0.277
Tommy La Stella,0.336,0.404,0.138,0.275
Tony Kemp,0.333,0.369,0.11,0.292
Stephen Piscotty,0.303,0.405,0.164,0.293
Jonah Heim,0.276,0.322,0.1,0.263
Jake Lamb,0.309,0.388,0.177,0.263
Jonah Bride,0.284,0.324,0.109,0.275
Ronnie Freeman,0.277,0.336,0.108,0.293
Chase Calabuig,0.312,0.32,0.087,0.305
Eric Campbell,0.315,0.359,0.129,0.282
Skye Bolt,0.269,0.355,0.153,0.29
Luis Barrera,0.271,0.347,0.118,0.297
Greg Deichmann,0.268,0.353,0.151,0.275
Ryan Court,0.289,0.345,0.136,0.312
Nate Mondou,0.284,0.299,0.082,0.279
Seth Brown,0.271,0.389,0.169,0.3
Edwin Diaz,0.242,0.312,0.138,0.262
Dillon Thomas,0.265,0.321,0.124,0.314
Trace Loehr,0.255,0.297,0.08,0.28
Buddy Reed,0.244,0.317,0.13,0.291
Tyler Ramirez,0.281,0.297,0.103,0.3
Mikey White,0.258,0.32,0.124,0.281
Lazaro Armenteros,0.256,0.338,0.162,0.287
Ty France,0.335,0.437,0.169,0.318
J.P. Crawford,0.331,0.371,0.128,0.302
Mitch Haniger,0.335,0.464,0.211,0.307
Kyle Seager,0.325,0.432,0.185,0.27
Jarred Kelenic,0.296,0.447,0.212,0.296
Kyle Lewis,0.317,0.393,0.149,0.342
Dylan Moore,0.302,0.385,0.166,0.28
Brian O'Keefe,0.286,0.354,0.142,0.274
Tom Murphy,0.272,0.425,0.205,0.296
Cal Raleigh,0.273,0.413,0.197,0.26
Luis Torrens,0.297,0.35,0.112,0.295
Donovan Walton,0.296,0.341,0.113,0.274
Shed Long Jr.,0.288,0.361,0.141,0.295
Luis Liberato,0.257,0.344,0.138,0.274
Braden Bishop,0.278,0.319,0.105,0.28
Joe Hudson,0.25,0.29,0.11,0.248
Jose Marmolejos,0.289,0.39,0.155,0.293
Sam Travis,0.305,0.381,0.132,0.311
Jake Fraley,0.283,0.392,0.167,0.296
Eric Filia,0.325,0.35,0.096,0.282
Sam Haggerty,0.294,0.318,0.112,0.309
Dee Strange-Gordon,0.301,0.333,0.066,0.312
Dom Thompson-Williams,0.257,0.347,0.146,0.304
Julio Y. Rodriguez,0.291,0.407,0.166,0.314
Alen Hanson,0.261,0.354,0.133,0.281
Collin Cowgill,0.258,0.311,0.122,0.257
Evan White,0.27,0.373,0.163,0.288
Rymer Liriano,0.276,0.335,0.139,0.29
Jordan Cowan,0.282,0.275,0.051,0.289
Taylor Trammell,0.292,0.31,0.105,0.279
Jake Scheiner,0.273,0.361,0.143,0.281
Joe Rizzo,0.276,0.342,0.111,0.281
Carlos Gonzalez,0.284,0.352,0.134,0.286
Connor Lien,0.211,0.286,0.159,0.284
Keegan McGovern,0.262,0.343,0.167,0.265
Connor Kopach,0.241,0.29,0.114,0.278
Jack Larsen,0.249,0.286,0.124,0.284
Joey Gallo,0.33,0.495,0.289,0.275
Nick Solak,0.331,0.407,0.14,0.322
Sam Huff,0.289,0.434,0.19,0.328
Nate Lowe,0.344,0.46,0.201,0.32
Leody Taveras,0.302,0.37,0.128,0.312
Danny Santana,0.289,0.447,0.202,0.313
Elvis Andrus,0.299,0.383,0.128,0.286
Rougned Odor,0.274,0.44,0.227,0.252
Shin-Soo Choo,0.332,0.398,0.158,0.303
Ronald Guzman,0.311,0.42,0.182,0.301
Derek Dietrich,0.332,0.401,0.175,0.281
David Dahl,0.305,0.45,0.198,0.332
Anderson Tejeda,0.27,0.399,0.171,0.319
Willie Calhoun,0.309,0.437,0.184,0.268
Hunter Cole,0.291,0.404,0.171,0.306
Yohel Pozo,0.267,0.343,0.107,0.258
Aramis Garcia,0.266,0.374,0.161,0.293
Isiah Kiner-Falefa,0.311,0.358,0.102,0.299
Josh Jung,0.298,0.339,0.099,0.296
Henry Ramos,0.302,0.404,0.144,0.306
Jose Trevino,0.253,0.34,0.114,0.26
Sherten Apostel,0.277,0.363,0.153,0.284
Andrew Romine,0.283,0.32,0.085,0.296
Jax Biggers,0.295,0.29,0.059,0.285
Jason Martin,0.293,0.387,0.153,0.303
Steele Walker,0.281,0.36,0.133,0.276
Matt Whatley,0.278,0.286,0.082,0.273
Yadiel Rivera,0.244,0.31,0.108,0.269
Charlie Culberson,0.274,0.369,0.137,0.306
Ryan Dorow,0.277,0.315,0.112,0.296
Blake Swihart,0.266,0.325,0.125,0.265
Adolis Garcia,0.267,0.414,0.189,0.29
Eli White,0.285,0.336,0.114,0.308
Charles Leblanc,0.282,0.335,0.105,0.298
Diosbel Arias,0.291,0.319,0.088,0.309
Yanio Perez,0.277,0.315,0.086,0.3
