Player,OP_BABIP_zips,OP_ERA-_zips
Freddy Peralta,0.285,92
Brent Suter,0.289,89
Josh Lindblom,0.298,101
Brett Anderson,0.295,103
Alec Bettinger,0.296,108
Devin Williams,0.297,77
Thomas Jankins,0.298,112
Dylan File,0.298,114
Eric Lauer,0.304,111
Drew Rasmussen,0.293,98
Jake Faria,0.292,109
Bowden Francis,0.299,116
Aaron Wilkerson,0.298,113
Alex Claudio,0.294,86
Chris Lee,0.297,107
Johan Belisario,0.296,108
Eric Yardley,0.293,91
Clayton Andrews,0.292,95
Zack Brown,0.294,122
Angel Perdomo,0.299,109
Luke Barker,0.298,97
Miguel Sanchez,0.299,108
J.P. Feyereisen,0.293,99
Justin Topa,0.305,110
Bobby Wahl,0.295,99
Shelby Miller,0.304,124
Ray Black,0.28,108
Anthony Bender,0.295,121
Phil Bickford,0.293,115
Quintin Torres-Costa,0.286,111
Justin Grimm,0.284,116
Victor Castaneda,0.293,133
Braden Webb,0.292,137
Joe Musgrove,0.297,92
Jameson Taillon,0.295,97
JT Brubaker,0.302,101
Trevor Williams,0.291,107
Mitch Keller,0.306,104
Chris Archer,0.315,104
Felipe Vazquez,0.292,68
Chad Kuhl,0.299,107
Sean Poppen,0.306,106
Steven Brault,0.294,109
Cody Bolton,0.299,110
Sam Howard,0.302,103
Clay Holmes,0.301,105
Richard Rodriguez,0.292,88
Keone Kela,0.28,74
Chris Stratton,0.302,113
Shea Spitzbarth,0.297,91
Cody Ponce,0.298,112
Hector Noesi,0.297,119
Nik Turley,0.302,109
Geoff Hartlieb,0.305,98
Austin Davis,0.297,97
Jeffrey Passantino,0.303,118
Montana DuRapau,0.301,102
Blake Weiman,0.297,103
Kyle Crick,0.288,104
Edgar Santana,0.297,104
Michael Feliz,0.299,107
Nick Mears,0.293,105
Beau Sulser,0.3,118
Luis Escobar,0.303,124
Jandel Gustave,0.293,107
Derek Holland,0.293,126
Wil Crowe,0.306,131
Carson Fulmer,0.293,125
Blake Cederlind,0.3,114
Dovydas Neverauskas,0.301,112
Tyler Bashlor,0.287,117
Cam Vieaux,0.301,132
Williams Jerez,0.299,117
Miguel Del Pozo,0.298,120
Matt Eckelman,0.301,124
Jose Soriano,0.292,140
Luis Oviedo,0.296,139
Joe Jacques,0.299,133
Jack Flaherty,0.274,76
Miles Mikolas,0.29,93
Kwang Hyun Kim,0.289,94
Dakota Hudson,0.28,101
Carlos Martinez,0.291,104
John Gant,0.285,96
Austin Gomber,0.294,102
Adam Wainwright,0.299,107
Daniel Ponce de Leon,0.284,105
Giovanny Gallegos,0.283,75
Austin Warner,0.299,111
Anthony Shew,0.3,108
Ryan Helsley,0.288,100
Alex Reyes,0.299,93
Thomas Parsons,0.297,115
Angel Rondon,0.295,114
Genesis Cabrera,0.295,108
Nabil Crismatt,0.292,110
Jordan Hicks,0.297,85
Ricardo Sanchez,0.299,112
Garrett Williams,0.291,113
Kevin Herget,0.296,110
Evan Kruczynski,0.299,120
Alex FaGalde,0.294,120
Tyler Webb,0.283,94
Andrew Miller,0.291,93
Johan Oviedo,0.298,122
Kodi Whitley,0.294,98
Seth Elledge,0.295,102
Liarvis Breto,0.296,108
Jacob Patterson,0.298,103
Jake Woodford,0.291,124
Edgar Gonzalez,0.3,126
Roel Ramirez,0.299,114
Rob Kaminsky,0.289,105
Ryan Meisinger,0.289,110
Jesus Cruz,0.293,117
Junior Fernandez,0.289,107
Patrick Dayton,0.293,107
Johnny Hellweg,0.29,117
Brett Cecil,0.295,110
Bryan Dobzanski,0.296,116
Ramon Santos,0.295,120
Zac Gallen,0.294,81
Josh Green,0.304,97
Luke Weaver,0.306,100
Jon Duplantier,0.301,96
Merrill Kelly,0.3,103
Madison Bumgarner,0.289,106
Jeremy Beasley,0.298,100
Mike Leake,0.304,107
Cole Stapler,0.296,103
Jeff Bain,0.3,108
Riley Smith,0.304,106
Caleb Smith,0.284,106
Alex Young,0.299,110
Kevin McCanna,0.301,101
Taylor Clarke,0.295,110
Artie Lewicki,0.309,102
Bo Takahashi,0.296,114
Corbin Martin,0.299,110
Shumpei Yoshikawa,0.3,107
Taylor Widener,0.295,112
Junior Guerra,0.284,101
Stefan Crichton,0.299,91
David Huff,0.298,98
Matt Peacock,0.302,114
Rogelio Armenteros,0.302,118
Hector Rondon,0.301,90
Kevin Ginkel,0.301,90
Keury Mella,0.301,117
J.B. Bukauskas,0.296,117
Travis Radke,0.304,94
Humberto Mejia,0.289,115
James Sherfy,0.294,94
Aaron Blair,0.301,116
Taylor Guilbeau,0.306,102
Miguel Aguilar,0.296,92
Matt Grace,0.301,99
Yoan Lopez,0.291,98
Joe Mantiply,0.292,102
Michael Tonkin,0.297,96
Mack Lemieux,0.299,119
Kyle Crockett,0.303,95
Sam Moll,0.299,101
Silvino Bracho,0.288,103
Junior Garcia,0.298,103
Justin Vernia,0.299,126
Eduardo Jimenez,0.298,107
West Tunnell,0.293,108
Dillon Overton,0.306,128
Edwin Jackson,0.302,129
Mark Leiter Jr.,0.298,112
Damien Magnifico,0.301,115
Bradley Roney,0.287,116
Travis Bergen,0.3,118
Kyler Stout,0.284,128
Mauricio Cabrera,0.3,124
German Marquez,0.319,83
Kyle Freeland,0.313,99
Jon Gray,0.323,98
Antonio Senzatela,0.31,107
Antonio Santos,0.311,107
Jeff Hoffman,0.324,110
Scott Oberg,0.3,75
Wes Parsons,0.311,103
Brandon Gold,0.332,115
Ryan Rolison,0.306,110
Carlos Estevez,0.316,90
Peter Lambert,0.308,120
Mychal Givens,0.295,90
Heath Holder,0.313,108
Jairo Diaz,0.314,92
Matt Pierpont,0.305,89
Ashton Goudeau,0.312,114
Dereck Rodriguez,0.319,119
Tommy Doyle,0.306,94
Daniel Bard,0.298,94
Phillip Diehl,0.309,100
Matt Dennis,0.325,122
Ben Bowden,0.307,99
Chi Chi Gonzalez,0.304,125
Yency Almonte,0.308,104
Reid Humphreys,0.302,102
Zac Rosscup,0.302,102
Wade Davis,0.3,106
Chad Smith,0.31,108
Harrison Musgrave,0.303,124
Jose Mujica,0.313,131
Tyler Kinley,0.303,112
Tim Collins,0.303,116
James Pazos,0.31,115
AJ Ramos,0.314,123
Rayan Gonzalez,0.302,116
Joe Harvey,0.305,121
Jesus Tinoco,0.312,118
Brian Gonzalez,0.317,132
Justin Lawrence,0.309,124
Nelson Gonzalez,0.309,137
Tim Melville,0.308,137
Ryan Castellani,0.305,145
Walker Buehler,0.281,72
Clayton Kershaw,0.276,74
Dustin May,0.29,89
Julio Urias,0.282,84
Alex Wood,0.29,86
Victor Gonzalez,0.294,87
David Price,0.288,93
Jimmy Nelson,0.302,96
Blake Treinen,0.291,76
Caleb Ferguson,0.299,81
Josiah Gray,0.285,111
Tony Gonsolin,0.285,109
Brusdar Graterol,0.293,77
Mitch White,0.295,102
Edwin Uceta,0.294,114
Kenley Jansen,0.283,86
Dennis Santana,0.295,110
Adam Kolarek,0.292,83
Andre Jackson,0.295,113
Shea Spitzbarth,0.292,91
Joe Kelly,0.297,88
Dylan Floro,0.299,90
Zach McAllister,0.295,85
Scott Alexander,0.292,90
Kyle Lobstein,0.291,111
Pedro Baez,0.274,93
Marshall Kasowski,0.293,93
Parker Curry,0.295,117
Josh Sborz,0.29,94
Jake McGee,0.293,96
Edubray Ramos,0.294,104
Austin Hamilton,0.296,117
Yadier Alvarez,0.299,119
Logan Salow,0.296,109
Reymin Guduan,0.295,107
Luis Vasquez,0.29,110
Ryan Moseley,0.293,117
Jordan Sheffield,0.299,142
Mike Clevinger,0.273,79
Chris Paddack,0.286,92
Dinelson Lamet,0.288,85
Zach Davies,0.285,98
Joey Lucchesi,0.293,97
MacKenzie Gore,0.295,96
Matt Strahm,0.292,95
Jesse Scholtens,0.299,111
Adrian Morejon,0.308,90
Craig Stammen,0.293,81
Garrett Richards,0.289,100
Pedro Avila,0.298,106
Kirby Yates,0.294,70
Emilio Pagan,0.28,85
Caleb Boushley,0.298,105
Luis Patino,0.297,105
Austin Adams,0.291,127
Jose Castillo,0.285,83
Drew Pomeranz,0.299,86
Tim Hill,0.292,86
Pierce Johnson,0.293,87
Luis Perdomo,0.287,100
Taylor Williams,0.301,100
Michel Baez,0.298,98
David Bednar,0.295,97
Brady Feigl,0.297,98
Emmanuel Ramirez,0.298,122
Steven Wilson,0.298,102
Trey Wingenter,0.292,104
Parker Markel,0.295,103
Trevor Rosenthal,0.299,102
Daniel Camarena,0.294,122
Mason Fox,0.288,101
Miguel Diaz,0.296,121
Dan Altavilla,0.285,105
Javy Guerra,0.289,112
Chase Johnson,0.295,121
Reggie Lawson,0.299,131
Evan Miller,0.289,111
Fred Schlichtholz,0.301,115
Chih-Wei Hu,0.293,131
Aaron Leasher,0.297,134
Cody Tyler,0.297,118
Dauris Valdez,0.297,122
Kyle McGrath,0.29,138
Franklin van Gurp,0.301,134
Lake Bachar,0.296,147
Kevin Gausman,0.302,93
Logan Webb,0.301,95
Sean Hjelle,0.297,101
Matt Wisler,0.305,100
Tyler Anderson,0.289,111
Trevor Cahill,0.289,102
Anthony Banda,0.299,101
Rico Garcia,0.303,110
Johnny Cueto,0.292,111
Tyler Rogers,0.296,88
Conner Menez,0.292,113
Andrew Suarez,0.297,112
Tyler Beede,0.304,115
Matt Frisbee,0.291,112
Tristan Beck,0.297,105
Jeff Samardzija,0.281,116
Reyes Moronta,0.282,88
Shaun Anderson,0.301,116
Melvin Adon,0.303,112
Tyson Ross,0.289,120
Sam Selman,0.28,98
Trevor Gott,0.288,98
Enderson Franco,0.302,123
Wandy Peralta,0.297,99
Tony Watson,0.291,100
Sam Coonrod,0.293,100
Silvino Bracho,0.295,103
Jarlin Garcia,0.276,113
Dedniel Nunez,0.298,125
Trenton Toplikar,0.296,125
Sam Wolff,0.295,105
Dominic Leone,0.297,98
Sam Long,0.291,125
Caleb Baragar,0.293,127
Aaron Phillips,0.296,129
Frank Rubio,0.294,111
Daniel Alvarez,0.29,109
Yunior Marte,0.298,112
Ronnie Williams,0.299,117
Camilo Doval,0.288,124
Raffi Vizcaino,0.295,139
